Date,PCR,IV_C,STD_C,IV_P,STD_P
2021-07-29,1.194245449,0.071507918,0.040602265,0.188477603,0.079225138
2021-07-30,0.990725785,0.08917455,0.024958524,0.124721653,0.067258942
2021-08-02,1.75332578,0.050000338,0.03288302,0.140639458,0.078552318
2021-08-03,2.445894771,0.045358308,0.049526339,0.088580085,0.047081742
2021-08-04,2.559582796,0.056130939,0.059164264,0.074445878,0.07673366
2021-08-05,1.907215824,0.091886778,0.024274389,0.188865825,0.086696899
2021-08-06,0.904258296,0.088821385,0.02486913,0.183778561,0.129169738
2021-08-09,0.612039992,0.077128378,0.031197518,0.162551039,0.087244259
2021-08-10,0.638745629,0.085870619,0.03655655,0.136936949,0.135982114
2021-08-11,0.928316078,0.080664038,0.056506819,0.092126529,0.109773209
2021-08-12,0.686945153,0.173057317,0.115190894,0.398135432,0.277182711
2021-08-13,0.466594003,0.173437381,0.061080744,0.263610844,0.199559504
2021-08-16,0.489802568,0.228779186,0.14573914,0.384443354,0.303306944
2021-08-17,0.427126001,0.302906217,0.164532131,0.39560862,0.463097945
2021-08-18,2.882263852,0.495670604,0.481427961,0.73972609,0.65236418
2021-08-19,0.726158134,0.124750789,0.049084797,0.198445715,0.12968339
2021-08-20,0.743226996,0.095087295,0.037313465,0.193262949,0.098698732
2021-08-23,1.306282582,0.063462991,0.037121108,0.144169457,0.083719458
2021-08-24,1.403674333,0.048758319,0.027697344,0.090994072,0.075105062
2021-08-25,5.836972134,0.080909264,0.071552658,0.07675253,0.090748424
2021-08-26,0.80574017,0.096313404,0.031064549,0.179399949,0.103586279
2021-08-27,1.265016141,0.082903697,0.052838128,0.145645046,0.064760265
2021-08-30,1.959823753,0.070734178,0.046789504,0.153263818,0.086600764
2021-08-31,2.120174217,0.042468122,0.040917775,0.111506004,0.080528564
2021-09-01,0.893786875,0.042026889,0.039193698,0.084968761,0.094482812
2021-09-02,1.182092424,0.125218364,0.027305407,0.180807055,0.096254051
2021-09-03,1.410289769,0.104694504,0.04012006,0.178674461,0.077246274
2021-09-06,1.126739258,0.103889074,0.031023032,0.160685501,0.149179303
2021-09-07,0.880720459,0.083028833,0.033099565,0.160410308,0.143051913
2021-09-08,0.651760312,0.089635682,0.057035862,0.126595463,0.144367923
2021-09-09,0.931333322,0.134707464,0.029029139,0.287590227,0.091171137
2021-09-10,2.013003737,0.119022765,0.04812355,0.277858299,0.139798495
2021-09-13,1.866879053,0.195232338,0.095986969,0.348868182,0.296536112
2021-09-14,1.755838573,0.285984211,0.279453995,0.368451808,0.419403178
2021-09-15,0.591566405,0.395738295,0.61276735,0.349816668,0.448867026
2021-09-16,0.917682414,0.064223864,0.047482829,0.128491771,0.098362792
2021-09-17,1.024980761,0.055760574,0.035077616,0.071095722,0.06114399
2021-09-22,0.677652773,0.045109116,0.041954552,0.059022686,0.068753569
2021-09-23,1.447942034,0.092690162,0.045043159,0.162791839,0.099115044
2021-09-24,1.00002641,0.08102129,0.043466297,0.112211439,0.063999156
2021-09-27,1.49872313,0.064866369,0.04881119,0.087867989,0.056121246
2021-09-28,0.484414276,0.051907798,0.04143007,0.098451329,0.083105467
2021-09-29,0.601225992,0.058093423,0.047598131,0.056176112,0.076632081
2021-09-30,0.619809409,0.10344634,0.041977986,0.180354381,0.074147253
2021-10-01,0.425195886,0.128395751,0.049530915,0.182721575,0.09844508
2021-10-04,0.368339963,0.1189243,0.04467622,0.148795759,0.101228383
2021-10-05,0.911625614,0.073445748,0.055570382,0.14550558,0.086223616
2021-10-06,0.941133684,0.070150559,0.06639169,0.071564614,0.073069979
2021-10-07,1.319961213,0.128535351,0.063303591,0.226936993,0.085742133
2021-10-08,0.914496494,0.133839931,0.049431882,0.187074112,0.080539067
2021-10-12,0.421469734,0.106221099,0.054921089,0.151962336,0.065654295
2021-10-13,0.548380612,0.102932957,0.074935624,0.105670306,0.117831533
2021-10-14,1.133772496,0.203356186,0.073879049,0.261007849,0.081583407
2021-10-15,1.64934826,0.15202258,0.148607734,0.269801157,0.087387377
2021-10-18,0.786109816,0.244212992,0.126931224,0.233913972,0.143042024
2021-10-19,1.238463432,0.3220958,0.369964289,0.367171434,0.314257898
2021-10-20,1.163901523,0.266888119,0.214403233,0.308163375,0.456684894
2021-10-21,1.683814099,0.082878024,0.036020854,0.101325932,0.063066126
2021-10-22,0.674955053,0.070375724,0.050739677,0.10060977,0.062850173
2021-10-25,0.992977758,0.051481009,0.029737008,0.090209321,0.070708963
2021-10-26,1.395083677,0.044716083,0.038801832,0.062772579,0.056602697
2021-10-27,1.270544871,0.04662567,0.053487681,0.079377125,0.076750148
2021-10-28,1.06212985,0.0851833,0.0290418,0.13125773,0.069155145
2021-10-29,0.795476194,0.076465691,0.028290313,0.129331343,0.077414528
2021-11-01,1.298377249,0.068626807,0.036574069,0.09100978,0.060354675
2021-11-02,0.933852576,0.066314821,0.035261496,0.06291682,0.059410979
2021-11-03,1.38059781,0.036703235,0.045205868,0.062049322,0.067513168
2021-11-04,0.85028616,0.110715055,0.044296099,0.12996424,0.057047626
2021-11-05,1.069661289,0.069178789,0.03719086,0.154829593,0.091980817
2021-11-08,1.904933467,0.061802962,0.037554594,0.121226497,0.067631857
2021-11-09,1.205105854,0.081242189,0.049938013,0.106813746,0.099759958
2021-11-10,1.126584871,0.053967022,0.052541628,0.09223073,0.087154172
2021-11-11,0.76149588,0.163516284,0.075452221,0.183318569,0.12268502
2021-11-12,1.186411597,0.141704145,0.043778869,0.205259464,0.176496382
2021-11-15,1.146568084,0.189399094,0.129995452,0.211653549,0.18654355
2021-11-16,1.789354774,0.167767459,0.139914978,0.241283489,0.258353079
2021-11-17,1.990685335,0.235656779,0.352482198,0.328905473,0.480484866
2021-11-18,1.38357904,0.061797737,0.03544691,0.101328877,0.079142624
2021-11-19,0.74417353,0.067417168,0.029518624,0.069632686,0.0599409
2021-11-22,1.102270519,0.052186216,0.022717138,0.068464051,0.057062829
2021-11-23,0.332446856,0.044995594,0.025165366,0.047553805,0.06123696
2021-11-24,1.095463256,0.028907219,0.03108396,0.031249927,0.042872848
2021-11-25,1.427131478,0.078090359,0.027554734,0.096566877,0.060927378
2021-11-26,0.661285127,0.085948863,0.037430455,0.100664694,0.065131097
2021-11-29,0.867466321,0.072922183,0.028254396,0.120858353,0.066603452
2021-11-30,1.055439612,0.063386254,0.035883005,0.089107616,0.064535452
2021-12-01,2.424559724,0.051438592,0.052418397,0.086601895,0.072091997
2021-12-02,0.981885089,0.093851954,0.038038145,0.173867924,0.061351583
2021-12-03,1.065666212,0.107146306,0.028407742,0.156098983,0.070315924
2021-12-06,1.417324611,0.097186113,0.037406954,0.141671871,0.062575247
2021-12-07,1.306287097,0.067406796,0.037304905,0.110484022,0.055702395
2021-12-08,0.659727061,0.090620883,0.066542271,0.08819006,0.083523753
2021-12-09,1.503995336,0.1327728,0.081032309,0.183157076,0.059065297
2021-12-10,0.690042876,0.139911098,0.069150108,0.177429803,0.12510903
2021-12-13,0.792672749,0.20608613,0.109259516,0.214833565,0.24173843
2021-12-14,0.37529352,0.239730726,0.13151462,0.233003853,0.270996291
2021-12-15,1.650512047,0.244486703,0.419263846,0.409345573,0.501987313
2021-12-16,1.160009998,0.067850242,0.055977061,0.100790968,0.064827667
2021-12-17,1.060742371,0.041728097,0.020158298,0.074196137,0.038661152
2021-12-20,0.637441011,0.048944299,0.026729104,0.067773437,0.042497985
2021-12-21,1.531458479,0.027668667,0.021868533,0.059048347,0.060575283
2021-12-22,1.466524771,0.023537865,0.026555994,0.03411882,0.039214088
2021-12-23,1.586299458,0.054302595,0.023915178,0.088251897,0.059260055
2021-12-24,0.956458056,0.061619803,0.030790827,0.071266214,0.051997
2021-12-27,1.838186821,0.052426819,0.03608427,0.061796984,0.051857124
2021-12-28,2.541442101,0.023602586,0.027006712,0.049312344,0.049298526
2021-12-29,1.480014996,0.032186414,0.038834413,0.041279469,0.045975865
2021-12-30,1.224101837,0.075333291,0.032662252,0.09623385,0.061532052
2022-01-03,0.9929,0.1141,0.0293,0.1844,0.0517
2022-01-04,1.0057,0.1386,0.0241,0.1757,0.0566
2022-01-05,0.9422,0.1428,0.0359,0.18,0.0577
2022-01-06,0.9255,0.1818,0.0525,0.1709,0.064
2022-01-07,1.0382,0.1357,0.0275,0.2223,0.0535
2022-01-10,0.9906,0.1328,0.0323,0.2134,0.0544
2022-01-11,1.0113,0.1261,0.0273,0.1945,0.0557
2022-01-18,1.0426,0.1505,0.0773,0.268,0.1185
2022-01-19,1.1159,0.1399,0.0177,0.2041,0.0433
2022-01-20,0.8527,0.1735,0.0317,0.1912,0.0514
2022-01-21,1.0269,0.1445,0.0223,0.2445,0.0431
2022-01-24,0.9042,0.1618,0.0324,0.2585,0.0467
2022-01-25,1.113,0.1777,0.024,0.2759,0.0575
2022-01-26,1.028,0.1556,0.0334,0.2747,0.0632
2022-02-07,1.2972,0.1648,0.0355,0.2052,0.0693
2022-02-08,1.2066,0.1173,0.0317,0.1902,0.0609
2022-02-15,1.0654,0.3603,0.158,0.1758,0.1009
2022-02-16,1.1995,0.1471,0.0204,0.2244,0.0645
2022-02-18,1.2403,0.1399,0.0182,0.2318,0.0558
2022-02-21,1.0124,0.165,0.0258,0.2594,0.0679
2022-02-22,1.1061,0.1541,0.0217,0.2552,0.0573
2022-02-23,1.093,0.2057,0.0437,0.247,0.095
2022-02-24,1.0478,0.1659,0.0245,0.3222,0.0761
2022-02-25,1.1746,0.1662,0.0293,0.2733,0.0759
2022-03-01,1.0438,0.173,0.0256,0.2657,0.076
2022-03-02,1.1855,0.1592,0.0249,0.2707,0.0657
2022-03-04,1.0012,0.1781,0.0318,0.2565,0.0762
2022-03-07,0.9771,0.286,0.0588,0.3721,0.0883
2022-03-08,1.0338,0.2279,0.0429,0.3585,0.062
2022-03-16,1.0513,0.2552,0.12,0.4334,0.1844
2022-03-17,0.9846,0.1596,0.0157,0.2492,0.0369
2022-03-18,1.1842,0.1516,0.0158,0.241,0.0425
2022-03-21,1.1948,0.1462,0.0136,0.2292,0.0406
2022-03-22,1.0784,0.136,0.0228,0.2049,0.0459
2022-03-23,0.991,0.1229,0.0132,0.2117,0.0411
2022-03-24,0.9844,0.1365,0.0174,0.1889,0.0389
2022-03-25,0.984,0.1256,0.0204,0.2188,0.0382
2022-03-28,1.1859,0.1384,0.019,0.2001,0.0401
2022-03-29,1.0307,0.1419,0.0294,0.1775,0.0511
2022-03-30,1.0464,0.1368,0.0204,0.1838,0.0486
2022-03-31,1.0335,0.1143,0.0169,0.2174,0.0351
2022-04-01,1.0773,0.1298,0.023,0.2221,0.0425
2022-04-06,0.8437,0.176,0.0588,0.2019,0.0544
2022-04-07,1.0904,0.1572,0.0269,0.2191,0.0493
2022-04-08,0.9012,0.1981,0.046,0.1994,0.0593
2022-04-11,1.0821,0.1928,0.0365,0.2309,0.0496
2022-04-12,1.1969,0.1545,0.0565,0.2334,0.0598
2022-04-19,0.9385,0.2244,0.0951,0.218,0.094
2022-04-20,1.0087,0.1481,0.0245,0.1857,0.0467
2022-04-21,1.0475,0.1327,0.0192,0.2078,0.0371
2022-04-22,1.0641,0.1579,0.0302,0.226,0.0425
2022-04-25,1.0695,0.1598,0.0202,0.2401,0.0386
2022-04-26,1.0825,0.1505,0.0379,0.2535,0.0421
2022-04-27,1.076,0.1684,0.0231,0.2503,0.0381
2022-04-28,1.0254,0.1659,0.0276,0.2307,0.0461
2022-04-29,1.0369,0.1832,0.0298,0.238,0.0503
2022-05-03,1.0816,0.1724,0.0308,0.258,0.0438
2022-05-04,1.0061,0.152,0.0324,0.242,0.0555
2022-05-06,0.9091,0.2081,0.0547,0.2616,0.0546
2022-05-10,1.0423,0.1893,0.0482,0.3361,0.0792
2022-05-17,1.0384,0.3674,0.1694,0.2147,0.1446
2022-05-19,1.0375,0.1517,0.0241,0.2604,0.041
2022-05-20,1.023,0.1744,0.0281,0.2307,0.046
2022-05-23,0.9367,0.2005,0.0374,0.2207,0.0547
2022-05-25,1.1168,0.1659,0.0255,0.2521,0.0454
2022-05-27,1.18,0.1616,0.0355,0.2265,0.0492
2022-05-31,0.9701,0.1422,0.0437,0.2235,0.0625
2022-06-02,1.0744,0.1385,0.0278,0.2222,0.0522
2022-06-07,0.9255,0.1748,0.0439,0.2101,0.0764
2022-06-14,0.9446,0.2256,0.1207,0.3416,0.1263
2022-06-15,0.8935,0.135,0.0268,0.2653,0.0335
2022-06-16,1.0596,0.11,0.0413,0.3398,0.031
2022-06-17,0.844,0.1366,0.0364,0.3144,0.0282
2022-06-21,1.1603,0.1188,0.0382,0.3185,0.0311
2022-06-22,0.939,0.1466,0.0345,0.2959,0.0363
2022-06-24,0.8427,0.1452,0.0311,0.3008,0.0235
2022-06-27,1.1867,0.1385,0.033,0.2837,0.0269
2022-06-29,0.9519,0.1527,0.054,0.2815,0.022
2022-07-01,0.7903,0.2528,0.0662,0.296,0.0777
2022-07-04,0.8122,0.2546,0.0469,0.3211,0.0459
2022-07-05,0.8124,0.224,0.0591,0.3403,0.0677
2022-07-07,0.8684,0.2228,0.0757,0.3866,0.0798
2022-07-08,0.9182,0.2588,0.0551,0.3004,0.051
2022-07-11,0.8317,0.2991,0.077,0.3089,0.0842
2022-07-12,0.9555,0.3363,0.101,0.3164,0.0757
2022-07-19,0.964,0.3488,0.1834,0.2291,0.1324
2022-07-20,1.0027,0.129,0.0345,0.2967,0.0274
2022-07-21,0.9759,0.1368,0.027,0.2694,0.0295
2022-07-22,1.1899,0.1393,0.0269,0.2722,0.0326
2022-07-25,0.8936,0.1632,0.0272,0.2596,0.0343
2022-07-27,0.8731,0.1342,0.0274,0.2852,0.0325
2022-07-28,1.0606,0.1509,0.0311,0.2423,0.0403
2022-07-29,0.9561,0.145,0.0316,0.2602,0.0491
2022-08-01,1.0609,0.1772,0.0411,0.3129,0.0667
2022-08-02,0.9936,0.1966,0.026,0.3519,0.059
2022-08-04,0.9459,0.1885,0.0324,0.3346,0.0582
2022-08-05,1.0278,0.1556,0.023,0.3058,0.0778
2022-08-08,0.9896,0.149,0.0407,0.2915,0.0653
2022-08-09,0.9319,0.1528,0.0283,0.2596,0.0661
2022-08-16,0.9393,0.1781,0.1307,0.2402,0.1594
2022-08-17,0.9487,0.1185,0.0254,0.2253,0.0422
2022-08-18,1.1073,0.1237,0.016,0.2031,0.0371
2022-08-19,0.8877,0.1275,0.0299,0.2128,0.0383
2022-08-22,0.891,0.14,0.0266,0.2213,0.0382
2022-08-23,0.9993,0.1546,0.0276,0.2022,0.0369
2022-08-24,1.1012,0.1477,0.0324,0.2013,0.0403
2022-08-25,1.0513,0.1508,0.0279,0.1871,0.0433
2022-08-26,0.8682,0.1395,0.0362,0.237,0.047
2022-08-29,1.0589,0.1593,0.0319,0.2314,0.0416
2022-08-30,1.0731,0.1375,0.0373,0.2496,0.0449
2022-09-01,0.8727,0.17,0.0447,0.2398,0.0434
2022-09-02,0.8943,0.1906,0.0314,0.2344,0.0434
2022-09-05,0.9474,0.1907,0.0413,0.2371,0.0486
2022-09-06,0.8365,0.2029,0.0419,0.2499,0.0502
2022-09-07,1.0044,0.1681,0.0413,0.268,0.0415
2022-09-08,1.195,0.1654,0.0429,0.238,0.0535
2022-09-12,1.116,0.1916,0.0512,0.2217,0.0664
2022-09-13,0.9809,0.1625,0.0605,0.3107,0.0724
2022-09-20,0.9829,0.1938,0.1274,0.2991,0.1549
2022-09-21,0.8868,0.1863,0.0321,0.2411,0.0402
2022-09-22,0.7656,0.1854,0.0218,0.2206,0.0311
2022-09-23,0.8676,0.2014,0.0383,0.2315,0.0392
2022-09-26,0.9393,0.2067,0.0248,0.245,0.0414
2022-09-27,0.9678,0.2576,0.0478,0.221,0.0536
2022-09-29,0.9084,0.2342,0.0313,0.2458,0.0505
2022-09-30,0.8918,0.2385,0.0358,0.2768,0.0487
2022-10-03,1.078,0.2295,0.0426,0.2602,0.0543
2022-10-05,0.9983,0.2302,0.0462,0.2324,0.0678
2022-10-06,0.8833,0.208,0.0516,0.2573,0.0536
2022-10-07,0.8024,0.2692,0.088,0.2834,0.0609
2022-10-12,0.9659,0.2803,0.0537,0.3356,0.0645
2022-10-18,0.9722,0.2863,0.1608,0.4266,0.1991
2022-10-19,0.8229,0.19,0.0305,0.3234,0.033
2022-10-21,0.8839,0.2436,0.0268,0.2567,0.0392
2022-10-24,0.9369,0.2655,0.0378,0.2568,0.0465
2022-10-25,0.7556,0.2759,0.0379,0.2663,0.0473
2022-10-26,0.9823,0.2649,0.0315,0.2756,0.044
2022-10-27,1.0663,0.2458,0.0349,0.2599,0.0484
2022-10-28,0.7696,0.2379,0.0286,0.256,0.0408
2022-10-31,1.0768,0.2164,0.0257,0.2792,0.0397
2022-11-01,0.985,0.2178,0.0249,0.2646,0.0397
2022-11-02,0.8467,0.2139,0.04,0.2726,0.042
2022-11-03,0.8517,0.1672,0.0333,0.2747,0.042
2022-11-04,1.0967,0.2098,0.0441,0.2359,0.0575
2022-11-07,1.1948,0.2033,0.0421,0.2428,0.0616
2022-11-08,1.1287,0.1725,0.0637,0.2669,0.0732
2022-11-09,0.8124,0.197,0.0447,0.2357,0.0669
2022-11-10,1.0476,0.2775,0.1213,0.2489,0.0979
2022-11-11,0.9888,0.2902,0.1157,0.2898,0.158
2022-11-14,1.0634,0.2702,0.1875,0.4983,0.259
2022-11-15,0.9674,0.6798,0.3771,0.3675,0.3434
2022-11-17,0.8874,0.1783,0.0244,0.2633,0.0385
2022-11-18,0.9202,0.1932,0.0282,0.2346,0.0379
2022-11-21,0.8445,0.1974,0.0212,0.231,0.0342
2022-11-22,0.9587,0.18,0.0205,0.2212,0.0382
2022-11-24,0.8156,0.1742,0.0163,0.2079,0.0359
2022-11-25,0.8419,0.1619,0.0314,0.2366,0.037
2022-11-28,1.12,0.1484,0.0334,0.2501,0.0401
2022-11-29,1.0415,0.1438,0.0318,0.2568,0.0377
2022-11-30,0.8997,0.1782,0.0449,0.246,0.0491
2022-12-01,0.8599,0.1632,0.0263,0.2448,0.0371
2022-12-02,0.9314,0.1763,0.0379,0.2491,0.0448
2022-12-05,0.7466,0.2103,0.0533,0.2348,0.0548
2022-12-06,1.0872,0.2121,0.0363,0.2344,0.0502
2022-12-07,0.7729,0.1904,0.0288,0.2548,0.0351
2022-12-09,0.8358,0.1998,0.0418,0.2539,0.052
2022-12-13,1.0715,0.2398,0.087,0.2591,0.068
2022-12-14,0.9204,0.163,0.0384,0.2477,0.0519
2022-12-15,0.8146,0.1361,0.0551,0.2555,0.0651
2022-12-16,1.0267,0.1784,0.1135,0.2653,0.0756
2022-12-19,0.957,0.3839,0.2528,0.2681,0.1724
2022-12-21,1.0904,0.3438,0.2374,0.226,0.1183
2022-12-22,0.9518,0.1469,0.0225,0.2609,0.0294
2022-12-23,1.0836,0.1641,0.0131,0.2519,0.0363
2022-12-26,1.1182,0.1827,0.0202,0.2377,0.0511
2022-12-27,0.9256,0.1792,0.0181,0.2456,0.0349
2022-12-28,0.9937,0.1758,0.0203,0.2572,0.0304
2022-12-29,1.1047,0.2029,0.0247,0.2229,0.0412
2023-01-03,1.440465124,0.069112826,0.057404501,0.132043289,0.213096342
2023-01-04,0.770577382,0.070754221,0.057458304,0.072102381,0.246347107
2023-01-05,0.985231938,0.128425703,0.042653379,0.165699771,0.337088538
2023-01-06,1.131972924,0.102009983,0.049253821,0.166125029,0.339058337
2023-01-09,2.74441496,0.110052292,0.08283093,0.21003779,0.286060953
2023-01-10,1.035119545,0.113612891,0.079798978,0.133684487,0.299899488
2023-01-11,0.60523271,0.108032067,0.085649704,0.09958679,0.290867028
2023-01-12,0.898204574,0.292509898,0.063771238,0.286526803,0.394684691
2023-01-13,0.858546039,0.301688432,0.062952512,0.285253093,0.492229129
2023-01-16,0.983277642,0.35660927,0.099357279,0.45997416,0.849219904
2023-01-17,0.964684103,0.483199908,0.16643519,0.587290058,0.869036501
2023-01-30,1.869408474,0.066648587,0.064630138,0.138374484,0.204932655
2023-01-31,0.508167748,0.110762231,0.064551312,0.10474619,0.398102479
2023-02-01,2.723660647,0.088691608,0.061025267,0.093657167,0.209282609
2023-02-02,1.237314711,0.091815343,0.040739747,0.17238979,0.258851635
2023-02-03,1.018922039,0.102576423,0.040491986,0.140044879,0.354108326
2023-02-06,0.639408999,0.142329798,0.056431145,0.110339196,0.424807852
2023-02-07,1.013287948,0.08955478,0.058605577,0.110854266,0.224791084
2023-02-08,3.243127021,0.107458213,0.090036837,0.132854776,0.256423027
2023-02-09,0.999714097,0.160917204,0.054804545,0.213215358,0.369275493
2023-02-10,0.916336167,0.197187069,0.078170862,0.200161961,0.409832982
2023-02-13,0.859958899,0.256658637,0.11171257,0.330809755,0.70391634
2023-02-14,1.166831281,0.298308715,0.176347262,0.434082005,0.900495606
2023-02-16,1.246951204,0.071022659,0.03761371,0.121400231,0.251562004
2023-02-17,0.950624146,0.070798864,0.034957023,0.09640964,0.194422824
2023-02-20,1.442381975,0.051600882,0.041270533,0.101588868,0.249142604
2023-02-21,1.274298187,0.044111976,0.043372464,0.082628686,0.269907215
2023-02-22,1.203584082,0.057152598,0.047307905,0.060275498,0.149146436
2023-02-23,1.435796713,0.07387726,0.044682447,0.130111533,0.187103818
2023-02-24,0.839818855,0.108436194,0.040280965,0.076891335,0.175730091
2023-03-01,2.665791519,0.074828574,0.050638201,0.114588181,0.205215006
2023-03-02,0.992355158,0.09933529,0.032686277,0.150775898,0.159402679
2023-03-03,1.116623243,0.108208547,0.040736317,0.131973867,0.216328028
2023-03-06,1.303718024,0.097420345,0.055907897,0.150238595,0.406233049
2023-03-07,1.518104656,0.08011147,0.062622877,0.129759145,0.373045344
2023-03-08,1.240992631,0.079153452,0.065499718,0.097776496,0.261935308
2023-03-09,0.918690667,0.173203565,0.055267485,0.181474584,0.402070037
2023-03-10,0.63176426,0.211070595,0.081701403,0.203303439,0.359589536
2023-03-13,1.019662421,0.196704195,0.122747876,0.393004402,0.564404942
2023-03-14,0.805764387,0.39150592,0.173988886,0.418816792,0.945087843
2023-03-16,1.009748714,0.08330918,0.035971981,0.119728359,0.146635053
2023-03-17,1.66226949,0.049879693,0.040287118,0.117652808,0.166928635
2023-03-20,1.220806894,0.05418131,0.037032705,0.082949016,0.1499847
2023-03-21,2.207327016,0.041920527,0.044092539,0.085659257,0.180725759
2023-03-22,5.626522554,0.071048746,0.045679147,0.077807186,0.125298793
2023-03-23,1.35756697,0.067311502,0.033182204,0.129354762,0.19688643
2023-03-24,1.220290328,0.069638458,0.032073342,0.103737409,0.171504418
2023-03-27,1.003351566,0.072756002,0.032948827,0.08146864,0.147404958
2023-03-28,0.667036821,0.065571348,0.03764536,0.067247571,0.219643596
2023-03-29,2.039714155,0.045122646,0.044821286,0.058583765,0.165635724
2023-03-30,1.288034067,0.078001632,0.031083092,0.126109098,0.238214773
2023-03-31,1.099482812,0.090478268,0.033305371,0.101063834,0.216293952
2023-04-06,1.519639118,0.084882612,0.053572841,0.078127918,0.183685089
2023-04-07,1.158844947,0.090498145,0.040661932,0.123895936,0.27578148
2023-04-10,1.228915736,0.087367847,0.049008441,0.118548569,0.339945058
2023-04-11,1.319964834,0.07279376,0.054022989,0.120270601,0.284325438
2023-04-12,1.316396193,0.067042375,0.058556754,0.083816409,0.290296314
2023-04-13,0.766359134,0.177002928,0.056952421,0.14284621,0.442499701
2023-04-14,1.204393385,0.11830454,0.071523378,0.191035076,0.50611365
2023-04-17,1.073711316,0.14853742,0.122949111,0.246964634,0.593680009
2023-04-18,0.714051975,0.266015546,0.142485251,0.258679217,1.235128723
2023-04-20,0.851500162,0.077522974,0.029336228,0.087860724,0.242527869
2023-04-21,0.631179927,0.08176937,0.033445474,0.073637397,0.306116936
2023-04-24,0.955098306,0.051195112,0.033768697,0.075665391,0.188599222
2023-04-25,0.40309809,0.077727423,0.042395902,0.079256876,0.286402333
2023-04-26,1.459477405,0.04764499,0.049493794,0.058356626,0.12311963
2023-04-27,1.003729642,0.071224451,0.035483819,0.110473973,0.179013019
2023-04-28,1.427196414,0.056020555,0.03850717,0.106931735,0.155933494
2023-05-02,1.566486622,0.050409204,0.043024747,0.087555466,0.171433114
2023-05-03,0.979023961,0.047904586,0.044955087,0.061111155,0.167088169
2023-05-04,1.19726557,0.079712089,0.027820936,0.139838249,0.184382889
2023-05-05,1.090264108,0.08487803,0.032812402,0.11791013,0.195131057
2023-05-08,1.240773888,0.088260057,0.047748543,0.1060831,0.268957733
2023-05-09,1.170391736,0.061679834,0.050219593,0.100415703,0.30573779
2023-05-10,0.879974275,0.070415408,0.05346556,0.090235301,0.347631991
2023-05-11,0.810009756,0.159619113,0.047309323,0.12967076,0.314876751
2023-05-12,1.017929049,0.10986422,0.050637681,0.177440658,0.409200843
2023-05-15,1.026956286,0.159873076,0.078345463,0.215415996,0.686029739
2023-05-16,1.661423551,0.191428211,0.146167025,0.328140555,0.897767098
2023-05-18,1.131007171,0.05943719,0.028081514,0.096682243,0.208526766
2023-05-19,0.898981233,0.064662819,0.024632751,0.080156653,0.156568061
2023-05-22,1.02924586,0.048363466,0.025953007,0.069830039,0.15879737
2023-05-23,1.16394932,0.039400576,0.030220093,0.056231168,0.142336964
2023-05-24,1.960803755,0.037722728,0.032096317,0.048534888,0.13633604
2023-05-25,1.272316061,0.05138652,0.028380164,0.114394806,0.211106839
2023-05-26,1.398472855,0.058746619,0.033547037,0.109576725,0.207970394
2023-05-29,1.068463745,0.066302749,0.034085294,0.084636811,0.14618803
2023-05-30,0.997875385,0.047397075,0.033181707,0.064800048,0.214004054
2023-05-31,0.742059531,0.056667302,0.040453809,0.049771229,0.106411988
2023-06-01,0.966294994,0.087254185,0.022421843,0.10358197,0.211422005
2023-06-02,1.299703156,0.072378405,0.033554173,0.11253908,0.258967448
2023-06-05,0.843527925,0.092591808,0.03446972,0.081483043,0.236034719
2023-06-06,1.12626992,0.048793329,0.033025212,0.075984201,0.221076704
2023-06-07,3.860061417,0.070257227,0.045671306,0.07846312,0.193785235
2023-06-08,0.709670026,0.123149385,0.037163831,0.101769114,0.30172472
2023-06-09,1.159498351,0.072019186,0.03236552,0.128305837,0.275100407
2023-06-12,1.085948122,0.083105173,0.033182347,0.114188573,0.260153956
2023-06-13,1.505613007,0.082182199,0.053897391,0.134628684,0.269744671
2023-06-14,0.878624615,0.073306024,0.053296635,0.081559341,0.202250776
2023-06-15,1.025151396,0.111578016,0.045111414,0.21399115,0.408559907
2023-06-16,0.878570211,0.14072319,0.047845077,0.18197274,0.499784478
2023-06-19,0.984755856,0.151703123,0.076809605,0.253602879,0.792334693
2023-06-20,0.892881269,0.193977044,0.134899348,0.266033503,1.150127926
2023-06-26,0.970850761,0.058642012,0.033243502,0.080067207,0.203757391
2023-06-27,0.639784437,0.058907032,0.031512528,0.061704036,0.178042159
2023-06-28,1.111840713,0.029357647,0.028921884,0.050179381,0.176316766
2023-06-29,1.110431518,0.058902211,0.034629468,0.116807334,0.24657861
2023-06-30,1.555983377,0.047921263,0.035567541,0.121567273,0.193432324
