,Title,Count
1147,採購,2
1148,請求移轉股份,2
1149,違法商標法,2
1150,違反野生動物保育法,2
1151,侵害專利權有關財產權爭議聲請法官迴避,2
1152,撤銷營業秘密限制閱覽,2
1153,常業詐欺,2
1154,解聘,2
1155,請求返還不當得利等,2
1156,解除合約等,2
1157,殺人未遂等,2
1158,侵害商標權損害賠償,2
1159,聲請裁定發還扣押物,2
1160,專利權授權移轉登記等,2
1161,確認專利權,2
1162,走私等,2
1163,確認證書真偽等,2
1164,變更股東名簿記載,2
1165,附帶民訴,2
1166,返還和解金,2
1167,返還公司股份等,2
1168,違反菸酒專賣條例,2
1169,返還簽約金,2
1170,請求侵害著作權有關財產權爭議,2
1171,給付年終獎金,2
1172,確認商標權存在,2
1173,瀆職附帶民事訴訟損害賠償,2
1174,給付保險金等,2
1175,侵害著作權有關財產權爭議等上訴聲請選任訴訟代理人,2
1176,侵害著作權損害賠償等,2
1177,交付法庭錄音光碟等,2
1178,聲請返還裁判費,2
1179,聲請查扣犯罪所得,2
1180,聲明異議(訴訟救助),2
1181,聲請交付法庭錄音光碟,2
1182,強制執行聲明異議,2
1183,發明專利申請分割,2
1184,醫療法,2
1185,因侵害商標權有關財產權爭議,2
1186,損害賠償等（智財）,2
1187,違反台灣省內菸酒專賣暫行條例,2
1188,確認專利申請權存在,2
1189,返還承攬報酬等,2
1190,酌定律師酬金,2
1191,返還出資,2
1192,違反著作權法聲請法官迴避,2
1193,排除對公司名稱專用權之侵害等,2
1194,退還稅款,2
1195,妨害祕密,2
1196,聲請定其應執行刑及易科罰金,2
1197,價金返還,2
1198,給付授權金,2
1199,違反商標法附帶民訴等,2
1200,侵害商標權之損害賠償,2
1201,不當得利等（專利權權利歸屬）,2
1202,電子遊戲場業管理條例,2
1203,違反著作權,2
1204,給付管理費,2
1205,違約損害賠償,2
1206,確認專利權不存在,2
1207,假處分聲明異議,2
1208,聲請人因加重詐欺案件，聲請法規範、裁判憲法審查及暫時處分,2
1209,返還履約保證金,2
1210,聲請拷貝法庭錄音光碟,2
1211,確認授權使用關係等,2
1212,侵害專利權有關財產權爭議聲請,2
1213,侵害商標權有關財產權爭議等再審之訴,2
1214,給付諮詢費,2
1215,返還研究費用等,2
1216,確認商標使用權存在,2
1217,外國商務仲裁判斷聲請承認,2
1218,請求解任董事職務等,2
1219,請求排除侵害專利權等聲請核定第三審律師酬金,2
1220,請求停止侵害專利權行為等聲請訴訟救助再抗告聲請選任訴訟代理人,2
1221,請求競業禁止,2
1222,侵害著作權有關人格權爭議等聲請法官迴避,1
1223,確認收視權存在等,1
1224,不服羈押等,1
1225,侵害著作權有關財產權爭議等上訴聲請訴訟救助暨選任訴訟代理人,1
1226,侵害著作權有關財產權爭議聲請法官迴避抗告聲請訴訟救助,1
1227,給付使用報酬費等,1
1228,聲請選派檢查人,1
1229,商標重複申請,1
1230,行政資訊公開法,1
1231,請求依約退款等,1
1232,侵害商標權有關財產權爭議聲請訴訟救助,1
1233,因業務侵占附帶民訴等,1
1234,貪汙治罪條例,1
1235,給付墊款等,1
1236,暫時處分,1
1237,請求清償債務強制執行再抗告聲請選任訴訟代理人,1
1238,確認扺押債權不存在等,1
1239,關稅法,1
1240,返還商標,1
1241,確認契約不存在(專利權),1
1242,給付報酬金等,1
1243,侵害著作權有關財產權爭議等聲請再審,1
1244,農業發展條例,1
1245,債務不履行之損害賠償,1
1246,侵害專利權爭議聲請訴訟救助,1
1247,一、台　陳錦堂與禕峰科技有限公司間請求公平交易法損害賠償等上訴事件。,1
1248,聲請庭訊錄音譯文,1
1249,返還獎勵金,1
1250,肇事逃逸罪等,1
1251,侵害商標權有關財產權爭議等聲請限制閱覽,1
1252,家暴妨害名譽,1
1253,損害賠償再審,1
1254,確認授權契約關係不存在,1
1255,請求專利權其他契約爭議抗告聲請訴訟救助,1
1256,聲請姓名遮隱,1
1257,協同登記,1
1258,不得為特定競業行為,1
1259,給付專利授權權利金等,1
1260,請求侵害著作權損害賠償,1
1261,侵害專利權爭議等聲請訴訟救助並聲請選任訴訟代理人,1
1262,聲請變換提存物,1
1263,拆屋還地等,1
1264,限制出境,1
1265,外國或港澳仲裁判斷聲請裁定承認,1
1266,聲請判決書封存等,1
1267,"聲請人一至五十二（除聲請人三外）主張如附表二所列各該確定終局裁判
，分別所適用之刑事訴訟法第 17 條第 8  款規定、中華民國 80 年 8 
月 16 日核定修正之最高法院第二次發回更審以後之",1
1268,偽造文書等罪定應執行刑,1
1269,侵權行為損害賠償：專利法,1
1270,給付加班費,1
1271,遮隱個資,1
1272,聲請沒入保証金,1
1273,給付貨款暨違約金等,1
1274,給付委任報酬費用,1
1275,聲請提案大法庭,1
1276,返還顧問費,1
1277,不服搜索等,1
1278,一、台　趙素卿即加賀精品行等與德國商里莫華有限公司（RIMOWA GmbH）間公平交易法除去侵害等上訴更正裁定事件。,1
1279,違反著作權法附帶民事訴訟,1
1280,請求返還不當得利等追加之訴,1
1281,請求確認專利權授權關係存在,1
1282,通知行使權利,1
1283,請求損害賠償強制執行聲明異議聲請選任訴訟代理人聲請再審,1
1284,請求確認董事會決議無效聲請定暫時狀態之處分,1
1285,公民投票法,1
1286,損害賠償專利權）,1
1287,給付技術服務費,1
1288,補繳裁判費,1
1289,確認損害債權之金額等,1
1290,請求行使歸入權,1
1291,著作財產權人不明著作利用許可,1
1292,醫療器材管理法等,1
1293,違反著作權法等附帶民事訴訟,1
1294,違反著作權法延長限制出境出海,1
1295,煙酒管理法,1
1296,違反藥事法更正錯誤裁定,1
1297,聲請保全扣押,1
1298,請求除去侵害等,1
1299,違反毒品危害防制條例等罪定應執行刑,1
1300,解除承攬契約等,1
1301,侵權行為等,1
1302,返還讓渡金等,1
1303,侵害服務標章（商標專用權）,1
1304,商標權權利歸屬等聲請訴訟參加,1
1305,智慧財產權聲請訴訟救助,1
1306,聲請核發秘密保持命令聲請更正,1
1307,請求給付工資,1
1308,因不當行使專利權所生損害賠償爭議,1
1309,因陳軒浩違反著作權法聲請發還扣押物,1
1310,專利權報酬爭議（勞動）,1
1311,違反信用合作社法,1
1312,請求停止侵害專利權行為等聲請訴訟救助聲請再審,1
1313,侵害專利權有關財產權爭議等聲請訴訟救助暨選任訴訟代理人,1
1314,違反營業秘密法刑事附帶民事訴訟,1
1315,給付軟體金鑰等,1
1316,給付代辦費用,1
1317,電腦處理個人資料保護法,1
1318,排除侵害商標專用權行為（損害賠償等）,1
1319,請求專利權移轉登記等（勞動智財）聲請移轉管轄,1
1320,偽造文書等罪刑事附帶民事訴訟請求損害賠償,1
1321,商業會計法,1
1322,業務過失致死,1
1323,請求回復原狀強制執行聲明異議抗告並聲請訴訟救助,1
1324,給付輔助費,1
1325,妨害電腦使用等罪,1
1326,請求損害賠償等聲請訴訟救助暨選任訴訟代理人,1
1327,返還本票,1
1328,因妨害密秘附帶民訴,1
1329,請求履行債務,1
1330,確認設計權存在等,1
1331,違反水土保持法,1
1332,違反保護令罪,1
1333,請求復職等,1
1334,返還暫付款,1
1335,辭任遺產管理人,1
1336,請求確認法律關係基礎事實,1
1337,請求損害賠償等再抗告，聲請選任訴訟代理人,1
1338,年終獎金,1
1339,聲請閱覽卷證,1
1340,聲明異議（清算）,1
1341,請求排除侵害專利權等聲請限制閱覽,1
1342,請求回復原狀,1
1343,判決認可,1
1344,請求排除侵害著作權行為聲請受命法官迴避,1
1345,確認商標並存註冊同意書無效,1
1346,給付授權費用等,1
1347,返還印鑑章,1
1348,確認職務調動無效等,1
1349,請求確認商標權權利歸屬等,1
1350,工廠管理輔導法,1
1351,回復原狀返還不當得利等,1
1352,原住民就業代金,1
1353,違反著作權等損害賠償,1
1354,違反著作權法等刑事附帶民事訴訟,1
1355,發明創作獎助,1
1356,請求排除侵害著作權等聲請假處分,1
1357,違反藥事法聲請扣押財產,1
1358,確認委任關係不存在等,1
1359,強制執行〈聲請訴訟救助〉抗告聲請訴訟救助,1
1360,聲請檢閱卷證,1
1361,聲請付與卷內筆錄影本等,1
1362,聲請限期起訴（勞動）,1
1363,違反加盟契約賠償,1
1364,撤銷定暫時狀態處分,1
1365,侵權專利權有關財產權爭議,1
1366,侵害專利權有關財產權爭議等再抗告聲請訴訟救助暨選任訴訟代理人,1
1367,一、台　魏永彬因與富貿汽車有限公司等間侵害專利權有關財產權爭議等聲請再審訴訟救助（本院110年度台聲字第3657、3658號）聲請再審事件。,1
1368,請求回復原狀等聲請訴訟救助抗告聲請訴訟救助,1
1369,給付生活費用強制執行聲請訴訟救助,1
1370,專利侵權行為損害賠償,1
1371,侵害商標權有關財產權爭議聲請訴訟救助暨選任訴訟代理人,1
1372,給付作業服務費等,1
1373,確認著作財產權不存在等,1
1374,交還土地等,1
1375,給付音樂著作使用報酬,1
1376,侵害著作權等（智財）,1
1377,給付代理費,1
1378,返還價款,1
1379,違反食品安全衛生管理法等罪聲,1
1380,核發密祕保持令,1
1381,詐欺聲請再審,1
1382,確認商標權授權契約存在,1
1383,辦理商標專用權移轉登記,1
1384,回復登記等,1
1385,違反著作權法聲請指定管轄,1
1386,專利權授權契約等,1
1387,頂替等,1
1388,離婚等(含未成年子女親權酌定?,1
1389,業務過失傷害,1
1390,請求返還不當得利抗告並聲請訴訟救助,1
1391,變更專利人名義,1
1392,給付特別股股息,1
1393,給付會款,1
1394,行使偽造文書等,1
1395,協同辦理專利權授權登記,1
1396,違反藥事法裁定更正,1
1397,返還貨品等,1
1398,違反廢棄物清理法等罪,1
1399,一、台　魏永彬因與金元三汽車股份有限公司等間侵害專利權有關財產權爭議等聲請再審訴訟救助（本院111年度台聲字第421、422號）聲請再審事件。,1
1400,聲請更生程序,1
1401,關於專利權授權契約,1
1402,聲請撤銷羈押,1
1403,請求確認著作權權利歸屬,1
1404,不當行使智慧財產權爭議聲請核定第三審律師酬金,1
1405,檢察官聲請單獨宣告沒收,1
1406,聲請拒卻鑑定人,1
1407,請求返還所有物等,1
1408,違反政府採購法等,1
1409,違反食品安全衛生管理法等罪具保及限制住居,1
1410,發明專利案更正申請專利範圍,1
1411,給付運費等,1
1412,聲請假扣押（聲明異議）,1
1413,撤銷調解,1
1414,執行異議之訴,1
1415,第三人異議之訴等,1
1416,損害賠償（違反營業秘密法）,1
1417,有關大眾捷運系統事務,1
1418,商標專用權損害賠償,1
1419,加重詐欺等罪聲請撤銷沒收,1
1420,請求確認商標權移轉法律關係不存在,1
1421,抗告事件,1
1422,給付顧問費等,1
1423,稿費支給要點,1
1424,移轉專利權登記,1
1425,請求損害賠償等(智財),1
1426,指定遺產管理人,1
1427,給付補償金,1
1428,請求確認契約關係存在,1
1429,確認契約關係不存在（專利權）,1
1430,侵害營業秘密損害賠償等聲請核發秘密保持命令,1
1431,請求資遣費等,1
1432,返還土地等,1
1433,解任清算人,1
1434,違反營業秘密法等罪刑事附帶民訴損害賠償,1
1435,遴任法官,1
1436,請求違反商標法刑事附帶民事訴訟,1
1437,聲請人一至五十二（除聲請人三外）主張如附表二所列各該確定終局裁判，分別所適用之刑事訴訟法第17條第8款規定、中華民國80年8月16日核定修正之最高法院第二次發回更審以後之民、刑事上訴案件分案實施要點第2點規定（或98年、101年修正條文）、最高法院83年度第8次刑事庭庭長會議決定二、最高法院刑事案件分案實施要點第9點第1項第1款及第2款、最高法院29年上字第3276號刑事判例，各有牴觸憲法疑義，聲請解釋憲法、法規範憲法審查及補充司法院釋字第178號解釋；聲請人三十九併就最高法院111年度台上字第2479號刑事判決，另聲請人三僅就最高法院111年度台抗字第657號刑事裁定，各聲請裁判憲法審查。,1
1438,拆除地上物,1
1439,加給,1
1440,請求繼續審理,1
1441,專利權移轉變更,1
1442,返還違約金等,1
1443,侵害著作權有關財產權爭議再審聲請訴訟救助,1
1444,侵入住宅等,1
1445,請求其他智慧財產權聲請訴訟救助聲請訴訟救助,1
1446,請求確認著作權等,1
1447,請求損害賠償等（返還不當得利）,1
1448,新型專利技術報告等,1
1449,契約糾紛,1
1450,確認發行權等,1
1451,排除商標權侵害等,1
1452,聲請選任臨時管理人,1
1453,確認合夥關係存在,1
1454,請求損害賠償聲請假扣押就司法事務官之處分提出異議,1
1455,薪俸,1
1456,返還權利金,1
1457,第三人聲請閱卷,1
1458,侮辱,1
1459,侵害專利權有關財產權爭議等聲請命供訴訟費用擔保,1
1460,給付股利,1
1461,損害賠償（違反著作權法等）,1
1462,暫時狀態之假處分,1
1463,侵權行為損害賠償（著作權法）,1
1464,偽造文書等罪刑事附帶民事訴訟,1
1465,分派賸餘財產,1
1466,終止契約等,1
1467,侵害專利權發有關財產權爭議,1
1468,侵害商標權有關財產權爭議再審,1
1469,漁港法,1
1470,請求回復原狀等聲請訴訟救助抗告而聲請訴訟救助,1
1471,專利權授權契約等追加被告抗告聲請訴訟救助,1
1472,返還學費,1
1473,返還商標未移轉費用,1
1474,回復工作原職等,1
1475,給付預付款,1
1476,請求返還提存物,1
1477,清償欠款等,1
1478,給付工資等(智財),1
1479,返還不當得利   等,1
1480,政治檔案條例,1
1481,請求解除契約等,1
1482,排除侵害暨損害賠償,1
1483,侵害著作權有關財產權爭議（勞動）再抗告而聲請選任訴訟代理人,1
1484,專利代理人,1
1485,請求著作權其他契約爭議事件,1
1486,契約爭議,1
1487,性別工作平等法,1
1488,請求專利權回復名譽,1
1489,確認契約不存在等,1
1490,確認離婚無效,1
1491,給付合夥出資或返還合夥出資,1
1492,網域名稱爭議,1
1493,福利互助金,1
1494,聲明異議（返還提存物）,1
1495,因詐欺案附帶民訴,1
1496,定暫時狀態處分聲請緊急處置,1
1497,排除侵害專利權等就訴訟標的價額之核定,1
1498,電子遊戲場業管理條例等,1
1499,戒嚴時期不當叛亂暨匪諜審判案件補償金,1
1500,確認土地使用關係不存在等,1
1501,給付學費,1
1502,請求損害賠償上訴聲請訴訟救助暨選任訴訟代理人,1
1503,妨害兵役等,1
1504,履行契約給付義務等,1
1505,定收買股票價格,1
1506,違反期貨交易法等,1
1507,公益侵占,1
1508,確認股東權不存在,1
1509,聲請人認智慧財產及商業法院110年度刑智上易字第49號刑事判決，及其所適用之刑事訴訟法第158條之4規定，牴觸憲法，依憲法訴訟法第59條第1項規定，聲請法規範及裁判憲法審查。,1
1510,聲請遮隱,1
1511,其他請求,1
1512,請求確定商標權權利歸屬等,1
1513,違反公職人員選舉罷免法等罪,1
1514,給付墊款,1
1515,請求協同辦理合夥清算,1
1516,請求返還資料等,1
1517,返還代墊款等,1
1518,刑事附帶民事訴訟聲請假扣押聲請再審,1
1519,侵害專利權有關財產權爭議等再審聲請訴訟救助聲請再審,1
1520,返還畫作等,1
1521,給付頭款,1
1522,聲請於裁判書中不公開被告姓名等,1
1523,請求損害賠償（侵害商標權）,1
1524,塗銷專利權登記等,1
1525,損害賠償再審之訴,1
1526,請求確認商標權等,1
1527,撤銷參與沒收程序,1
1528,妨害性自主等,1
1529,侵害著作權有關財產權爭議聲請訴訟救助及選任律師為其訴訟代理人,1
1530,詐欺聲明異議及停止刑罰執行,1
1531,違反著作權法聲請再審及停止刑罰執行,1
1532,回復原狀等抗告聲請訴訟救助,1
1533,聲請人為請求排除侵害商標權行為等事件，聲請法規範及裁判憲法審查。,1
1534,違返著作權法請求損害賠償,1
1535,因國家賠償案件,1
1536,請求營業秘密排除侵害（勞動）,1
1537,塗銷土地所有權移轉登記等,1
1538,確認股權,1
1539,撤銷定暫時狀態之處分裁定,1
1540,詐欺聲請再審及停止刑罰執行,1
1541,排除侵害著作權行為等聲請撤銷秘密保持命令,1
1542,證據保全,1
1543,請求營業秘密排除侵害等（移轉管轄）,1
1544,給付退休金,1
1545,因違反著作權法等案件,1
1546,請求確認專利權權利歸屬等聲請核發秘密保持命令,1
1547,囑託訊問,1
1548,公平交易法除去侵害等上訴聲請訴訟救助及選任訴訟代理人,1
1549,稅捐稽徵法等,1
1550,返還印鑑章等,1
1551,查閱合夥帳簿,1
1552,請求不當得利,1
1553,侵害著作權有關財產權爭議等再審,1
1554,聲請裁定單獨宣告沒收(智慧財添,1
1555,聲請閱覽拷貝光碟,1
1556,給付監工費等,1
1557,返還房屋等,1
1558,確認專利所有權,1
1559,給付廣告費用,1
1560,請求返還專利權,1
1561,停止侵害專利權行為等聲請訴訟救助,1
1562,確認雙方經紀合約存在,1
1563,製造機具輸出入申報,1
1564,給付災害救助金,1
1565,給付節目製作費,1
1566,違反懲治走私條例等罪,1
1567,專利權移轉登記事件,1
1568,溢領工作酬勞,1
1569,工會法,1
1570,請求返還貨款等,1
1571,詐欺定應執行刑,1
1572,返還專利等,1
1573,違反通訊保障及監察法等,1
1574,違反專利,1
1575,違反著作權法聲請交付法庭錄音光碟,1
1576,給付帳款等,1
1577,請求損害賠償聲請假處分聲請訴訟救助,1
1578,專利權其他契約爭議等事件再審之訴,1
1579,返還投資金等,1
1580,返還出資額等,1
1581,改任臨時管理人,1
1582,請求商標授權登記等,1
1583,分配表異議之訴,1
1584,排除專利權侵害,1
1585,返還股份等,1
1586,傳染病防治法,1
1587,一、台　魏永彬因與華擎機械工業股份有限公司等間侵害專利權有關財產權爭議聲請再審訴訟救助（本院110年度台聲字第3132、3133號）聲請再審事件。,1
1588,妨害性自主交付法庭錄音光碟,1
1589,侵害著作權有關人格權爭議等聲請核定第三審律師酬金,1
1590,請求專利權授權契約等,1
1591,商標權其他契約爭議,1
1592,給付製版費等,1
1593,聲請羈押等,1
1594,請求給付報酬,1
1595,執行異議聲請訴訟救助聲請訴訟救助,1
1596,返還合夥出資等,1
1597,妨害性自主罪等,1
1598,違反組織犯罪防治條例等,1
1599,請求返還價金,1
1600,技師法,1
1601,給付績效考核獎金,1
1602,給付加工材料代購費用等,1
1603,因違反專利法案提起附帶民事訴訟,1
1604,仲裁判斷聲請裁定認可,1
1605,食品衛生管理法等,1
1606,排除侵害聲請裁定停止訴訟程序,1
1607,給付違約賠償金,1
1608,新型專利申請案主張優先權,1
1609,懲處,1
1610,撤銷緩刑等,1
1611,確認經紀關係不存在等,1
1612,給付撤銷金,1
1613,請求辦理負責人變更登記等,1
1614,有線電視法,1
1615,侵害著作權有關財產權爭議聲請核定第三審律師酬金,1
1616,清算完結,1
1617,違反證券投資信託及顧問法,1
1618,違反著作權法等罪請求損害賠償,1
1619,聲請定暫時狀態之處分（勞動）,1
1620,因陳請法官迴避等事件,1
1621,請求損害賠償強制執行聲明異議再抗告聲請選任訴訟代理人,1
1622,聲請裁定單獨宣告沒收(智慧財盒,1
1623,請求違反商標法等損害賠償,1
1624,聲請撤銷緩刑等,1
1625,侵害商標有關財產權爭議等,1
1626,改定受監護宣告人監護人,1
1627,給付技術移轉費,1
1628,侵害著作權有關人格權爭議等上訴而聲請選任訴訟代理人,1
1629,損害賠償上訴聲請訴訟救助,1
1630,確認專利申請權等,1
1631,請求損害賠償（商標專用權）,1
1632,返還銀行保證書,1
1633,排除侵害商標權有關財產權爭議等,1
1634,確認工程款存在,1
1635,私運貨物進口,1
1636,強制執行再抗告聲請訴訟救助,1
1637,給付買賣價款,1
1638,請求損害賠償聲請許可訴訟繫屬事實登記,1
1639,請求排除侵害專利權等上訴聲請對相對人甘存孝核發秘密保持命令,1
1640,一、台　國碩科技工業股份有限公司與Koninklijke  Philips  N.V.（荷蘭商皇家飛利浦股份有限公司）間侵害專利權有關財產權爭議等聲請退還裁判費事件。,1
1641,公平交易法除去侵害等聲請核定第三審律師酬金,1
1642,請求排除侵害商標權行為等聲請核定第三審律師酬金,1
1643,返還動產,1
1644,居留事件,1
1645,請求公平交易法損害賠償等聲請再審,1
1646,綜合所得稅罰鍰,1
1647,擔保訴訟費用,1
1648,聲請不公開年籍資料,1
1649,撤銷商標並存註冊同意書,1
1650,請求營業秘密損害賠償事件,1
1651,履行協議書,1
1652,返還押金,1
1653,閱覽卷宗,1
1654,違反著作權法附帶民事訴訟損害賠償,1
1655,請求確認僱傭關係等聲請撤銷定暫時狀態處分,1
1656,國軍老舊眷村改建條例,1
1657,請求交付程式碼,1
1658,給付代墊款等,1
1659,請求確認董事會決議無效（聲請移轉管轄）,1
1660,聲請訴訟救助再抗告聲請訴訟救助,1
1661,解散清算,1
1662,返還製程配方,1
1663,確認信徒關係存在等,1
1664,商標權其他契約爭議事件就核定訴訟標的價額部分,1
1665,請求給付工程款（確認債權不存在）,1
1666,給付違約金(智財),1
1667,著作權契約爭議等,1
1668,違反動物用藥品管理法,1
1669,聲請核發秘密保持命令聲請再審,1
1670,侵害專利權有關財產權爭議等聲請保全證據,1
1671,請求撤銷仲裁判斷之訴,1
1672,請求侵害著作權有關財產爭議等,1
1673,請求損害賠償抗告並聲請訴訟救助,1
1674,"聲請人認智慧財產及商業法院 110  年度刑智上易字第 49 號刑事判決，
及其所適用之刑事訴訟法第 158  條之 4  規定，牴觸憲法，依憲法訴訟
法第 59 條第 1  項規定，聲請法規範及",1
1675,聲請排除侵害著作權行為強制執,1
1676,公平交易法損害賠償等（勞動）,1
1677,商標權爭議聲請定暫時狀態之處分,1
1678,請求專利權報酬爭議等,1
1679,確認契約不存在（智慧財產權）,1
1680,請求返還價金強制執行聲明異議,1
1681,退休等,1
1682,貪污聲請交付法庭錄音光碟,1
1683,返還商標授權費,1
1684,正字標記,1
1685,給付專利衍生利益金,1
1686,宣示許可執行外國確定判決,1
1687,損害賠償等(智慧財產權),1
1688,返還專櫃營業收入等,1
1689,因專利權其他契約爭議聲請訴訟救助,1
1690,給付款項,1
1691,侵害專利權有關財產權爭議（勞,1
1692,請求排除侵害專利權聲請撤銷秘密保持命令,1
1693,請求秘密保持命令,1
1694,違反商標法聲請秘密保持命令,1
1695,聲請定暫時狀態假處分,1
1696,給付遲延利息,1
1697,請求排徐侵害商標專用權行為,1
1698,請求侵害著作權損害賠償訴訟救助聲請選任訴訟代理人,1
1699,履行合約等,1
1700,請求排除侵害等（移轉管轄）,1
1701,請求撤銷評選決議,1
1702,確認所有權等,1
1703,請求侵害專利權有關財產權爭議等再審,1
1704,違反商標法聲請交付法庭錄音光碟,1
1705,刑事,1
1706,妨害電腦使用罪附帶民訴損害賠償,1
1707,侵害專利權有關財產權爭議等聲請核發秘密保持命令,1
1708,請求商標變更登記等,1
1709,公務人員退休資遣撫卹法,1
1710,確認商標使用權,1
1711,專利權移轉登記（勞動）,1
1712,假處分等,1
1713,請求損害賠償（專利權）再審,1
1714,請求排除侵害商標權行為等再審,1
1715,侵害著作權有關人格權爭議等聲請法官迴避聲請再審而聲請訴訟救助,1
1716,撤銷詐害債權,1
1717,訴訟費用之徵收,1
1718,請求回復原狀訴訟救助抗告聲請訴訟救助,1
1719,一、台　中國砂輪企業股份有限公司因與宋健民間請求使用專利權權利金聲請退還裁判費事件。,1
1720,給付合約款等再審之訴,1
1721,請求註銷公司股權登記,1
1722,請求營業秘密損害賠償等（商標）,1
1723,確認婚姻關係不存在,1
1724,保全處分,1
1725,聲請撤銷定暫時狀態處分裁定,1
1726,農產品生產及驗證管理法,1
1727,返還特留分,1
1728,請求損害賠償等聲請假扣押,1
1729,聲請單獨宣告沒收（智慧財產權,1
1730,給付損害著作賠償金,1
1731,減少價金,1
1732,著作財產權人不明著作利用許可授權,1
1733,假扣押聲請訴訟救助再抗告並聲請訴訟救助,1
1734,藏匿人犯,1
1735,確認合約合法終止等,1
1736,請求拆屋還地等訴訟救助聲請訴訟救助,1
1737,因申請提供資訊事件,1
1738,代位請求分割遺產,1
1739,確認懲戒處分無效等,1
1740,請求排除侵害著作權等,1
1741,"聲請人因侵害著作權有關財產權爭議（勞動）事件，聲請統一解釋法律及
命令。",1
1742,給付輔導費等,1
1743,請求假扣押依職權裁定更正,1
1744,給付股東盈餘分配,1
1745,排除侵害專利權等關於核定訴訟標的價額部分,1
1746,確認著作權專屬授權關係不存在,1
1747,給付施工費用,1
1748,違反兒童及少年性交易防制條例,1
1749,給付代工款,1
1750,給付欠款,1
1751,請求國家賠償抗告聲請再審,1
1752,請求給付委任酬金,1
1753,請求防止侵害專利權行為,1
1754,給付債務款等,1
1755,塗銷所有權登記等,1
1756,違反營業秘密法聲請再審暨停止刑罰執行,1
1757,請求確認專利申請權不存在,1
1758,侵害著作商標權損害賠償,1
1759,排除侵害著作權行為強制執行聲明異議,1
1760,請求返還不當得利等反訴併附帶訴訟,1
1761,違反營業秘密法不得筆記,1
1762,請求侵害專利權有關財產權爭議等聲請法官迴避,1
1763,違反著作權法附帶民訴,1
1764,確認僱傭關係(含併請求給付工董,1
1765,履行合約等（智慧財產權）,1
1766,請求營業秘密排除侵害等,1
1767,確認常務監察人等,1
1768,違反營業秘密法附帶民訴損害賠償,1
1769,請求回復原狀等聲請訴訟救助抗告聲請訴訟救助抗告聲請訴訟救助,1
1770,損害賠償（專利權等）,1
1771,聲請公開釋憲,1
1772,違反醫療器材管理法等,1
1773,選罷法等,1
1774,請求商標權移轉登記上訴聲請選任訴訟代理人,1
1775,證券投資信託及顧問法等,1
1776,一、台　魏永彬因與中華汽車工業股份有限公司等間侵害專利權有關財產權爭議等聲請再審訴訟救助（本院110年度台聲字第3598、3599號）聲請再審事件。,1
1777,確認網域名稱合法權,1
1778,一、台  和昇餐飲股份有限公司因上訴人大立開發事業股份有限公司與被,1
1779,聲請再審聲請提案大法庭,1
1780,請求營業秘密損害賠償等聲請限制閱覽,1
1781,給付版稅授權金等,1
1782,確認專利權權利歸屬等,1
1783,返還債務,1
1784,給付扶養費,1
1785,返還會費,1
1786,協同辦理合夥財產清算等,1
1787,因侵害專利權聲請假扣押,1
1788,給付損害賠償金,1
1789,聲請人為自訴偽造文書等罪案件，認最高法院109年度台上字第195號刑事判決所適用之刑事妥速審判法第9條規定，有牴觸憲法第16條訴訟權之疑義，聲請法規範憲法審查,1
1790,給付稿費,1
1791,請求損害賠償抗告聲請訴訟救助,1
1792,農藥管理法,1
1793,妨害秩序,1
1794,返還押金等,1
1795,返還股票,1
1796,因得利影視股份有限公司自訴被告等違反著作權法案件,1
1797,常業竊盜,1
1798,給付讓渡金等,1
1799,塗銷商標移轉登記等,1
1800,廢棄物清理法等,1
1801,確認商標權移轉無效等,1
1802,履行切結書內容,1
1803,聲請移轉智慧財產法院管轄,1
1804,請求有關專利權事務,1
1805,侵害商標權有關財產權爭議抗告聲請再審並聲請訴訟救助,1
1806,損害賠償（商標權）,1
1807,違反公平交易法等罪,1
1808,停聘,1
1809,聲請裁定單獨宣告沒收(智慧財涎,1
1810,移轉股份再審之訴,1
1811,違約金,1
1812,聲請裁定減刑,1
1813,聲請解除扣押命令,1
1814,清償欠款,1
1815,侵害專利權有關財產權爭議等聲請命供訴訟費用之擔保,1
1816,偽造文書聲請再審,1
1817,協同辦理變更登記,1
1818,聲請拍賣扣押物,1
1819,聲請刑事補償,1
1820,給付違約金（商標專用權）,1
1821,其他智慧財產權抗告訴訟救助,1
1822,請求確認合夥關係存在等,1
1823,損害賠償(移轉管轄),1
1824,撤銷秘密保持命令,1
1825,違反組織犯罪防制條例,1
1826,侵害專利權利有關財產權爭議等聲請再審,1
1827,確認契約存在等,1
1828,升等,1
1829,準詐欺,1
1830,請求著作權授權契約事件,1
1831,請求合約無效等,1
1832,組織犯罪條例等,1
1833,恐嚇危害安全,1
1834,聲請撤銷原處分,1
1835,履行人事保証責任,1
1836,確認專利權契約法律關係存在,1
1837,確認合約無效等,1
1838,排除侵害商標專用權,1
1839,因違反著作權法請求損害賠償,1
1840,槍砲彈藥刀械管制,1
1841,一、台　康鉅國際有限公司等與德國商里莫華有限公司 RIMOWA GmbH間公平交易法除去侵害等聲請退還裁判費事件。,1
1842,確認婚姻關係不存在等,1
1843,獎助學金,1
1844,侵害著作權有關財產權爭議等聲,1
1845,請求其他智慧財產權聲請假扣押抗告聲請訴訟救助聲請再審,1
1846,確認著作財產權存在等,1
1847,違反營業秘密法聲請再審及停止刑罰執行,1
