,Title,Count
1848,違反商標法聲請法官迴避,1
1849,解除職務,1
1850,給付股票等,1
1851,確認新型專利創作人,1
1852,因專利權其他契約爭議再審聲請訴訟救助,1
1853,促進轉型正義條例,1
1854,返還開發費用等,1
1855,假處分、定暫時狀態處分,1
1856,請求著作權損害賠償,1
1857,返還帳號管理權限等,1
1858,請求返還研究費,1
1859,提供有價證券為擔保,1
1860,返還不當得利再審之訴,1
1861,移除識別標示等,1
1862,確認刊登資格存在等,1
1863,返還寄託物,1
1864,偽造文書裁定更正,1
1865,確認區分所有權會議決議無效等,1
1866,侵害專利權有關財產權爭議等聲請訴訟救助,1
1867,請求債務不履行損害賠償等,1
1868,違反專利法請求損害賠償,1
1869,確認商標權,1
1870,損害賠償聲請訴訟救助再抗告聲請選任訴訟代理人,1
1871,確認網址專用權等,1
1872,確認僱傭關係存在 等,1
1873,確認專利申請事件,1
1874,請求解除合約等,1
1875,再審,1
1876,空氣污染防制法,1
1877,凟職等罪,1
1878,有關觀光業務事務,1
1879,聲請墊付律師酬金,1
1880,違反著作權法聲明異議,1
1881,土地增值稅等,1
1882,確認合法代理權等,1
1883,違反臺灣省內菸酒專賣暫行條例等,1
1884,返還土地,1
1885,給付和解金等,1
1886,排除姓名權侵害,1
1887,確認網路商標權存在等,1
1888,請求返還不當得利上訴聲請訴訟救助暨選任律師為其訴訟代理人,1
1889,給付授權費用,1
1890,請求確認董事會決議無效等,1
1891,聲請假扣押聲請訴訟救助抗告聲請訴訟救助,1
1892,請求營業秘密損害賠償(勞動)聲,1
1893,違反臺灣省內菸酒專賣條例等,1
1894,請求認許外國判決及強制執行,1
1895,請求侵權行為損害賠償（不當行使智慧財產權爭議）事項,1
1896,確認所有權存在等,1
1897,商業登記法,1
1898,植物防疫檢疫法,1
1899,違反著作權法限制出境、出海,1
1900,確認損害賠償請求權,1
1901,洩漏工商秘密罪,1
1902,違反食品安全衛生管理法聲請閱覽卷宗,1
1903,因專利權其他契約爭議訴訟救助,1
1904,偽造文書等罪聲請法官迴避,1
1905,請求給付工程款,1
1906,聲請許可為訴訟繫屬之登記,1
1907,返還超收款,1
1908,請求專利權移轉登記（確認專利權共有）,1
1909,裁定股票買回價格,1
1910,履行授權書,1
1911,確認租約無效等,1
1912,營業稅及稅捐稽徵法,1
1913,給付版稅等,1
1914,排除侵害商標專用權等,1
1915,損害賠償聲請裁定停止訴訟程序,1
1916,聲請拷貝光碟,1
1917,請求履行契約等聲請假扣押,1
1918,刑事附帶民事訴訟聲請假扣押事,1
1919,不當行使智慧財產權爭議再審之訴,1
1920,請求確認專利申請事件,1
1921,著作權遭侵害,1
1922,侵害專利權等,1
1923,損害賠償 (專利權),1
1924,返還保固保證金,1
1925,請求確認專利權授權關係存在等,1
1926,有關營建事務,1
1927,通知受擔保權利人行使權利,1
1928,一、台　呂紹凡律師等因印能科技股份有限公司與毅力科技有限公司等間請求排除侵害專利權聲請撤銷秘密保持命令事件。,1
1929,請求清償債務強制執行聲明異議再抗告聲請選任代理人聲請再審,1
1930,請求定暫時狀態之處分,1
1931,返還服務費等,1
1932,防止侵害,1
1933,請求營業秘密排除侵害,1
1934,請求排除侵害商標專用權行為強制執行,1
1935,專利權其他契約爭議事件（勞動）,1
1936,違反台灣地區與大陸地區人民關係條例等,1
1937,侵害專利權有關財產權爭議等抗告，聲請訴訟救助,1
1938,侵害著作權有關人格權爭議等聲請再審而聲請訴訟救助,1
1939,獎懲,1
1940,請求履行契約等（移送管轄）,1
1941,請求返還公司借名登記土地等核定訴訟標的價額,1
1942,退還價金,1
1943,撤銷信託行為,1
1944,專利權其他契約爭議再抗告聲請訴訟救助暨選任訴訟代理人,1
1945,給付違約金等(智財),1
1946,給付信用卡消費款,1
1947,請求專利權授權契約等上訴聲請訴訟救助暨選任律師為訴訟代理人,1
1948,違反商標法（菸酒管理法）,1
1949,資遣,1
1950,損害賠償事件,1
1951,詐欺等罪刑事附帶民事訴訟,1
1952,請求商標權移轉登記等聲請定暫時狀態之處分,1
1953,商標權契約爭議,1
1954,排除專利侵害等,1
1955,確認商標專用權,1
1956,聲請給付卷證資料,1
1957,損害賠償（商標專用權）等,1
1958,聲請裁定收買股份價格,1
1959,毀棄損壞,1
1960,不動產移轉登記,1
1961,不動產所有權移轉登記,1
1962,走私,1
1963,債務人異議之訴聲請停止強制執行,1
1964,請求確認商標權移轉法律關係不存在等,1
1965,返還設計費,1
1966,請求給付違約金（著作權其他契約爭議）等,1
1967,履約拆除招牌等,1
1968,兒童及少年性剝削防制條例,1
1969,專利權讓與,1
1970,瀆職附帶民訴,1
1971,請求排除侵害著作權行為,1
1972,損害賠償強制執行聲明異議,1
1973,返還不當得利、損害賠償等,1
1974,請求撤銷贈與行為等,1
1975,聲請解除限制出境等,1
1976,確認著作權為原告所有,1
1977,損害賠償等聲請另行選任訴訟代理人,1
1978,給付懲罰性違約金（智慧財產權）,1
1979,商標,1
1980,設計專利申請案主張優先權,1
1981,勞保罰鍰,1
1982,請求繼續審判,1
1983,專利權其他契約爭議事件等,1
1984,請求返還特留分,1
1985,給付退休金差額等,1
1986,給付押租金等,1
1987,俸級,1
1988,確認經銷關係存在,1
1989,爆竹煙火管理條例,1
1990,因被告違反專利法案件,1
1991,返還租金等,1
1992,商標延展註冊申請,1
1993,確認專利授權關係存在,1
1994,確認代理關係存在,1
1995,給付銷燬費用,1
1996,偽造貨幣,1
1997,違反著作權法扣押財產,1
1998,嚴重特殊傳染性肺炎防治及紓困,1
1999,請求損害賠償等（商標專用權）,1
2000,依職權確定訴訟費用,1
2001,清償債務強制執行聲明異議,1
2002,返還不當得利（專利權）,1
2003,請求損害賠償、聲請供訴訟費用之擔保,1
2004,請求分配合夥利益,1
2005,侵權行為損害賠償（交通）,1
2006,確認著作合約關係不存在,1
2007,聲明異議（假扣押）,1
2008,環境影響評估法,1
2009,請求確認董事關係存在,1
2010,侵害商標權有關財產權爭議等聲請停止訴訟程序,1
2011,確認合作關係存在,1
2012,中小企業發展條例,1
2013,損害賠償訴訟救助聲請選任訴訟代理人聲請再審,1
2014,使用著作權權利金等,1
2015,損害賠償（智慧財產）,1
2016,搜索,1
2017,給付帳款,1
2018,償還申請費用,1
2019,返還交付標的物,1
2020,聲請判決書遮掩及不公開,1
2021,詐欺聲請發還扣押物,1
2022,商標權移轉登記塗銷,1
2023,侵害專利權有關財產權爭議等再審聲請參加訴訟,1
2024,聲請裁定單獨宣告沒收(智慧財盛,1
2025,撤銷聲請撤銷假處分裁定,1
2026,違反商標法聲請單獨宣告沒收,1
2027,聲請裁定停止訴訟,1
2028,請求移轉商標所有權,1
2029,因侵害專利權有關財產權爭議等,1
2030,核發延聘律師費用,1
2031,請求營業秘密排除侵害等（移轉,1
2032,請求損害賠償等刑事附帶民事訴訟,1
2033,選任特別代理人,1
2034,違反著作權法案件及附帶民事訴訟事件聲請移轉管轄,1
2035,確認專利申請權共有之訴,1
2036,贓物等,1
2037,不符臺北地方法院函,1
2038,請求侵害專利權有關財產權爭議再審聲請再審,1
2039,返還房屋,1
2040,聲請返還保證書,1
2041,交通肇事逃逸,1
2042,請求返還資料等（移轉管轄）,1
2043,商標專用權之損害賠償,1
2044,請求確認專利權等（勞動）,1
2045,請求營業秘密損害賠償，聲請發秘密保持命令,1
2046,違約等,1
2047,禁止商標侵權,1
2048,違反著作權法聲請再審及停止刑罰之執行,1
2049,塗銷抵押權登記,1
2050,因被告偽造文書案件,1
2051,給付設計費等,1
2052,警政,1
2053,侵害商標權有關財產權爭議等（勞動）,1
2054,專利權授權契約等上訴聲請訴訟救助,1
2055,回復原薪資等,1
2056,酌定遺產管理人報酬,1
2057,請求違約金等（智慧財產權）,1
2058,妨害使用電腦,1
2059,確認僱傭關係不存在,1
2060,返還股款,1
2061,請求排除侵害商標權行為等聲請再審,1
2062,聲請假釋期中交付保護管束,1
2063,聲請交保,1
2064,行使偽造有價證券,1
2065,稅捐稽徵法,1
2066,違反電腦處理個人資料保護法,1
2067,確認未侵害商標權等,1
2068,公平交易法回復名譽,1
2069,確認貨款債權不存在,1
2070,返還溢收款,1
2071,聲請撤銷扣押處分,1
2072,侵害著作權有關財產爭議訴訟救助聲請訴訟救助暨選任訴訟代理人,1
2073,其他有關考銓事務,1
2074,請求侵權行為損害賠償聲請禁止閱覽所保全之證據資料,1
2075,違反商標法請求損害賠償刑事附帶民事訴訟,1
2076,聲請定暫時狀態之處分再抗告聲請選任訴訟代理人,1
2077,詐欺等罪聲明異議,1
2078,請求侵權行為損害賠償聲請訴訟救助,1
2079,侵害專利權有關財產權爭議等聲請訴訟救助再審聲請再審,1
2080,侵害著作權有關財產爭議聲請訴訟救助,1
2081,請求植物品種及種苗法損害賠償聲請核定第三審律師酬金,1
2082,聲請付與卷內光碟等,1
2083,檔案法,1
2084,返還服務費,1
2085,妨害信用等,1
2086,撤銷授權書等,1
2087,給付轉讓金,1
2088,侵害專利權有關財產權爭議等再審聲請再審而聲請訴訟救助,1
2089,請求確認專利權等聲請再審,1
2090,請求侵害專利權有關財產權爭議聲請再審,1
2091,請求侵害專利權損害賠償等,1
2092,違反槍砲彈藥刀械管制條例等罪,1
2093,給付勞工退休金等,1
2094,違反藥事法等罪定應執行刑,1
2095,發明專利及免繳再審查規費,1
2096,申請權利金免納所得稅,1
2097,聲請排除侵害專利權（供訴訟費用之擔保）,1
2098,電話租用權轉讓等,1
2099,營業稅罰鍰,1
2100,確認專利權所有權歸屬,1
2101,請求停止侵害專利權行為等訴訟救助聲請選任訴訟代理人,1
2102,脫逃等,1
2103,聲請重行選派清算人,1
2104,詐欺等刑事附帶民事訴訟,1
2105,損害賠償（移轉管轄）,1
2106,請求清算合夥財產等,1
2107,請求除去侵害,1
2108,不當行使智慧財產權爭議,1
2109,違反商業會計法等罪,1
2110,請求國家賠償聲請訴訟救助,1
2111,聲請撤銷假處分（提供反擔保）,1
2112,確認證書真偽,1
2113,違反營業秘密法等罪附帶民訴損害賠償,1
2114,違反期貨交易法,1
2115,侵害專利權有關財產權爭議等聲請再審聲請再審,1
2116,侵害著作權有關財產權爭議聲請交付法庭錄音光碟,1
2117,請求營業秘密損害賠償等（勞動）,1
2118,營利事業所得稅罰鍰,1
2119,假扣押就司法事務官之處分提出異議,1
2120,有關建築事務,1
2121,違反商標法（偽造文書）,1
2122,排除侵害專利等,1
2123,聲請強制執行聲明異議,1
2124,違反藥事附帶民訴等,1
2125,聲請人一至五為各該案件，認附表一所示各該確定終局裁判所適用之刑法第2條第2項等規定牴觸憲法，分別聲請解釋憲法、法規範憲法審查；聲請人四於其「法規範憲法審查聲請書」上，另聲明就其所受附表一所示確定終局判決適用刑法第2條第2項部分聲請裁判憲法審查；聲請人六、七為審理附表二所示各該案件，認所應適用之刑法第2條第2項等規定，有違憲疑義，分別聲請解釋憲法、法規範憲法審查,1
2126,承認外國仲裁判斷,1
2127,因偽造文書案附帶民訴,1
2128,聲請核發秘密保持裁定,1
2129,陞遷,1
2130,請求回復原薪資等,1
2131,返還欠款,1
2132,請求損害賠償聲請訴訟救助,1
2133,宣告調解無效等,1
2134,准許提起自訴,1
2135,確認公司保證行為無效,1
2136,請求給付工資等,1
2137,返還加盟授權金,1
2138,請求損害賠償再審並聲請停止執行,1
2139,因侵害著作權有關財產權爭議等,1
2140,確認僱用關係存在等,1
2141,有關考銓事務,1
2142,剩餘財產分配等,1
2143,核定股份價格,1
2144,返還創業準備金,1
2145,請求損害賠償等（管轄權）,1
2146,違反藥事法附帶民訴等,1
2147,聲請發給秘密保持命令,1
2148,智慧財產訴訟聲請訴訟救助聲請再審聲請訴訟救助,1
2149,退還違約保證金等,1
2150,給付盈餘等,1
2151,侵害著作權有關人格權爭議等追加之訴,1
2152,請求確認著作權授權關係不存在等,1
2153,確認行政處分違法等,1
2154,返還消費寄託物,1
2155,聲明異議等,1
2156,請求確認專利權權利歸屬等,1
2157,商標權與其他契約爭議等,1
2158,新型專利申請案申請修正說明書等,1
2159,終止契約及損害賠償等,1
2160,消費糾紛,1
2161,違反商標法等罪請求損害賠償,1
2162,船舶碰撞損害賠償,1
2163,聲請個人資料保護,1
2164,選定仲裁人,1
2165,損害賠償　　　　(移轉管轉),1
2166,違返商標法損害賠償,1
2167,宣告沒收(僅違禁物),1
2168,給付銷貨利潤等,1
2169,命供訴訟費用之擔保,1
2170,請求給付契約款,1
2171,確認商標權授權契約不存在,1
2172,因違反著作權附帶民訴,1
2173,侵害著作權有關人格權爭議等上訴聲請選任訴訟代理人,1
2174,給付服務費用,1
2175,請求確認商標權移轉無效聲請定暫時狀態之處分,1
2176,請求假扣押聲明異議,1
2177,請求停止侵害專利權行為等聲請訴訟救助,1
2178,塗銷抵押權登記等,1
2179,聲請重新選任訴訟代理人,1
2180,返還商標權,1
2181,移轉服務標章專用權,1
2182,公平交易法請求損害賠償,1
2183,違反食品衛生管理法等罪,1
2184,返還準備金,1
2185,核定使用統一發票,1
2186,確認契約無效等,1
2187,排除侵害專利權等聲請核發秘密保持命令,1
2188,聲請交付法庭錄音錄影光碟,1
2189,常業詐欺裁定更正,1
2190,確認商標專用權移轉登記無效,1
2191,請求宣告確定判決准予強制執行,1
2192,聲請付與卷內資料,1
2193,核定律師酬金,1
2194,請求履行授權書,1
2195,原住民族傳統智慧創作保護條例,1
2196,不當行使專利權所生損害賠償爭議聲請法官迴避,1
2197,侵害著作權有關財產權爭議聲請訴訟救助,1
2198,排除侵害及損害賠償,1
2199,請求返還不當得利反訴併附帶（請求）訴訟抗告聲請訴訟救助,1
2200,貨物稅,1
2201,強制等,1
2202,電影視聽著作發行爭議聲請定暫時狀態之處分,1
2203,聲請指定管轄,1
2204,營業秘密防止侵害(勞動),1
2205,確認專利權共有等,1
2206,"聲請人一至五為各該案件，認附表一所示各該確定終局裁判所適用之刑法
第 2  條第 2  項等規定牴觸憲法，分別聲請解釋憲法、法規範憲法審查
；聲請人四於其「法規範憲法審查聲請書」上，另聲明就其所受",1
2207,有關規費事務,1
2208,請求侵害專利權有關財產權爭議再審,1
2209,請求公平交易法除去侵害等訴訟標的價額之核定,1
2210,請求損害賠償提起再審之訴,1
2211,請求著作權報酬爭議,1
2212,聲請再審暨停止刑罰之執行,1
2213,返還預付款,1
2214,侵害著作權有關人格權爭議等上訴聲請法官迴避,1
2215,執行異議之訴聲請訴訟救助暨選任訴訟代理人聲請訴訟救助,1
2216,返還受託保管款,1
2217,賭博等,1
2218,請求返還不當得利聲請法官迴避,1
2219,請求侵權行為損害賠償聲請假扣押,1
2220,授權使用商標事件,1
2221,查閱帳簿等,1
2222,一、台　魏永彬因與近藤國際企業有限公司等間侵害專利權有關財產權爭議等聲請再審訴訟救助（本院111年度台聲字第1309、1310號）聲請再審事件。,1
2223,侵權行為損害賠償(智財),1
2224,植物品種及種苗法,1
2225,損害賠償（智財）,1
2226,業務侵占罪等,1
2227,請求給付懲罰性違約金,1
2228,侵害著作權有關財產權爭議等（勞動）,1
2229,退還履約保證金,1
2230,排除侵害等 （專利權）,1
2231,交付帳冊等,1
2232,發明專利案申請再審查,1
2233,違反著作權法刑事附帶民事,1
2234,聲請繼續審判,1
2235,因違反商標法刑事附帶民事訴訟聲請核定第三審律師酬金,1
2236,確認合夥關係存在等（協同辦理合夥清算）,1
2237,假扣押（移轉管轄）,1
2238,損害賠償  等,1
2239,轉讓股份等,1
2240,因違反商標法附帶民訴,1
2241,聲請假處分強制執行,1
2242,請求判決書登報,1
2243,聲請撤銷或變更處分,1
2244,違反著作權法損害賠償附帶民事,1
2245,加重誹謗,1
2246,排除(商標)侵害等,1
2247,返還承攬報酬,1
2248,請求排除侵害著作權行為聲請法官迴避,1
2249,確認侵權行為請求權不存在,1
2250,有關營業事務,1
2251,聲請限制被告閱卷,1
2252,債務人異議之訴聲請停止執行,1
2253,證人罰鍰,1
2254,偽造文書等罪聲請提案大法庭,1
2255,侵害專利權有關財產權爭議等再審聲請訴訟救助暨選任訴訟代理人,1
2256,違反商標法附帶民訴損害賠償,1
2257,違反營業秘密法附帶民訴等,1
2258,侵權行為損害賠償(專利權),1
2259,聲請登報,1
2260,返還委任費用,1
2261,返還租金,1
2262,專利權其他契約爭議提起反訴,1
2263,給付程式碼等,1
2264,國家損害賠償,1
2265,返還設計費等,1
2266,給付專利申請報酬,1
2267,損害賠償強制執行聲明異議聲請選任訴訟代理人聲請再審,1
2268,解任臨時管理人等,1
2269,排除侵害服務標章專用權等,1
2270,職業災害補償等,1
2271,確認董事關係存在,1
2272,損害賠償聲請命原告供訴訟費用之擔保,1
2273,侵害專利爭議,1
2274,確認商標專用權存在,1
2275,違反著作權法等罪聲請定其應執行刑,1
2276,偽造私文書等罪,1
2277,公平交易法回復名譽事件,1
2278,聲請裁定單獨宣告沒收(智慧財淚,1
2279,侵害專利權爭議等聲請訴訟救助,1
2280,聲請扣押(智慧財產案件),1
2281,聲請人為違反營業秘密法案件，聲請憲法法庭為統一見解之判決。,1
2282,確認婚姻關係存在,1
2283,請求重新核發核准處分書,1
2284,一、台　紅創意有限公司與哿鑫國際股份有限公司間侵害商標權有關財產權爭議提起上訴後為訴之變更事件。,1
2285,請求刑事附帶民事訴訟,1
2286,選派清算人等,1
2287,返還合夥出資,1
2288,確定訴訟費用,1
2289,恐嚇取財等,1
2290,請求營業秘密損害賠償等聲請法官迴避,1
2291,侵害專利權有關財產權爭議聲請訴訟救助暨選任訴訟代理人,1
2292,請求植物品種及種苗法損害賠償,1
2293,給付污水處理費,1
2294,著作權其他契約爭議等,1
2295,犯罪被害人保護法,1
2296,解任清算人等,1
2297,確認著作財產所有權等,1
2298,違反著作權法等罪附帶民訴,1
2299,單獨宣告沒收違禁物,1
2300,專利權授權契約事件聲請核定第三審律師酬金,1
2301,確認本票債權關係不存在,1
2302,聲請勒戒,1
2303,著作權損害賠償等,1
2304,聲請假釋期中交保護管束,1
2305,兒童及少年性交易防制條例,1
2306,會計師法,1
2307,瀆職等罪,1
2308,律師法,1
2309,給付違約罰款,1
2310,加重詐欺聲請再審及停止執行,1
2311,確認薪資債權不存在,1
2312,侵權專利權損害賠償等,1
2313,給付違約金（著作權其他契約爭議）等再審之訴,1
2314,侵權行為損害賠償（移轉管轄）,1
2315,侵害專利權有關財產權爭議等（核定訴訟標的價額）,1
2316,請求侵害商標權有關財產權爭議等聲請核定第三審律師酬金,1
2317,確認損害賠償請求權不存在,1
2318,確認契約存在,1
2319,違反毒品危害防制條例聲請再審,1
2320,排除侵害專利權爭議聲請法官迴避,1
2321,塗銷不動產所有權移轉登記等,1
2322,請求植物品種及種苗法損害賠償等,1
2323,假釋,1
2324,確認支票債權關係不存在等,1
2325,拘提管收,1
2326,損害賠償（商標法）,1
2327,偽造署押等,1
2328,聲明拒卻鑑定人,1
2329,違反保險法等,1
2330,侵害專利權有關財產爭議聲請訴訟救助,1
2331,清算合夥財產等,1
2332,核定股票價格,1
2333,償還犯罪被害補償金,1
2334,因專利權其他契約爭議聲請訴訟救助抗告並聲請訴訟救助,1
2335,綜合所得稅及罰鍰,1
2336,營業秘密等,1
2337,解除契約回復原狀等,1
2338,詐欺等罪延長羈押,1
2339,行使股東權,1
2340,停止訴訟程序,1
2341,請求追償重購價差,1
2342,給付授權金等,1
2343,回復原狀（商標專用權）,1
2344,解除契約,1
2345,請求回復原狀等抗告聲請訴訟救助,1
2346,返還買賣價金等再審之訴,1
2347,請求損害賠償再審之訴其中主張發現未經斟酌證物再審部分,1
2348,其他財產事件,1
2349,化妝品衛生管理條例,1
2350,聲請定暫時狀態之處分暨緊急處置,1
2351,請求排除侵害等（侵害專利權有關財產權爭議等）,1
2352,返還支票,1
2353,聲請撤銷秘密保持命令及限制閱覽,1
2354,聲請准予暫停行政訴訟程序之進行,1
2355,撤銷假扣押裁定,1
2356,聲明異議（返還擔保金）,1
2357,發還扣押物,1
2358,發明專利再審查申請等,1
2359,請求返還不當得利追加被告抗告聲請訴訟救助,1
2360,清償債務再審之訴,1
2361,給付設計服務費用等,1
2362,返還墊款,1
2363,給付使用報酬,1
2364,侵害專利權有關財產權爭議等核定訴訟標的價額,1
2365,請求排除侵害專利權行為,1
2366,毀損等,1
2367,損害債權,1
2368,改定商標所有權,1
2369,給付版權費及授權費,1
2370,確認通行權存在等,1
2371,給付代辦費用等,1
2372,停止侵害專利權等聲請訴訟救助,1
2373,供訴訟費用擔保,1
2374,聲明異議（確定訴訟費用額）,1
2375,違反多層次傳銷管理法,1
2376,損害賠償附帶民事訴訟請求繼續審判,1
2377,續行訴訟,1
2378,確認協議不存在,1
2379,請求塗銷商標權移轉登記等,1
2380,詐欺等罪聲請撤銷沒收,1
2381,請求排除侵害專利權等再審之訴,1
2382,確認抵押債權不存在,1
2383,商標權利移轉,1
2384,請求定暫時狀態假處分聲請再審,1
2385,請求商標權移轉登記等,1
2386,命債權人限期起訴,1
2387,請求給付價金,1
2388,一、台　蕭玉蓮因與嵐雅影視傳播有限公司等間侵害著作權有關財產權爭議等（107年度民著上字第8號）聲請再審事件。,1
2389,聲請交付技術審查官技術報告,1
2390,對商品為虛偽標記與販賣輸入該商品罪,1
2391,履行契約移轉藥品許可證,1
2392,請求專利權移轉登記等（勞動）,1
2393,秘密保持命令,1
2394,聲請人因請求排除侵害專利權等事件，聲請裁判憲法審查。,1
2395,著作權授權契約事件等,1
2396,聲請訴訟救助,1
2397,發還提存物,1
2398,智慧財產訴訟聲請訴訟救助聲請再審並聲請訴訟救助,1
2399,給付翻譯費,1
2400,公開資料遮掩陳述,1
2401,不當行使商標權所生損害賠償爭議等,1
2402,確認服務年限,1
2403,聲請假釋期中付保護管束,1
2404,損害賠償聲請供訴訟費用之擔保,1
2405,請求確認請求權不存在,1
2406,不服延長羈押等,1
2407,侵害專利權有關財產權爭議等聲請裁定停止訴訟程序,1
2408,詐欺取財等罪,1
2409,終止借名登記,1
2410,停止一定職務行為,1
2411,確認租金債權存在等,1
2412,聲請變更限制閱覽,1
2413,給付工資等`,1
2414,公平交易法損害賠償爭議,1
2415,撤銷債權讓與等,1
2416,侵害智慧財產權,1
2417,定應執行刑等,1
2418,新型專利申請案申請修正說明書及圖式,1
2419,返還擔保物,1
2420,反傾銷稅,1
2421,給付開發費,1
2422,分配利潤等,1
2423,行使求償權,1
2424,給付代墊費等,1
2425,消債聲明異議,1
2426,給付債務,1
2427,專利權申請權讓與,1
2428,變更登記等,1
2429,夫妻剩餘財產分配等,1
2430,撤銷信託行為等,1
2431,侵害專利權有關財產權爭議等聲請訴訟救助聲請再審,1
2432,嚴重特殊傳染性肺炎影響發生營,1
