JID,VERDICT,own_verdict,JTYPE
"TYDM,96,桃簡,1598,20070731,1",Win,Other,CRIMINAL
"KSDM,104,智簡,33,20150917,1",Win,Other,CRIMINAL
"PCDM,93,簡,2509,20040604,1",Win,Other,CRIMINAL
"IPCM,104,刑智上易,30,20150625,1",Lose,Other,CRIMINAL
"IPCM,101,重附民上,2,20120405,1",Lose,Mixed,CWC
"TYDM,96,易,238,20071113,1",Win,Other,CRIMINAL
"TCDM,94,易,1297,20050909,1",Win,Other,CRIMINAL
"TCDM,100,智訴,25,20120920,1",Win,Other,CRIMINAL
"TNDM,93,簡,1524,20040702,1",Win,Other,CRIMINAL
"TCDM,89,易,1329,20000629",Win,Other,CRIMINAL
"IPCV,107,民著上,2,20210930,3",Win,Mixed,CIVIL
"KSDM,90,易,3158,20011016,1",Win,Other,CRIMINAL
"PCDM,98,簡,5075,20091005,1",Win,Other,CRIMINAL
"TPDM,90,易,1260,20010824,1",Win,Other,CRIMINAL
"TCDM,96,中簡,2176,20070814,1",Win,Other,CRIMINAL
"TCDM,103,智附民,9,20140821,1",Win,Mixed,CWC
"TPBA,96,訴,1258,20071129,1",Win,Other,ADMINISTRATIVE
"TNDM,112,智簡,9,20230302,1",Win,Other,CRIMINAL
"KLDM,102,基智簡,3,20130611,1",Win,Other,CRIMINAL
"CYDM,96,嘉簡,839,20070529,1",Win,Other,CRIMINAL
"KSDM,102,智簡,185,20131217,1",Win,Other,CRIMINAL
"TCDM,104,中智簡,105,20151230,1",Win,Other,CRIMINAL
"CTDM,113,智簡,27,20241014,1",Win,Other,CRIMINAL
"ULDM,105,智簡,2,20160314,1",Win,Other,CRIMINAL
"IPCA,101,行商訴,59,20120726,1",Win,Mixed,ADMINISTRATIVE
"TPDM,91,簡,3733,20030429,1",Win,Other,CRIMINAL
"IPCM,106,刑智上訴,19,20180208,2",Win,Other,CRIMINAL
"ILDM,102,智簡,21,20130801,1",Win,Other,CRIMINAL
"TTDM,96,東簡,44,20070131,1",Win,Other,CRIMINAL
"KSDM,100,智訴,22,20120120,1",Win,Other,CRIMINAL
"KSDM,94,簡,4884,20050929,1",Win,Other,CRIMINAL
"PCDM,95,簡,1938,20060425,1",Win,Other,CRIMINAL
"PCDM,98,簡上,1134,20100318,1",Win,Other,CRIMINAL
"PCDM,103,智簡,54,20140828,1",Win,Other,CRIMINAL
"TPDM,93,易,1012,20040908,1",Win,Other,CRIMINAL
"TPHM,90,上易,1690,20010615,1",Win,Other,CRIMINAL
"KSDM,98,簡附民,10,20090320,1",Win,Mixed,CWC
"TPHM,95,上易,1684,20070102,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,49,20210330,1",Win,Other,CRIMINAL
"TYDM,94,桃簡,938,20050429,1",Win,Other,CRIMINAL
"IPCA,108,行專更(一),5,20200910,2",Lose,Remand,ADMINISTRATIVE
"IPCM,99,刑智上易,31,20100830,1",Lose,Other,CRIMINAL
"TCDM,103,智簡,17,20141031,1",Win,Other,CRIMINAL
"TPDM,104,智簡,45,20151020,1",Win,Other,CRIMINAL
"IPCM,101,刑智上訴,13,20120718,3",Win,Other,CRIMINAL
"IPCV,109,民專訴,2,20210222,4",Win,Mixed,CIVIL
"IPCV,107,民商訴,48,20190408,1",Win,Mixed,CIVIL
"NTDM,103,埔智簡,1,20141024,1",Win,Other,CRIMINAL
"TCDM,107,智易,92,20190327,1",Win,Other,CRIMINAL
"KSDM,91,訴,513,20020321,1",Win,Other,CRIMINAL
"CTDM,106,智簡,25,20170601,1",Win,Other,CRIMINAL
"IPCV,109,民專上,33,20211014,2",Other,Lose,CIVIL
"TYDM,113,壢智簡,4,20240229,1",Win,Other,CRIMINAL
"KSDM,104,智簡,60,20151123,1",Win,Other,CRIMINAL
"ILDM,105,智簡,2,20160418,1",Win,Other,CRIMINAL
"TYDM,95,桃簡,1283,20060526,1",Win,Other,CRIMINAL
"PCDM,102,智附民,30,20141231,1",Win,Mixed,CWC
"TPSV,107,台上,755,20180808,1",Lose,Remand,CIVIL
"ILDM,97,易,435,20080917,1",Win,Other,CRIMINAL
"IPCM,104,刑智上訴,19,20150625,1",Win,Other,CRIMINAL
"TCHM,94,上易,951,20060309,2",Win,Other,CRIMINAL
"SCDM,94,竹簡,503,20050623,1",Win,Other,CRIMINAL
"TCDM,96,易,4889,20081127,1",Win,Other,CRIMINAL
"TPAA,92,判,1660,20031204,1",Other,Remand,ADMINISTRATIVE
"CHDM,111,智簡,56,20221205,1",Win,Other,CRIMINAL
"CHDM,99,智簡,24,20100519,1",Win,Other,CRIMINAL
"TPDM,89,易,2591,20001222,1",Lose,Other,CRIMINAL
"TCDM,111,中智簡,92,20230807,1",Win,Other,CRIMINAL
"KSDM,96,簡,7123,20080115,1",Win,Other,CRIMINAL
"PCDM,94,易,485,20060208,1",Win,Other,CRIMINAL
"SLEM,94,士簡,159,20050222,1",Win,Other,CRIMINAL
"KSDM,98,易,597,20090709,1",Lose,Other,CRIMINAL
"TNDV,96,智,7,20080710,1",Win,Mixed,CIVIL
"KSDM,96,簡,7069,20080110,1",Win,Other,CRIMINAL
"TCDM,94,訴,3016,20051123,1",Win,Other,CRIMINAL
"IPCV,110,民著訴,95,20220727,1",Win,Mixed,CIVIL
"PCDM,103,智簡,21,20140520,1",Win,Other,CRIMINAL
"CHDM,101,智簡,28,20120810,1",Win,Other,CRIMINAL
"TPAA,90,判,284,20010222,1",Win,Other,ADMINISTRATIVE
"TPDM,92,簡,1901,20031006,1",Win,Other,CRIMINAL
"PCDM,110,智易,35,20220330,1",Win,Other,CRIMINAL
"NTDM,97,易,688,20081125,1",Win,Other,CRIMINAL
"KSDM,90,易,2637,20011016,1",Win,Other,CRIMINAL
"KLDM,104,基智簡,4,20150610,1",Win,Other,CRIMINAL
"NTDM,99,智易,5,20120412,1",Lose,Other,CRIMINAL
"TNDM,96,簡上,282,20070927,1",Win,Other,CRIMINAL
"ULDM,100,智易,8,20111213,1",Win,Other,CRIMINAL
"KSDM,100,智簡,285,20120503,2",Win,Other,CRIMINAL
"TYDM,103,桃智簡,24,20141017,1",Win,Other,CRIMINAL
"TNDM,99,智簡,19,20100809,1",Win,Other,CRIMINAL
"PCDM,102,智簡,117,20131216,1",Win,Other,CRIMINAL
"KSDM,104,智簡,115,20151223,1",Win,Other,CRIMINAL
"TPSV,101,台上,1997,20121206",Other,Remand,CIVIL
"CYDM,101,智簡,33,20120928,1",Win,Other,CRIMINAL
"SCDM,102,智簡,48,20131031,1",Win,Other,CRIMINAL
"TCDM,91,易,1983,20021106,1",Win,Other,CRIMINAL
"TCDM,103,智簡,24,20140725,1",Win,Other,CRIMINAL
"CTDM,106,智簡,1,20170330,1",Win,Other,CRIMINAL
"CHDM,104,智簡,42,20150915,1",Win,Other,CRIMINAL
"SLDM,97,簡,187,20080325,1",Win,Other,CRIMINAL
"KSDM,91,訴,2454,20021018,1",Win,Other,CRIMINAL
"TYDM,109,審智附民,12,20201130,1",Win,Mixed,CWC
"TPDM,97,易,883,20081003,1",Win,Other,CRIMINAL
"KSDM,102,智簡,242,20131230,1",Win,Other,CRIMINAL
"TPHM,96,上訴,2557,20071011,1",Win,Other,CRIMINAL
"TYDM,96,桃簡,1666,20070926,1",Win,Other,CRIMINAL
"SCDM,101,智簡,12,20120608,1",Win,Other,CRIMINAL
"CHDM,98,簡,2238,20091030,1",Win,Other,CRIMINAL
"PTDM,95,簡,353,20060320,1",Win,Other,CRIMINAL
"TPDM,89,易,1385,20000914",Win,Other,CRIMINAL
"TYDM,104,桃智簡,25,20151225,1",Win,Other,CRIMINAL
"IPCV,102,民專訴,13,20140630,2",Win,Mixed,CIVIL
"TPDM,90,簡,1770,20010622,1",Win,Other,CRIMINAL
"TPDM,113,智易,4,20240226,1",Win,Other,CRIMINAL
"TTDM,108,易,114,20191105,1",Win,Other,CRIMINAL
"TPDM,111,智簡,40,20220831,1",Win,Other,CRIMINAL
"TPSV,112,台上,253,20240111,1",Lose,Remand,CIVIL
"IPCV,105,民專訴,28,20161219,2",Win,Lose,CIVIL
"PCDM,94,易,1095,20060210,1",Lose,Other,CRIMINAL
"PCDM,91,易,3394,20030711,2",Lose,Other,CRIMINAL
"TCDM,109,中智簡,18,20200602,1",Win,Other,CRIMINAL
"TNDM,93,簡,330,20040220,1",Win,Other,CRIMINAL
"TPDM,95,簡,482,20060302,1",Win,Other,CRIMINAL
"TPDM,96,簡上,179,20070927,1",Win,Other,CRIMINAL
"TYDM,98,桃簡,913,20090414,1",Win,Other,CRIMINAL
"TPHM,92,上訴,222,20030430,1",Win,Other,CRIMINAL
"PTDM,109,智易,16,20211013,1",Win,Other,CRIMINAL
"IPCA,106,行商訴,153,20180412,2",Win,Other,ADMINISTRATIVE
"PCDM,99,智簡,38,20100326,1",Win,Other,CRIMINAL
"SLDM,91,易,450,20030102,1",Win,Other,CRIMINAL
"TPDM,109,智簡,57,20200706,1",Win,Other,CRIMINAL
"IPCA,98,行專訴,136,20100708,3",Win,Mixed,ADMINISTRATIVE
"PCDM,103,智簡上,7,20140331,1",Lose,Other,CRIMINAL
"TCDM,104,智訴,13,20180530,2",Win,Other,CRIMINAL
"TNDM,93,簡,1114,20041005,1",Win,Other,CRIMINAL
"TYDM,102,桃智簡,17,20140212,1",Win,Other,CRIMINAL
"TCDM,92,中簡上,465,20040205,1",Win,Other,CRIMINAL
"HLDM,92,訴,82,20030715,1",Win,Other,CRIMINAL
"TCDM,100,中智簡,89,20111227,1",Win,Other,CRIMINAL
"KSDM,93,簡,419,20040226,1",Win,Other,CRIMINAL
"PCDM,93,簡上,198,20040921,1",Win,Other,CRIMINAL
"PTDM,105,智簡,12,20170309,1",Win,Other,CRIMINAL
"TYDM,113,壢智簡,5,20240305,1",Win,Other,CRIMINAL
"TCDM,107,智易,77,20190430,1",Win,Other,CRIMINAL
"TYDM,105,桃智簡,23,20170124,1",Win,Other,CRIMINAL
"KSDM,103,智簡,51,20140527,1",Win,Other,CRIMINAL
"TPHM,95,上訴,1208,20060714,1",Win,Other,CRIMINAL
"TPDM,93,簡,853,20040430,1",Win,Other,CRIMINAL
"PCDM,92,簡,2620,20031009,1",Win,Other,CRIMINAL
"ILDM,99,智易,3,20110830,1",Lose,Other,CRIMINAL
"TCHM,91,上訴,1506,20030410,1",Win,Other,CRIMINAL
"KSDM,107,智簡,49,20190118,1",Win,Other,CRIMINAL
"CYDM,100,智簡,11,20110530,1",Win,Other,CRIMINAL
"KSDM,100,智簡上,12,20111130,1",Lose,Other,CRIMINAL
"CTDM,111,審智易,10,20230531,1",Win,Other,CRIMINAL
"TPHV,96,智上更(一),8,20080923,1",Lose,Remand,CIVIL
"IPCV,103,民商訴,43,20150812,1",Win,Mixed,CIVIL
"MLDM,96,苗簡,321,20070423,1",Win,Other,CRIMINAL
"TPDM,111,智易更一,1,20230927,1",Win,Other,CRIMINAL
"TPDM,108,智簡,23,20191016,1",Win,Other,CRIMINAL
"TPDM,105,智簡,43,20161209,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,33,20140623,1",Win,Other,CRIMINAL
"IPCV,104,民專訴,62,20160621,2",Win,Mixed,CIVIL
"CTDM,105,智易,13,20180331,1",Win,Other,CRIMINAL
"PTDM,92,簡,264,20030820,1",Win,Other,CRIMINAL
"KLDM,95,易,559,20070420,1",Win,Other,CRIMINAL
"KLDM,113,基智簡,4,20240523,1",Win,Other,CRIMINAL
"CYDM,106,智簡,48,20171130,1",Win,Other,CRIMINAL
"TNDM,95,簡,3931,20061228,1",Win,Other,CRIMINAL
"NTDM,110,埔智簡,2,20220210,1",Win,Other,CRIMINAL
"CTDM,110,智簡,26,20210830,1",Win,Other,CRIMINAL
"TCDM,99,智易,43,20101112,1",Win,Other,CRIMINAL
"KSDM,89,訴,1606,20000831",Win,Other,CRIMINAL
"TCDM,103,中智簡,19,20140424,1",Win,Other,CRIMINAL
"IPCV,99,民專訴,153,20110630,2",Win,Mixed,CIVIL
"TCEM,93,中簡,184,20040120,1",Win,Other,CRIMINAL
"IPCV,109,民著訴,32,20200915,1",Win,Mixed,CIVIL
"CYDM,112,智簡,9,20230522,1",Win,Other,CRIMINAL
"TYDM,101,智訴,4,20121227,1",Win,Other,CRIMINAL
"TPSV,100,台上,860,20110602",Other,Remand,CIVIL
"TCHM,94,上易,309,20051208,1",Lose,Other,CRIMINAL
"KSDM,109,智簡,62,20201013,1",Win,Other,CRIMINAL
"KSHM,92,上更(一),115,20030527,1",Win,Other,CRIMINAL
"TPDM,93,簡,695,20040430,1",Win,Other,CRIMINAL
"TPDM,103,智簡,23,20140617,1",Win,Other,CRIMINAL
"HLDM,89,訴,42,20000330",Win,Other,CRIMINAL
"IPCA,107,行專訴,66,20181220,3",Win,Other,ADMINISTRATIVE
"TPBA,92,訴,3874,20050505,2",Win,Mixed,ADMINISTRATIVE
"TCHM,92,重上更(一),80,20031106,1",Win,Other,CRIMINAL
"SLDM,112,智簡上,2,20230823,1",Lose,Other,CRIMINAL
"PCDM,99,智簡,102,20110805,1",Win,Other,CRIMINAL
"TPSM,109,台上,180,20200826,1",Lose,Remand,CRIMINAL
"PTDM,110,智簡,39,20220615,1",Win,Other,CRIMINAL
"SLDM,92,簡上,200,20031204,1",Lose,Other,CRIMINAL
"TNDM,94,簡,211,20050429,1",Win,Other,CRIMINAL
"KSDM,90,易,3809,20020325,1",Win,Other,CRIMINAL
"KSDM,91,訴,1571,20020628,1",Win,Other,CRIMINAL
"TCDM,89,易,2013,20000822",Win,Other,CRIMINAL
"TCDM,107,中智簡,57,20190731,1",Win,Other,CRIMINAL
"KSDM,92,易,281,20040616,2",Win,Other,CRIMINAL
"IPCV,99,民專訴,215,20110825,2",Win,Mixed,CIVIL
"TNDM,110,智簡,53,20220208,1",Win,Other,CRIMINAL
"KSDM,91,訴,71,20020205,1",Win,Other,CRIMINAL
"TCDM,92,易,1993,20030820,1",Win,Other,CRIMINAL
"KSDM,96,簡,2912,20080314,1",Win,Other,CRIMINAL
"TCDM,97,中簡,2410,20080725,1",Win,Other,CRIMINAL
"TCDM,97,中簡,1166,20080624,1",Win,Other,CRIMINAL
"NTDM,104,埔智簡,2,20151218,1",Win,Other,CRIMINAL
"PCDM,109,智簡,44,20200929,1",Win,Other,CRIMINAL
"KSDM,109,智簡,76,20210607,1",Win,Other,CRIMINAL
"PCDM,97,簡上,1155,20081121,1",Lose,Other,CRIMINAL
"TCDM,109,智簡,18,20200429,1",Win,Other,CRIMINAL
"IPCA,106,行商訴,52,20180118,2",Win,Other,ADMINISTRATIVE
"ULDM,109,虎智簡附民,2,20200929,1",Win,Mixed,CWC
"PCDM,103,智簡,25,20140509,1",Win,Other,CRIMINAL
"PCDM,109,智簡,23,20200723,1",Win,Other,CRIMINAL
"TPHM,97,上易,1609,20090407,1",Win,Other,CRIMINAL
"PCDM,108,智簡,69,20200218,1",Win,Other,CRIMINAL
"TYDM,107,審智簡,9,20190212,1",Win,Other,CRIMINAL
"CHDM,104,智簡,5,20150212,1",Win,Other,CRIMINAL
"KSDM,99,智簡,40,20101117,1",Win,Other,CRIMINAL
"IPCA,104,行專更(一),5,20160331,4",Lose,Remand,ADMINISTRATIVE
"IPCV,101,民著訴,21,20130626,1",Win,Mixed,CIVIL
"TPDM,97,簡上,156,20080715,1",Win,Other,CRIMINAL
"TNDM,100,智簡,36,20110907,1",Win,Other,CRIMINAL
"MLDM,97,苗簡,126,20080305,1",Win,Other,CRIMINAL
"PCDM,109,智簡,36,20201130,1",Win,Other,CRIMINAL
"TPDM,95,簡,2958,20060929,1",Win,Other,CRIMINAL
"IPCM,97,刑智上易,60,20090108,1",Lose,Other,CRIMINAL
"TPSM,105,台上,1297,20160525",Lose,Remand,CRIMINAL
"TNDM,102,智簡,40,20140123,1",Win,Other,CRIMINAL
"IPCA,106,行專訴,47,20180227,3",Win,Lose,ADMINISTRATIVE
"KSDM,99,審智簡,56,20100930,1",Win,Other,CRIMINAL
"SLDM,88,易,129,20000410",Win,Other,CRIMINAL
"TPDM,92,簡上,237,20030902,1",Win,Other,CRIMINAL
"PCDM,113,智簡,4,20240118,1",Win,Other,CRIMINAL
"TNDM,95,簡,3699,20061205,1",Win,Other,CRIMINAL
"CHDM,111,智簡,39,20230203,1",Win,Other,CRIMINAL
"IPCA,107,行專訴,81,20190724,3",Win,Other,ADMINISTRATIVE
"TPBA,93,訴,2721,20051109,2",Win,Other,ADMINISTRATIVE
"KSHM,90,上易,1985,20020422,1",Lose,Remand,CRIMINAL
"TYDM,100,壢智簡,31,20120322,1",Win,Other,CRIMINAL
"TYDM,101,壢智簡,1,20120229,1",Win,Other,CRIMINAL
"TYDM,101,桃智簡,29,20120629,1",Win,Other,CRIMINAL
"CHDM,108,智附民,8,20191230,1",Win,Mixed,CWC
"PCDM,109,智簡,29,20200529,1",Win,Other,CRIMINAL
"TCDM,108,智附民,15,20190430,1",Win,Mixed,CWC
"TPDV,101,智,28,20140212,1",Win,Mixed,CIVIL
"MLDM,95,苗簡,435,20060620,1",Win,Other,CRIMINAL
"SLDM,107,智易,12,20190923,1",Lose,Other,CRIMINAL
"TPDM,90,易,895,20021031,2",Win,Other,CRIMINAL
"NTDM,109,投智簡,10,20200914,1",Win,Other,CRIMINAL
"PTDM,101,智附民,1,20120229,1",Win,Mixed,CWC
"TCDM,110,中智簡,49,20210823,1",Win,Other,CRIMINAL
"TCDV,94,智,54,20070529,1",Win,Other,CIVIL
"KSDM,101,智簡,100,20120607,1",Win,Other,CRIMINAL
"TNDM,109,智簡,35,20200617,1",Win,Other,CRIMINAL
"KSDV,92,智,4,20050930,2",Win,Mixed,CWC
"TYDM,101,桃智簡,3,20121030,1",Win,Other,CRIMINAL
"KSDM,109,智簡上,3,20201030,1",Win,Other,CRIMINAL
"ILDM,101,智簡,5,20120403,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,7,20140124,1",Win,Other,CRIMINAL
"SCDM,102,智簡,19,20130826,1",Win,Other,CRIMINAL
"IPCV,111,民商訴,3,20230118,2",Win,Mixed,CIVIL
"PCDM,89,易,4746,20020408,1",Lose,Other,CRIMINAL
"KSDM,93,易,287,20040730,1",Win,Other,CRIMINAL
"SLDM,92,簡,119,20030428,1",Win,Other,CRIMINAL
"IPCV,111,民專訴,4,20220809,3",Win,Mixed,CIVIL
"TTDM,110,智易,1,20210505,1",Win,Other,CRIMINAL
"TTDM,98,東簡,153,20090612,1",Win,Other,CRIMINAL
"PCDM,93,簡,4849,20041115,1",Win,Other,CRIMINAL
"NHEM,101,湖簡,23,20120216,1",Win,Other,CRIMINAL
"CTDM,108,智簡附民,4,20190418,1",Win,Mixed,CWC
"IPCM,101,刑智上訴,32,20120803,1",Win,Other,CRIMINAL
"TPDM,97,易,2021,20081014,1",Win,Other,CRIMINAL
"CHDM,98,簡,1256,20090625,1",Win,Other,CRIMINAL
"KSHV,94,智上,3,20060705,1",Lose,Mixed,CIVIL
"TPDM,105,智簡,9,20160415,1",Win,Other,CRIMINAL
"TCDM,100,中智簡,72,20120423,1",Win,Other,CRIMINAL
"TYDM,100,智易,11,20110630,1",Win,Other,CRIMINAL
"TCDM,106,中智簡,14,20170504,1",Win,Other,CRIMINAL
"IPCV,109,民著上,12,20210304,1",Other,Lose,CIVIL
"TCDM,96,中簡,210,20070131,1",Win,Other,CRIMINAL
"KSDM,104,智簡,73,20150831,1",Win,Other,CRIMINAL
"IPCM,104,刑智上訴,58,20160205,1",Win,Other,CRIMINAL
"TCDM,102,中智簡,2,20130227,1",Win,Other,CRIMINAL
"CTDM,113,智簡,28,20241209,1",Win,Other,CRIMINAL
"CHDM,110,智簡,6,20210126,1",Win,Other,CRIMINAL
"TYDM,106,桃智簡,22,20170821,1",Win,Other,CRIMINAL
"TPDM,104,智簡,55,20150831,1",Win,Other,CRIMINAL
"CHDM,112,智易,9,20230524,1",Win,Other,CRIMINAL
"TCDM,88,自,864,20000202",Win,Other,CRIMINAL
"TYDM,104,壢智簡,17,20160902,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,37,20090521,1",Win,Other,CRIMINAL
"TPDM,106,智簡,14,20170602,1",Win,Other,CRIMINAL
"KSHM,96,上易,333,20070813,1",Lose,Other,CRIMINAL
"TPHM,95,上訴,2334,20061012,1",Win,Other,CRIMINAL
"TYDM,95,易,1819,20080605,1",Win,Other,CRIMINAL
"CYDM,92,易,195,20030526,1",Win,Other,CRIMINAL
"PCDM,99,智簡,21,20100310,1",Win,Other,CRIMINAL
"PCDM,97,簡,7409,20080930,1",Win,Other,CRIMINAL
"IPCV,103,民著訴,60,20141219,1",Win,Mixed,CIVIL
"HLDM,105,花智簡,4,20161201,1",Win,Other,CRIMINAL
"TPDM,109,智簡,4,20200302,1",Win,Other,CRIMINAL
"TYDM,110,桃智簡,10,20210630,1",Win,Other,CRIMINAL
"KSDM,93,簡,5142,20041231,1",Win,Other,CRIMINAL
"TNDM,113,智簡,26,20241230,1",Win,Other,CRIMINAL
"CYDM,111,智簡上,3,20230412,1",Lose,Other,CRIMINAL
"MLDM,104,苗智簡,6,20150916,1",Win,Other,CRIMINAL
"KLDM,95,基簡,25,20060126,1",Win,Other,CRIMINAL
"KLDM,102,基智簡,18,20130814,1",Win,Other,CRIMINAL
"TCDM,91,易,2550,20021101,1",Win,Other,CRIMINAL
"TPDM,110,智易,53,20220729,1",Win,Other,CRIMINAL
"CYDM,105,智簡,16,20161205,1",Win,Other,CRIMINAL
"TCDM,108,智簡,8,20190227,1",Win,Other,CRIMINAL
"KSDM,90,易,4361,20011225,1",Win,Other,CRIMINAL
"NTDM,111,智訴,2,20230607,1",Lose,Other,CRIMINAL
"IPCA,103,行專更(一),2,20150205,2",Win,Remand,ADMINISTRATIVE
"TYDM,101,智易,22,20130605,1",Win,Other,CRIMINAL
"KSDM,104,智簡,81,20151023,1",Win,Other,CRIMINAL
"KLDM,93,易,12,20040527,1",Win,Other,CRIMINAL
"TYDM,101,壢智簡,14,20120629,1",Win,Other,CRIMINAL
"TCDM,106,智附民,15,20180827,1",Win,Mixed,CWC
"TPBA,91,訴,1740,20030521,1",Win,Mixed,ADMINISTRATIVE
"NTDM,97,投刑簡,650,20081208,1",Win,Other,CRIMINAL
"TNEM,91,南簡,1409,20021224",Win,Other,CRIMINAL
"TPDM,99,智簡,72,20100910,1",Win,Other,CRIMINAL
"CHDM,110,智簡,64,20220406,1",Win,Other,CRIMINAL
"SCDM,103,智易,7,20150710,1",Lose,Other,CRIMINAL
"TPSM,110,台上,3903,20210729,1",Lose,Remand,CRIMINAL
"PTDM,100,智簡,13,20110706,1",Win,Other,CRIMINAL
"KSDM,90,易,1117,20010424,1",Win,Other,CRIMINAL
"TYDM,107,智易,26,20190515,1",Lose,Other,CRIMINAL
"IPCV,107,民專訴,11,20180515,2",Win,Mixed,CIVIL
"KSDM,105,智簡,103,20170531,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,141,20100325,1",Win,Other,CRIMINAL
"IPCM,107,刑智上訴,33,20181127,1",Win,Other,CRIMINAL
"TCDM,95,易,92,20081015,3",Lose,Other,CRIMINAL
"SCDM,92,簡上,82,20031125,1",Win,Other,CRIMINAL
"TCDM,111,中智簡,9,20220530,1",Win,Other,CRIMINAL
"KSHM,93,上易,252,20040728,1",Win,Other,CRIMINAL
"SCDM,102,智簡上,3,20140321,1",Lose,Other,CRIMINAL
"TNDM,106,智易,21,20171206,2",Win,Other,CRIMINAL
"TPSM,91,台上,3692,20020704",Lose,Mixed,CRIMINAL
"TPDM,92,易,267,20030530,1",Win,Other,CRIMINAL
"IPCV,111,民專上更一,9,20230720,3",Lose,Remand,CIVIL
"TPDM,99,智易,59,20110131,1",Win,Other,CRIMINAL
"TPDM,90,簡,3429,20011009,1",Win,Other,CRIMINAL
"KSDM,100,智簡,18,20110302,1",Win,Other,CRIMINAL
"IPCA,101,行商訴,160,20130131,1",Win,Mixed,ADMINISTRATIVE
"TNDM,103,智簡,37,20141031,1",Win,Other,CRIMINAL
"PCDM,96,簡上,85,20070316,1",Win,Other,CRIMINAL
"MLDM,89,訴,58,20000612",Win,Other,CRIMINAL
"PCDM,105,智簡,37,20160705,1",Win,Other,CRIMINAL
"TPDM,97,附民,378,20081031,1",Win,Mixed,CWC
"ILDM,105,智易更(一),1,20161104,1",Win,Other,CRIMINAL
"TCDM,97,易,4200,20090213,1",Lose,Other,CRIMINAL
"IPCM,98,刑智上易,10,20090326,1",Win,Other,CRIMINAL
"PTDM,107,智易,2,20180720,1",Lose,Other,CRIMINAL
"CYDM,92,簡,1286,20031029,1",Win,Other,CRIMINAL
"PCDM,97,簡,9004,20081104,1",Win,Other,CRIMINAL
"IPCA,104,行專訴,113,20160721,3",Win,Mixed,ADMINISTRATIVE
"KSDM,90,易,472,20010227,1",Win,Other,CRIMINAL
"KLDM,102,基智簡,9,20130509,1",Win,Other,CRIMINAL
"PCDM,113,智簡,37,20240715,1",Win,Other,CRIMINAL
"TCDM,111,中智簡,23,20230407,1",Win,Other,CRIMINAL
"PCDM,95,簡,3000,20060605,1",Win,Other,CRIMINAL
"TNDM,109,智易,25,20200730,1",Lose,Other,CRIMINAL
"TPHM,92,上易,184,20030225,1",Lose,Other,CRIMINAL
"TCDM,106,中智簡,40,20180112,1",Win,Other,CRIMINAL
"KSDM,100,智簡,101,20110602,1",Win,Other,CRIMINAL
"TPDM,103,智易,30,20140826,1",Win,Other,CRIMINAL
"TPDM,108,智簡,4,20190201,1",Win,Other,CRIMINAL
"TYDM,112,桃原智簡,1,20230727,1",Win,Other,CRIMINAL
"TPHM,88,上訴,3964,20000126",Lose,Other,CRIMINAL
"PTDM,92,易,503,20030730,1",Win,Other,CRIMINAL
"TCDM,104,智簡,7,20150821,1",Win,Other,CRIMINAL
"TTDM,96,東簡,51,20070207,1",Win,Other,CRIMINAL
"IPCV,110,民著上,24,20220825,1",Lose,Mixed,CIVIL
"TCDM,92,訴,1383,20030625,1",Win,Other,CRIMINAL
"CYDM,94,簡上,62,20050627,1",Win,Other,CRIMINAL
"KSDM,102,智簡,65,20130528,1",Win,Other,CRIMINAL
"KSDM,101,智簡上,8,20120516,1",Lose,Other,CRIMINAL
"CYDM,104,智易,19,20160120,1",Win,Other,CRIMINAL
"KSDM,96,簡,4689,20071112,1",Win,Other,CRIMINAL
"TPDM,100,智簡上附民,3,20111123,1",Win,Mixed,CWC
"PCDM,98,簡,10545,20091230,1",Win,Other,CRIMINAL
"SCDM,112,智易,8,20231116,1",Lose,Other,CRIMINAL
"PCDM,95,簡,6072,20061228,1",Win,Other,CRIMINAL
"KSDM,99,智簡,60,20110414,1",Win,Other,CRIMINAL
"KSDM,94,簡,447,20050131,1",Win,Other,CRIMINAL
"PCDM,110,智簡,73,20211019,1",Win,Other,CRIMINAL
"KLDM,98,簡上,16,20090227,1",Lose,Other,CRIMINAL
"KSDM,92,簡,5442,20040130,1",Win,Other,CRIMINAL
"TPDM,98,簡,827,20090309,1",Win,Other,CRIMINAL
"TCDM,112,中智簡,5,20230201,1",Win,Other,CRIMINAL
"CHDM,105,智附民,1,20161201,1",Win,Mixed,CWC
"TCDM,97,中簡,2100,20080731,1",Win,Other,CRIMINAL
"TYDM,100,壢智簡,28,20120214,1",Win,Other,CRIMINAL
"TCDM,109,智簡,47,20210226,1",Win,Other,CRIMINAL
"CHDM,104,智簡,10,20150428,1",Win,Other,CRIMINAL
"KSDM,102,智簡,121,20131226,1",Win,Other,CRIMINAL
"TCDM,102,智易,46,20131216,1",Lose,Other,CRIMINAL
"PTDM,99,智易,2,20110318,1",Lose,Other,CRIMINAL
"IPCM,98,刑智上更(一),4,20090409,1",Win,Other,CRIMINAL
"PCDM,104,智簡,26,20150727,1",Win,Other,CRIMINAL
"PCDM,104,智易,62,20160831,1",Win,Other,CRIMINAL
