JID,VERDICT,own_verdict,JTYPE
"KSHM,90,上易,289,20001222,2",Win,Other,CRIMINAL
"TNDM,99,智易,10,20110128,2",Win,Other,CRIMINAL
"TYDM,99,智易,8,20101027,1",Win,Other,CRIMINAL
"TPDM,103,智簡,60,20141230,1",Win,Other,CRIMINAL
"IPCV,107,民專上更(一),3,20191212,1",Lose,Remand,CIVIL
"TPDM,91,簡,3643,20021031,1",Win,Other,CRIMINAL
"TCDM,92,訴,2168,20040224,1",Win,Other,CRIMINAL
"PTDM,108,智簡,13,20190723,1",Win,Other,CRIMINAL
"PCDM,94,簡,259,20050428,1",Win,Other,CRIMINAL
"LTEM,95,羅簡,170,20060630,1",Win,Other,CRIMINAL
"TYDM,110,智易,13,20211203,1",Win,Other,CRIMINAL
"TCDM,110,智簡,28,20210831,1",Win,Other,CRIMINAL
"TYDV,94,智,31,20070626,1",Win,Mixed,CIVIL
"TYDM,95,壢簡,1603,20061031,1",Win,Other,CRIMINAL
"TCDM,99,中簡,106,20100202,1",Win,Other,CRIMINAL
"TPBA,93,訴,1974,20050818,1",Win,Mixed,ADMINISTRATIVE
"TPDM,104,智簡,85,20160125,1",Win,Other,CRIMINAL
"TYDM,103,壢智簡,13,20141224,1",Win,Other,CRIMINAL
"TNDM,96,簡,3931,20080125,1",Win,Other,CRIMINAL
"TPDM,95,易,1242,20070308,1",Win,Other,CRIMINAL
"TYDM,93,訴,1128,20050510,1",Win,Other,CRIMINAL
"NHEM,102,湖簡,318,20130902,1",Win,Other,CRIMINAL
"TPSV,108,台上,1315,20191009,1",Lose,Remand,CIVIL
"CHDM,95,易,75,20060502,1",Win,Other,CRIMINAL
"KLDM,96,易,822,20080130,1",Win,Other,CRIMINAL
"CTDM,106,智簡,3,20170418,1",Win,Other,CRIMINAL
"KSDM,98,審簡,638,20090605,1",Win,Other,CRIMINAL
"PCDM,112,智訴,7,20240111,1",Win,Other,CRIMINAL
"CYDM,106,智簡,10,20170330,1",Win,Other,CRIMINAL
"TPAA,104,判,559,20150924,1",Other,Remand,ADMINISTRATIVE
"IPCM,110,刑智上易,28,20210902,1",Lose,Other,CRIMINAL
"IPCV,98,民商上,1,20090716,1",Lose,Mixed,CIVIL
"TYDM,97,壢簡,3192,20090427,1",Win,Other,CRIMINAL
"TCDM,89,易,1526,20000706",Win,Other,CRIMINAL
"TPDM,89,訴,416,20000509,1",Win,Other,CRIMINAL
"TYDM,102,壢智簡,13,20130806,1",Win,Other,CRIMINAL
"KSDM,93,自,120,20061215,1",Lose,Other,CRIMINAL
"TNDM,94,簡,1850,20050818,1",Win,Other,CRIMINAL
"TPDM,91,簡,428,20020130,1",Win,Other,CRIMINAL
"TPDM,100,智附民,24,20121221,2",Win,Mixed,CWC
"TPDM,103,智簡,76,20150507,1",Win,Other,CRIMINAL
"IPCM,108,刑智上易,19,20190425,1",Win,Other,CRIMINAL
"TCDV,93,智,12,20040804,1",Win,Mixed,CIVIL
"IPCV,108,民專上更(三),7,20201210,3",Lose,Remand,CIVIL
"TPSM,92,台上,1320,20030320",Lose,Remand,CRIMINAL
"KSDM,90,易,2329,20020205,1",Win,Other,CRIMINAL
"PTDM,103,智簡,12,20141002,1",Win,Other,CRIMINAL
"PCDM,112,自,35,20240612,1",Lose,Other,CRIMINAL
"TPDM,90,簡,4011,20011128,1",Win,Other,CRIMINAL
"SCDM,98,易更,3,20100105,1",Lose,Other,CRIMINAL
"PCDM,97,簡,1641,20080331,1",Win,Other,CRIMINAL
"PCDM,97,簡,5405,20080829,1",Win,Other,CRIMINAL
"TNDM,88,易,3328,20010220,1",Lose,Other,CRIMINAL
"SCDM,108,智簡,5,20190220,1",Win,Other,CRIMINAL
"TYDM,106,桃智簡,2,20170124,1",Win,Other,CRIMINAL
"IPCM,112,刑智上易,36,20240118,1",Win,Other,CRIMINAL
"TNDM,108,智簡,27,20190528,1",Win,Other,CRIMINAL
"SCDM,96,竹簡,1424,20071207,1",Win,Other,CRIMINAL
"TPAA,92,判,1258,20030918,1",Other,Remand,ADMINISTRATIVE
"TYDM,111,審智簡,10,20220630,1",Win,Other,CRIMINAL
"TCDM,102,智易,10,20130327,1",Win,Other,CRIMINAL
"TPDM,92,簡上,297,20030923,1",Win,Other,CRIMINAL
"PCDM,105,智簡,61,20161018,1",Win,Other,CRIMINAL
"IPCA,106,行專訴,41,20190221,3",Win,Other,ADMINISTRATIVE
"TPDM,109,智附民,27,20210729,1",Win,Mixed,CWC
"PTDM,92,簡,389,20030922,1",Win,Other,CRIMINAL
"KSDM,112,智附民,7,20230922,1",Win,Mixed,CWC
"TYDM,106,智簡,3,20170822,1",Win,Other,CRIMINAL
"TYDM,105,審智簡,5,20161129,1",Win,Other,CRIMINAL
"NTDM,97,埔刑簡,122,20080707,1",Win,Other,CRIMINAL
"KSDM,92,簡,1421,20030417,1",Win,Other,CRIMINAL
"TCDM,90,易,1886,20010713,1",Win,Other,CRIMINAL
"TCDM,111,智易,16,20220809,1",Win,Other,CRIMINAL
"TCDM,107,智附民,9,20180523,1",Win,Mixed,CWC
"SLEM,97,士簡,167,20080131,1",Win,Other,CRIMINAL
"KSDM,102,智簡,25,20130425,1",Win,Other,CRIMINAL
"TPAA,94,判,1486,20050922,1",Other,Remand,ADMINISTRATIVE
"KSDM,103,智簡,147,20140902,1",Win,Other,CRIMINAL
"IPCM,111,刑智上易,5,20220629,1",Win,Other,CRIMINAL
"KLDM,89,簡上,139,20000710,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,87,20201229,1",Win,Other,CRIMINAL
"PTDM,94,簡,680,20050620,1",Win,Other,CRIMINAL
"CHDM,102,智簡,10,20130524,1",Win,Other,CRIMINAL
"KSDM,95,簡,2875,20060614,1",Win,Other,CRIMINAL
"TCDM,97,中簡,966,20080321,1",Win,Other,CRIMINAL
"TYDM,94,桃簡,534,20050520,1",Win,Other,CRIMINAL
"KSDM,109,智簡,28,20200723,1",Win,Other,CRIMINAL
"NTDM,95,投刑簡,484,20060728,1",Win,Other,CRIMINAL
"TPDM,102,智易,18,20130628,1",Lose,Other,CRIMINAL
"TNDM,96,簡,3444,20071022,1",Win,Other,CRIMINAL
"TPDM,113,智簡,12,20240522,1",Win,Other,CRIMINAL
"KSDM,91,易,3120,20021029,1",Win,Other,CRIMINAL
"TPDM,103,智簡,56,20141104,1",Win,Other,CRIMINAL
"TCDM,108,智易,80,20201215,1",Lose,Other,CRIMINAL
"PCDM,95,簡,5757,20061211,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,123,20141231,1",Win,Other,CRIMINAL
"IPCV,105,民著訴,56,20170724,2",Win,Mixed,CIVIL
"IPCM,101,重附民,2,20120613,1",Other,Remand,CWC
"TPDM,104,智易,63,20170330,1",Win,Other,CRIMINAL
"TNDM,97,簡,1968,20080716,1",Win,Other,CRIMINAL
"TPDM,92,自,510,20040630,1",Lose,Other,CRIMINAL
"TNDM,94,簡,302,20050225,1",Win,Other,CRIMINAL
"PCDM,106,智簡上,6,20170810,1",Lose,Other,CRIMINAL
"TPDM,91,簡,1380,20020523,1",Win,Other,CRIMINAL
"TPDM,103,智簡,34,20140529,1",Win,Other,CRIMINAL
"TPDV,93,智,95,20050406,1",Win,Mixed,CIVIL
"TPDM,99,智簡,102,20101021,1",Win,Other,CRIMINAL
"TCDM,93,中簡上,80,20040609,1",Win,Other,CRIMINAL
"KSDM,93,簡,5892,20050503,1",Win,Other,CRIMINAL
"TYDM,103,桃智簡,14,20140820,1",Win,Other,CRIMINAL
"KSDM,89,易,2502,20000630",Win,Other,CRIMINAL
"TNDM,104,智簡,67,20151030,1",Win,Other,CRIMINAL
"CHDM,108,智簡附民,20,20191209,1",Win,Mixed,CWC
"PCDM,107,智訴,1,20190822,2",Win,Other,CRIMINAL
"NTDM,109,投智簡,8,20200615,1",Win,Other,CRIMINAL
"KSDM,107,智簡,57,20181213,1",Win,Other,CRIMINAL
"SLDM,107,審智簡,7,20190130,1",Win,Other,CRIMINAL
"TCDM,108,智簡上,1,20190418,1",Win,Lose,CRIMINAL
"CHDM,110,智簡,59,20220421,1",Win,Other,CRIMINAL
"KSDM,92,訴,2283,20031125,1",Win,Other,CRIMINAL
"TYDM,96,桃簡,2287,20070929,1",Win,Other,CRIMINAL
"SCDM,110,智簡,8,20210427,1",Win,Other,CRIMINAL
"KSDM,96,簡,2578,20070516,1",Win,Other,CRIMINAL
"TCDM,104,智附民,19,20151124,1",Lose,Win,CWC
"KLDM,97,易,662,20090914,1",Lose,Other,CRIMINAL
"PCDM,91,易,2561,20021126,1",Win,Other,CRIMINAL
"IPCM,107,刑智上訴,41,20210923,2",Lose,Other,CRIMINAL
"CTDM,105,智簡上,7,20161006,1",Win,Other,CRIMINAL
"IPCV,98,民商上更(二),4,20100401,1",Lose,Remand,CIVIL
"CTDM,106,智易,2,20170922,1",Win,Other,CRIMINAL
"KSDM,101,智簡,36,20120224,1",Win,Other,CRIMINAL
"TYDM,93,易,4,20040216,1",Win,Other,CRIMINAL
"TPDM,90,簡,2599,20010808,1",Win,Other,CRIMINAL
"KSDM,94,訴,602,20050531,1",Win,Other,CRIMINAL
"KSDM,94,易,1187,20060103,1",Win,Other,CRIMINAL
"KSDM,90,訴,1342,20010809,1",Win,Other,CRIMINAL
"TYDM,100,桃智簡,90,20120323,1",Win,Other,CRIMINAL
"TPDM,100,智簡,23,20110328,1",Win,Other,CRIMINAL
"KSDM,109,智簡,32,20200708,1",Win,Other,CRIMINAL
"TYDM,100,桃智簡,67,20120116,1",Win,Other,CRIMINAL
"TPHM,96,上訴,2219,20070726,1",Win,Other,CRIMINAL
"IPCM,97,刑智上訴,7,20091217,3",Win,Other,CRIMINAL
"TCDM,103,中智簡,24,20140331,1",Win,Other,CRIMINAL
"TPDM,89,易,173,20000225",Win,Other,CRIMINAL
"TYDM,101,桃智簡,38,20121126,1",Win,Other,CRIMINAL
"TCDM,96,簡上,287,20070611,1",Win,Other,CRIMINAL
"IPCA,109,行專更(一),2,20200819,2",Win,Remand,ADMINISTRATIVE
"KSHM,93,上更(一),1,20040225,1",Lose,Other,CRIMINAL
"KSDM,98,簡,18,20091030,1",Win,Other,CRIMINAL
"PCDV,94,智,7,20060203,2",Win,Other,CIVIL
"TPDM,90,簡,3434,20011023,1",Win,Other,CRIMINAL
"TCDM,107,中智簡,35,20180920,1",Win,Other,CRIMINAL
"TCDM,105,智易,37,20161201,1",Win,Other,CRIMINAL
"NTDM,99,審埔智簡,4,20101230,1",Win,Other,CRIMINAL
"TPDM,88,易,1965,20010504,1",Lose,Other,CRIMINAL
"IPCA,99,行專訴,10,20100617,3",Win,Other,ADMINISTRATIVE
"ILEM,94,宜簡,134,20050815,1",Win,Other,CRIMINAL
"TYDM,96,壢簡,636,20070531,1",Win,Other,CRIMINAL
"CHDM,100,智簡,45,20110913,1",Win,Other,CRIMINAL
"TCDM,101,智附民,5,20120328,1",Lose,Mixed,CWC
"TYDM,91,訴,564,20021209,2",Win,Other,CRIMINAL
"IPCV,107,民商訴,54,20190510,1",Win,Lose,CIVIL
"IPCV,112,民商上,2,20240627,1",Win,Mixed,CIVIL
"ULDM,107,六智簡,6,20181213,1",Win,Other,CRIMINAL
"SCDM,99,簡上,136,20110120,1",Lose,Other,CRIMINAL
"KSDM,97,審簡,7071,20081216,1",Win,Other,CRIMINAL
"IPCV,103,民專訴,10,20150415,1",Win,Mixed,CIVIL
"TPDM,95,易,124,20070828,1",Win,Other,CRIMINAL
"IPCV,106,民著訴,41,20180319,2",Win,Mixed,CIVIL
"PCDM,105,智簡,18,20160420,1",Win,Other,CRIMINAL
"NTDM,106,智附民,5,20171030,1",Win,Mixed,CWC
"IPCM,106,刑智上易,43,20171220,1",Win,Other,CRIMINAL
"PCDM,112,智簡上,4,20240222,1",Win,Other,CRIMINAL
"CHDM,94,訴,1376,20051018,1",Win,Other,CRIMINAL
"SLDV,92,智,22,20070928,1",Win,Mixed,CIVIL
"CHDM,105,智簡,28,20160629,1",Win,Other,CRIMINAL
"PCDM,93,簡,2740,20040705,1",Win,Other,CRIMINAL
"TNDM,112,智簡,44,20231115,1",Win,Other,CRIMINAL
"KSDM,102,智簡,63,20130509,1",Win,Other,CRIMINAL
"SLEM,95,士簡,1403,20070423,1",Win,Other,CRIMINAL
"PCDM,103,智簡上,15,20150109,1",Win,Other,CRIMINAL
"TPAA,94,判,784,20050609,1",Other,Lose,ADMINISTRATIVE
"TYDM,110,審智簡,13,20210903,1",Win,Other,CRIMINAL
"KSDM,108,智簡,26,20191021,1",Win,Other,CRIMINAL
"KSDM,89,易,5307,20010118,1",Win,Other,CRIMINAL
"TPAA,94,判,179,20050203,1",Other,Remand,ADMINISTRATIVE
"SCDM,110,智簡,10,20210531,1",Win,Other,CRIMINAL
"TNDM,104,智簡,14,20150130,1",Win,Other,CRIMINAL
"CHDM,99,智簡,31,20100608,1",Win,Other,CRIMINAL
"CHDM,94,易,1505,20060421,1",Win,Other,CRIMINAL
"CTDM,113,智簡,8,20240604,1",Win,Other,CRIMINAL
"IPCA,110,行專訴,68,20220930,3",Win,Other,ADMINISTRATIVE
"TPDM,105,智簡,10,20160511,1",Win,Other,CRIMINAL
"TPDM,90,簡,1112,20010418,1",Win,Other,CRIMINAL
"TYDM,110,智附民,8,20220506,2",Win,Mixed,CWC
"PCDM,96,簡,3515,20070608,1",Win,Other,CRIMINAL
"ULDM,108,港智簡,2,20200324,1",Win,Other,CRIMINAL
"KSDM,105,智簡,17,20160310,1",Win,Other,CRIMINAL
"CTDM,111,智簡,44,20221012,1",Win,Other,CRIMINAL
"KSDM,91,簡,828,20021031,1",Win,Other,CRIMINAL
"CYDM,111,智簡,35,20230109,1",Win,Other,CRIMINAL
"KSDM,100,智簡,160,20110929,1",Win,Other,CRIMINAL
"IPCM,100,刑智上訴,39,20111110,1",Win,Other,CRIMINAL
"KSDM,102,智簡,73,20130628,1",Win,Other,CRIMINAL
"SLDM,113,智易,2,20240410,1",Win,Other,CRIMINAL
"PCDM,89,易,4793,20010420,1",Win,Other,CRIMINAL
"TPAA,110,上,134,20220922,2",Other,Remand,ADMINISTRATIVE
"KSDM,100,智易,9,20110502,1",Win,Other,CRIMINAL
"KSDM,113,智簡,13,20240509,1",Win,Other,CRIMINAL
"TPDM,99,智簡,114,20101206,1",Win,Other,CRIMINAL
"ILDM,105,智簡,10,20160930,1",Win,Other,CRIMINAL
"IPCV,104,民商上,4,20160114,2",Win,Mixed,CIVIL
"PCDM,94,簡,814,20050812,1",Win,Other,CRIMINAL
"CHDM,99,智簡,69,20100921,1",Win,Other,CRIMINAL
"TPBA,89,訴,654,20010523,2",Win,Other,ADMINISTRATIVE
"KSDM,96,簡,2805,20070529,1",Win,Other,CRIMINAL
"PCDM,99,智易,48,20110414,1",Win,Other,CRIMINAL
"KSDM,109,智簡,29,20200603,1",Win,Other,CRIMINAL
"KSDM,95,簡,4940,20061024,1",Win,Other,CRIMINAL
"KSDM,91,訴,1183,20020531,1",Win,Other,CRIMINAL
"IPCM,99,刑智上易,85,20101125,1",Win,Other,CRIMINAL
"KSDM,103,智簡,123,20140715,1",Win,Other,CRIMINAL
"TPDM,93,簡,700,20040331,1",Win,Other,CRIMINAL
"PCDM,109,智簡,42,20200703,1",Win,Other,CRIMINAL
"CHDM,99,智簡,89,20101231,1",Win,Other,CRIMINAL
"PCDM,101,智易,18,20130913,1",Win,Other,CRIMINAL
"TNDM,96,簡,4034,20080128,1",Win,Other,CRIMINAL
"IPCM,106,刑智上易,19,20170608,1",Win,Other,CRIMINAL
"TNDM,101,智簡,4,20120209,1",Win,Other,CRIMINAL
"KSDM,95,簡,6931,20061130,1",Win,Other,CRIMINAL
"KSDM,100,智簡,210,20111121,1",Win,Other,CRIMINAL
"TPDM,108,智簡,48,20200114,1",Win,Other,CRIMINAL
"ILDM,103,智簡,8,20140331,1",Win,Other,CRIMINAL
"TNDM,110,智簡,35,20210728,1",Win,Other,CRIMINAL
"IPCA,101,行商訴,104,20130103,2",Win,Other,ADMINISTRATIVE
"TPDM,92,訴,249,20030620,1",Win,Other,CRIMINAL
"PCDM,98,簡,4991,20090713,1",Win,Other,CRIMINAL
"CHDM,100,智易,6,20110831,1",Win,Other,CRIMINAL
"PCDM,104,智簡上,4,20150714,1",Lose,Other,CRIMINAL
"TPHM,93,上更(二),746,20050218,1",Win,Other,CRIMINAL
"TCDM,91,易,1026,20020510,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,15,20090304,1",Lose,Remand,CRIMINAL
"TCDM,104,中智簡,39,20150602,1",Win,Other,CRIMINAL
"TPDM,93,簡,920,20040429,1",Win,Other,CRIMINAL
"PCDM,106,智簡,30,20170515,1",Win,Other,CRIMINAL
"PCDM,89,易,3533,20001027",Win,Other,CRIMINAL
"HLDM,98,花簡,612,20090618,1",Win,Other,CRIMINAL
"IPCA,98,行商訴,25,20090625,1",Win,Other,ADMINISTRATIVE
"PTDM,108,智簡,3,20190612,1",Win,Other,CRIMINAL
"TYDM,98,桃簡,3344,20100428,1",Win,Other,CRIMINAL
"TCDM,109,智簡,35,20200824,1",Win,Other,CRIMINAL
"TPBA,96,訴,313,20071227,2",Win,Other,ADMINISTRATIVE
"TCDM,97,易,2994,20080822,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,59,20201218,1",Win,Other,CRIMINAL
"TYDM,109,桃智簡,15,20210318,1",Win,Other,CRIMINAL
"MLDM,106,苗智簡,3,20170613,1",Win,Other,CRIMINAL
"SLDM,105,智易,1,20160531,1",Lose,Other,CRIMINAL
"IPCV,98,民商訴,17,20091217,1",Win,Other,CIVIL
"TPDM,100,智簡,52,20110630,1",Win,Other,CRIMINAL
"KSDM,105,智易,14,20170120,1",Win,Other,CRIMINAL
"TCDM,102,中智簡,25,20130531,1",Win,Other,CRIMINAL
"KSDM,91,訴,1081,20020625,1",Win,Other,CRIMINAL
"TYDM,99,桃智簡,50,20111115,1",Win,Other,CRIMINAL
"TPDV,95,智,31,20060921,1",Win,Mixed,CIVIL
"PCDM,105,智簡上,17,20170523,1",Lose,Other,CRIMINAL
"IPCM,106,刑智上易,58,20211209,2",Win,Other,CRIMINAL
"TPDM,101,智簡,41,20120731,1",Win,Other,CRIMINAL
"HUEM,100,虎智簡,3,20111004,1",Win,Other,CRIMINAL
"TNDM,103,智簡,3,20140128,1",Win,Other,CRIMINAL
"CYDM,92,自,16,20030508,1",Lose,Other,CRIMINAL
"TPDM,96,簡,2889,20070930,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,92,20210331,1",Win,Other,CRIMINAL
"TCDM,95,易,3764,20070522,1",Lose,Other,CRIMINAL
"CYDM,109,智簡,4,20200131,1",Win,Other,CRIMINAL
"IPCM,97,刑智上訴,3,20080918,1",Win,Other,CRIMINAL
"IPCV,100,民著訴,2,20111229,1",Win,Mixed,CIVIL
"PTDM,90,易,361,20010426,1",Win,Other,CRIMINAL
"TCDM,89,易,736,20000428",Win,Other,CRIMINAL
"PCDM,96,簡上,595,20070928,1",Win,Other,CRIMINAL
"PCDM,106,智簡,59,20170930,1",Win,Other,CRIMINAL
"PCDM,111,智簡,50,20220831,1",Win,Other,CRIMINAL
"TPDM,90,自,396,20030226,1",Lose,Other,CRIMINAL
"TPBA,94,訴,1870,20071122,1",Win,Mixed,ADMINISTRATIVE
"SLDV,92,智,19,20100129,4",Win,Mixed,CIVIL
"CHDM,105,智簡,48,20161227,1",Win,Other,CRIMINAL
"TPSV,108,台上,397,20200116,1",Other,Remand,CIVIL
"KSDM,99,智易,8,20101029,2",Lose,Other,CRIMINAL
"IPCM,98,刑智上易,61,20090615,1",Lose,Remand,CRIMINAL
"CTDM,106,智簡,27,20170717,1",Win,Other,CRIMINAL
"KSDM,101,智訴,13,20121004,3",Lose,Other,CRIMINAL
"TPDM,102,智簡,25,20130430,1",Win,Other,CRIMINAL
"TCDM,98,中簡,3149,20090929,1",Win,Other,CRIMINAL
"CHDM,100,智易,11,20120524,1",Lose,Other,CRIMINAL
"TPHM,93,上更(一),564,20051222,2",Win,Other,CRIMINAL
"PCDM,98,簡,698,20090210,1",Win,Other,CRIMINAL
"KSHM,97,上更(二),47,20080430,1",Win,Other,CRIMINAL
"KSDM,103,智簡,177,20150402,1",Win,Other,CRIMINAL
"PCDM,90,訴,666,20011011,2",Lose,Other,CRIMINAL
"PCDM,109,智簡,90,20201109,1",Win,Other,CRIMINAL
"IPCM,108,刑智上易,93,20200709,1",Win,Other,CRIMINAL
"TPDM,92,易,1194,20031029,1",Lose,Other,CRIMINAL
"KSDM,106,智簡,13,20170811,1",Win,Other,CRIMINAL
"KSDM,90,訴,2799,20020326,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,99,20091214,1",Lose,Other,CRIMINAL
"TCDM,111,智簡,8,20220503,1",Win,Other,CRIMINAL
"KSDM,100,智簡,65,20110531,1",Win,Other,CRIMINAL
"TPDM,98,易,1626,20090730,1",Win,Other,CRIMINAL
"IPCV,105,民商訴,36,20170606,1",Win,Other,CIVIL
"KSDM,90,訴,2816,20011231,1",Win,Other,CRIMINAL
"CYDM,96,嘉簡,1174,20070831,1",Win,Other,CRIMINAL
"CHDM,111,智簡,7,20220317,1",Win,Other,CRIMINAL
"TYDM,104,桃智簡,57,20160803,1",Win,Other,CRIMINAL
"CHDM,103,智簡,6,20140224,1",Win,Other,CRIMINAL
"CYDM,106,智簡,7,20170511,1",Win,Other,CRIMINAL
"TCDM,112,智易,59,20230831,1",Win,Other,CRIMINAL
"TCDM,108,中智簡,20,20190530,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,88,20091015,1",Lose,Other,CRIMINAL
"CHDM,110,智簡,62,20220307,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,108,20150226,1",Win,Other,CRIMINAL
"TCHM,91,上訴,688,20020628,1",Win,Other,CRIMINAL
"TYDM,99,壢智簡,25,20110721,1",Win,Other,CRIMINAL
"TCDM,99,智易,36,20100818,1",Win,Other,CRIMINAL
"TPDM,104,附民,140,20150527,2",Win,Mixed,CWC
"PTDM,105,智簡,10,20161123,1",Win,Other,CRIMINAL
"KSDM,94,訴,3658,20060116,1",Win,Other,CRIMINAL
"TCDM,97,訴,1656,20080617,1",Win,Other,CRIMINAL
"TCHM,95,上易,699,20060630,1",Win,Other,CRIMINAL
"PCDM,89,訴,245,20000309",Win,Other,CRIMINAL
"KSDM,107,智簡,35,20180827,1",Win,Other,CRIMINAL
"KSDM,109,智簡,37,20200914,1",Win,Other,CRIMINAL
"IPCV,103,民著訴,25,20141203,1",Win,Mixed,CIVIL
"KSDM,101,智訴,21,20121228,1",Win,Other,CRIMINAL
"TCDM,96,中簡,3302,20071123,1",Win,Other,CRIMINAL
"KLDM,104,基智簡,10,20150904,1",Win,Other,CRIMINAL
"KSDM,110,智簡附民,8,20210422,1",Win,Mixed,CWC
"MLDM,100,苗智簡,7,20110804,1",Win,Other,CRIMINAL
"TCDM,107,智簡上,7,20190313,1",Win,Other,CRIMINAL
"TNDM,112,智簡,1,20230112,1",Win,Other,CRIMINAL
"PCDM,104,智簡,62,20150908,1",Win,Other,CRIMINAL
"TPDM,89,簡,822,20001115",Win,Other,CRIMINAL
"CHDM,105,智易,6,20161114,1",Win,Other,CRIMINAL
"CHDM,109,智簡上,3,20200811,1",Lose,Other,CRIMINAL
"SCDM,90,訴,195,20010706,1",Win,Other,CRIMINAL
"IPCM,105,刑智上易,25,20161024,2",Lose,Other,CRIMINAL
"KSDM,90,易,4664,20020131,1",Win,Other,CRIMINAL
"TCDM,100,智簡,13,20110630,1",Win,Other,CRIMINAL
"TCDM,105,中智簡,57,20161014,1",Win,Other,CRIMINAL
"SLDM,97,易,70,20080507,2",Win,Other,CRIMINAL
"TPHM,90,上訴,1374,20011221,1",Win,Other,CRIMINAL
"KSDM,104,智簡,25,20150330,1",Win,Other,CRIMINAL
"TCDM,104,中智簡,11,20150306,1",Win,Other,CRIMINAL
"PCDM,109,智簡,65,20200831,1",Win,Other,CRIMINAL
"IPCV,106,民著上,9,20180503,1",Lose,Mixed,CIVIL
"PCDM,93,簡上,578,20050704,1",Win,Other,CRIMINAL
"KSDM,90,易,77,20010308,1",Win,Other,CRIMINAL
"KSDM,99,智簡,23,20101018,1",Win,Other,CRIMINAL
"SLDM,92,簡,212,20030605,1",Win,Other,CRIMINAL
"KSDM,105,智簡,44,20160726,1",Win,Other,CRIMINAL
"TPSM,95,台上,5590,20061012",Lose,Remand,CRIMINAL
"TCDM,113,中智簡,46,20241025,1",Win,Other,CRIMINAL
"KSDM,89,自更,37,20011126,2",Lose,Other,CRIMINAL
"TPDM,112,智簡上,3,20240110,1",Win,Other,CRIMINAL
"SLDM,95,訴,127,20060725,1",Win,Other,CRIMINAL
"PCDM,100,智簡上,15,20110905,1",Win,Other,CRIMINAL
"KSDM,109,智簡附民,1,20200306,1",Win,Mixed,CWC
"TPSM,99,台上,4697,20100722",Lose,Remand,CRIMINAL
"HLDM,103,花智簡,2,20140127,1",Win,Other,CRIMINAL
"PCDM,103,智簡,29,20140630,1",Win,Other,CRIMINAL
"TYDM,94,桃簡,1650,20051207,1",Win,Other,CRIMINAL
"TCDM,97,易,613,20080314,1",Win,Other,CRIMINAL
"IPCV,110,民專上,13,20220317,2",Lose,Mixed,CIVIL
"FYEM,100,豐智簡,17,20111130,1",Win,Other,CRIMINAL
"IPCV,108,民營上,2,20200521,1",Lose,Mixed,CIVIL
"KSDM,93,易,1535,20040303,1",Win,Other,CRIMINAL
"CHDM,99,智簡,22,20100426,1",Win,Other,CRIMINAL
"IPCV,100,民專訴,119,20121106,2",Win,Mixed,CIVIL
"TPDM,98,易,2690,20091112,1",Win,Other,CRIMINAL
"KSDM,104,智簡,45,20150525,1",Win,Other,CRIMINAL
"KSDM,99,易,631,20100713,1",Win,Other,CRIMINAL
"PCDM,96,簡,7029,20071101,1",Win,Other,CRIMINAL
"PCDM,112,智簡,37,20231011,1",Win,Other,CRIMINAL
"IPCV,102,民商訴,2,20131129,1",Win,Mixed,CIVIL
"PCDM,101,智簡,94,20120927,1",Win,Other,CRIMINAL
"TPDM,109,智訴,2,20220826,1",Lose,Other,CRIMINAL
"TNDM,94,簡,441,20050510,1",Win,Other,CRIMINAL
"PCDM,92,簡,2881,20031023,1",Win,Other,CRIMINAL
"CHDM,100,智簡,27,20110610,1",Win,Other,CRIMINAL
"IPCM,101,刑智上訴,81,20121130,1",Lose,Remand,CRIMINAL
"ILEM,94,宜簡,189,20050812,1",Win,Other,CRIMINAL
"TCDM,99,易,86,20100513,1",Lose,Other,CRIMINAL
"KSDM,100,智簡,238,20111209,1",Win,Other,CRIMINAL
"TNDM,109,智簡,61,20201125,1",Win,Other,CRIMINAL
"SCDM,102,審智訴,7,20140227,1",Win,Other,CRIMINAL
"PTDM,95,簡,875,20060620,1",Win,Other,CRIMINAL
"TPHM,93,上訴,443,20040910,1",Win,Other,CRIMINAL
"CHDM,110,智簡,58,20211230,1",Win,Other,CRIMINAL
"TNDM,111,智簡,26,20220930,1",Win,Other,CRIMINAL
"CHDM,104,智簡,14,20150526,1",Win,Other,CRIMINAL
"ILDM,103,智簡,18,20141027,1",Win,Other,CRIMINAL
"TYDM,100,桃智簡,101,20120420,1",Win,Other,CRIMINAL
"TLEM,93,六簡,157,20040806,1",Win,Other,CRIMINAL
"IPCM,110,刑智上易,9,20210512,1",Win,Other,CRIMINAL
"TYDM,89,易更,3,20011224,1",Win,Other,CRIMINAL
"IPCM,99,刑智上易,66,20101018,1",Mixed,Other,CRIMINAL
"IPCA,97,行專訴,44,20090122,2",Win,Mixed,ADMINISTRATIVE
"NTDM,98,審投刑簡,291,20090907,1",Win,Other,CRIMINAL
"TYDM,92,簡上,212,20031007,1",Win,Other,CRIMINAL
