bootstrap_id,delta_svm_minus_mnir
0,0.1476821749312474
1,0.23112205904550354
2,0.21677839051930986
3,0.2518717313534892
4,0.17180651969867522
5,0.20104050429777526
6,0.19270348412576382
7,0.1921151782995158
8,0.16704003583904448
9,0.20402670837139225
10,0.20071201290916968
11,0.15453740388867826
12,0.18132900393047124
13,0.22013331015761856
14,0.23529799384786287
15,0.21159205236550627
16,0.1562429282037897
17,0.15478626950433577
18,0.20907055880663
19,0.21445732301965947
20,0.24075790604400693
21,0.1984760247710053
22,0.16910839332808375
23,0.1589290672157882
24,0.18597623468934804
25,0.27245907530250807
26,0.17446331743665427
27,0.13968734583015802
28,0.17570548965048055
29,0.2122698709077313
30,0.278776501844803
31,0.26328434209859797
32,0.22311979938193321
33,0.19575023047591739
34,0.2581720096328603
35,0.2276308761708718
36,0.1649317238113432
37,0.2066924133334943
38,0.17080346973167876
39,0.19017178770808707
40,0.21190422413771565
41,0.21860446437393966
42,0.22220272176193195
43,0.2428700191203631
44,0.1792503743072174
45,0.27995200007094506
46,0.2058287389639895
47,0.29354669509367415
48,0.19576517566733492
49,0.17849901813219132
50,0.23390453794755733
51,0.17760598869766192
52,0.2255359367295175
53,0.23059569874331132
54,0.24995941807642863
55,0.18861290954777882
56,0.23626776857925552
57,0.22294666684130243
58,0.2276439255748714
59,0.23470705432291689
60,0.13392394238892896
61,0.1893764991002313
62,0.21942891430900208
63,0.15136991910020853
64,0.19727780642735315
65,0.2207184025906116
66,0.1856912382592812
67,0.2323114082783681
68,0.18731334555140972
69,0.25629035177402854
70,0.22456901847004285
71,0.17067551995817348
72,0.17393726110553243
73,0.24350835734210124
74,0.3001122338383927
75,0.17308819935586317
76,0.17988231556908169
77,0.24779263270567553
78,0.32128387863242897
79,0.17945848246055113
80,0.19875287114964063
81,0.14435594829563092
82,0.21363407069688012
83,0.30482794645644845
84,0.1865052391922178
85,0.2458039836320733
86,0.26195041047584533
87,0.17641059272441623
88,0.22813862532001644
89,0.21165420596569995
90,0.13966029113503436
91,0.2144269285528222
92,0.21382157091119497
93,0.2698323257821807
94,0.21964450373666927
95,0.19898536815949325
96,0.2280548716667235
97,0.16738507314176676
98,0.25083193586016056
99,0.24141749886065816
100,0.1991468874808457
101,0.21848317075781137
102,0.2419251972582973
103,0.2483140146487594
104,0.1753871359012787
105,0.16429429252839267
106,0.1774232334205641
107,0.24676150156366788
108,0.2236121854637642
109,0.2646130920752972
110,0.22772341033825688
111,0.18160997890700853
112,0.19109340377556422
113,0.2868657792318155
114,0.2469148622063279
115,0.20480719709211304
116,0.25662634423265424
117,0.21152023254041413
118,0.27636430665552975
119,0.21564873437975024
120,0.23588354570379483
121,0.21442927716685728
122,0.1901727765091446
123,0.23503268365809415
124,0.27595688517503775
125,0.28678361292867594
126,0.23864816646086817
127,0.20809271655585898
128,0.23161825805953817
129,0.22477758968415879
130,0.18776421326363196
131,0.1521140004870914
132,0.21406060616707906
133,0.18483537107538373
134,0.1929792658402366
135,0.22120827004589044
136,0.2186009351383315
137,0.1949883306262286
138,0.22502998533373225
139,0.19083516283284435
140,0.19412138701474108
141,0.25736815411646846
142,0.21885294456226684
143,0.1796725374949712
144,0.24631411969063005
145,0.2002563784491373
146,0.22894087427032922
147,0.18367603426415247
148,0.15591021354380724
149,0.24446045444584485
150,0.17232249499698632
151,0.22682689509352444
152,0.24176986732811395
153,0.14100106091857384
154,0.20147179639063367
155,0.1501123381872928
156,0.22060379916431205
157,0.21436864164207642
158,0.1654252429780822
159,0.22296037944082836
160,0.16136083542613516
161,0.2534099871528424
162,0.156665263597288
163,0.17659891273315304
164,0.23109501418147632
165,0.22259902352125688
166,0.16689046064058205
167,0.1751828170357178
168,0.1426348482652265
169,0.16567029099987657
170,0.19425101354512048
171,0.206576181232333
172,0.20203562491411742
173,0.23363537656088856
174,0.19150107592301963
175,0.18976125535551147
176,0.22237843799082085
177,0.20916685456574152
178,0.17936398416533111
179,0.25580311636445646
180,0.22854561641120297
181,0.19689897238844123
182,0.23457814491477763
183,0.1555330702975209
184,0.19511395005151871
185,0.21573877099169436
186,0.1958101737155305
187,0.16582310743797446
188,0.19927530774129854
189,0.20790793026584636
190,0.18935795415447432
191,0.19897354895110203
192,0.2026195928099182
193,0.14209255035952878
194,0.26143256823853417
195,0.27038841700092286
196,0.21393482598003438
197,0.20595201255496826
198,0.23428707001352256
199,0.18525459225389096
200,0.16768329073991306
201,0.17144370070174136
202,0.2221224275708642
203,0.2029558478925811
204,0.16120888847267972
205,0.14550314601396525
206,0.23966746475744855
207,0.19867062902436172
208,0.17542055736109552
209,0.22788767026787798
210,0.2243893392293118
211,0.23066834449117185
212,0.23020360690427377
213,0.28865127961009224
214,0.1968359036911737
215,0.22638441400306203
216,0.18418252530008672
217,0.2687874440806622
218,0.19679362055714628
219,0.20980294992638726
220,0.21669018424112335
221,0.2134736665424748
222,0.19151723869296472
223,0.1814925759745079
224,0.21548027478356685
225,0.2796221881042866
226,0.24040631377014782
227,0.20341075839566236
228,0.16930298606063487
229,0.2236559735043075
230,0.19084760215411717
231,0.1952059216082928
232,0.21218995288432657
233,0.1986643886306036
234,0.20144886856565497
235,0.2327031675564804
236,0.19122601273740575
237,0.15921288393444005
238,0.23393017620481354
239,0.2392029878820453
240,0.22580910274955984
241,0.21734114038600932
242,0.1930953973742871
243,0.1701996978856259
244,0.1867362578054838
245,0.2065800019262855
246,0.25587408983176174
247,0.15412737223638362
248,0.20226559312191178
249,0.1729815661737914
250,0.20783393217214657
251,0.19101299532359645
252,0.18289484499906455
253,0.19548914945610701
254,0.16166060846327218
255,0.157262680358294
256,0.15597034579838265
257,0.19061610121779476
258,0.20625684570888642
259,0.2559286881239082
260,0.21931331327623793
261,0.16741312499943434
262,0.17427871125216515
263,0.21822914800208787
264,0.19372506792373173
265,0.27482987914497786
266,0.15464703227363386
267,0.16563989937500567
268,0.22134423477229637
269,0.1841065766532346
270,0.25910992989293186
271,0.18155878114445834
272,0.2055925933874257
273,0.2031530832555794
274,0.19408680530643968
275,0.22360024952363394
276,0.1856435849902005
277,0.20402594769266585
278,0.24345116806152328
279,0.19265324276458617
280,0.2647686318447171
281,0.18361355334402912
282,0.1509889660562394
283,0.21253946684171238
284,0.24928797631293437
285,0.18007021975789772
286,0.20251823742615616
287,0.14956688886041464
288,0.20091674139961208
289,0.1807193369568269
290,0.18145731313082375
291,0.23881723036778324
292,0.1454621720800981
293,0.16433912179542803
294,0.2550025554285505
295,0.22096254022644202
296,0.13891164422819924
297,0.20576965272961162
298,0.22612802566301887
299,0.21553593479428929
300,0.2021242123775639
301,0.22017161268671992
302,0.17989667613845978
303,0.26106942188892807
304,0.22799523765638324
305,0.21244035161588998
306,0.2884827007373587
307,0.20073620905274042
308,0.19413534647811514
309,0.2054348301550341
310,0.1714402275073113
311,0.25884237313793995
312,0.21292951377107489
313,0.2094698452910907
314,0.23222420330122084
315,0.22991720468050636
316,0.20090222005992558
317,0.26621825051551756
318,0.19791414490696674
319,0.14648954058988412
320,0.20821097498498686
321,0.24102117177821453
322,0.20280486301445122
323,0.23584457631424754
324,0.2080419463682865
325,0.16570775447264452
326,0.28205988779012636
327,0.2577277286904229
328,0.24506029991962391
329,0.20764634226880602
330,0.21988178911964368
331,0.17629685138438544
332,0.1922769630981005
333,0.2611797102224131
334,0.1811033257431801
335,0.22756160015105775
336,0.19572119801274396
337,0.15590150858082352
