,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,tf_chi2_k10000,0.5,0.6855123674911661,0.5446278531577987
1,5000,5000,tf_chi2_k5000,0.5,0.6837455830388692,0.5425168749976934
2,3000,3000,tf_chi2_k3000,0.5,0.6749116607773852,0.534747567415444
3,1000,1000,tf_chi2_k1000,0.5,0.6607773851590106,0.5055791334365718
