,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,1.0,0.9525449674703406,0.6948187699117067
1,3000,3000,bow_chi2_k3000,0.0625,0.9502487562189055,0.5969565844887966
2,5000,5000,bow_chi2_k5000,2.0,0.937236892460773,0.5604525058021261
3,10000,10000,bow_chi2_k10000,0.0625,0.9456563337160352,0.5181591096905499
