,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,1.0,0.916953693073096,0.45357600775557433
1,10000,10000,bow_chi2_k10000,0.125,0.914657481821661,0.4479932116760761
2,5000,5000,bow_chi2_k5000,0.0625,0.9112131649445082,0.44481750001435083
3,3000,3000,bow_chi2_k3000,0.0625,0.9115958668197475,0.43885753523904136
