,Model,Best C,Test Accuracy,Test Macro F1
0,Majority Class,,0.580110497237569,0.24475524475524477
1,TFIDF + SVM,2.0,0.8812154696132597,0.5898112088133397
2,Proposed MNIR + SVM,0.0625,0.8453038674033149,0.5623458481775829
