,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tfidf_chi2_k5000,2.0,0.9392265193370166,0.7953000487884209
1,10000,5912,tfidf_chi2_k5912,1.0,0.9337016574585635,0.7914935964001385
2,3000,3000,tfidf_chi2_k3000,1.0,0.9337016574585635,0.7913406364110589
3,1000,1000,tfidf_chi2_k1000,4.0,0.9171270718232044,0.7797744890768147
