,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,0.25,0.7833333333333333,0.5079055663850985
1,500,500,bow_chi2_k500,0.25,0.7666666666666667,0.49263898044385845
