,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tfidf_chi2_k5000,4.0,0.676678445229682,0.46286347346462686
1,3000,3000,tfidf_chi2_k3000,2.0,0.6908127208480566,0.4614991641109694
2,10000,10000,tfidf_chi2_k10000,2.0,0.6713780918727915,0.46020551489613365
3,1000,1000,tfidf_chi2_k1000,4.0,0.6837455830388692,0.44408885956230065
