,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tfidf_chi2_k5000,0.25,0.6978798586572438,0.553516143299425
1,10000,10000,tfidf_chi2_k10000,0.25,0.6996466431095406,0.5496168004896185
2,3000,3000,tfidf_chi2_k3000,0.25,0.6872791519434629,0.5361934247383164
3,1000,1000,tfidf_chi2_k1000,0.25,0.6819787985865724,0.5171439969961513
