,Model,Best C,Test Accuracy,Test Macro F1,mnir_no_chi2_lowfreq_filter_applied,mnir_no_chi2_feature_limit,mnir_no_chi2_min_train_df,mnir_no_chi2_original_features,mnir_no_chi2_selected_features,mnir_no_chi2_removed_features,mnir_no_chi2_zero_train_features,mnir_no_chi2_filter_reason
0,Majority Class,,0.676081200353045,0.2689134632262594,,,,,,,,
1,TFIDF + SVM,0.25,0.6575463371579876,0.46315092145814285,,,,,,,,
2,TFIDF + SVM (No Chi-square),0.25,0.6628420123565755,0.45760243296701103,,,,,,,,
3,Proposed MNIR + SVM (No Chi-square),4.0,0.677846425419241,0.3908235387813395,True,,1.0,24425.0,23461.0,964.0,964.0,train_df_gte_1
4,Proposed MNIR + SVM,0.0625,0.6540158870255958,0.4195522220870828,,,,,,,,
