Date,PCR,看漲(Call) IV 平均值,看漲(Call) IV 樣本標準差,看跌(Put) IV 平均值,看跌(Put) IV 樣本標準差
2021-01-04,1.1290272567449715,0.0601846214297195,0.0516856389398381,0.1174240785265709,0.0761294992464664
2021-01-05,1.190708557072457,0.0398234635463795,0.0461687722158431,0.0894416897254805,0.0653830616046174
2021-01-06,1.219538047827557,0.0646970650897886,0.059993734818219,0.0616442289656853,0.0953260147694903
2021-01-07,1.145887254759406,0.1084307424680661,0.0467885435485003,0.1896757123082665,0.0701253575192478
2021-01-08,0.9282498833940256,0.1177777282443951,0.0507128949161899,0.1929945449090019,0.0839640140812595
2021-01-11,1.04089912803762,0.1039569619253167,0.0687344071943505,0.1886638788491686,0.0886268960026226
2021-01-12,1.071549671592775,0.1123299783409117,0.0482061719343555,0.1381924580718616,0.1107834097265255
2021-01-13,1.1680588820299764,0.0380475025610572,0.0727080388289966,0.1285895637680075,0.107267052842825
2021-01-14,1.1248613487988846,0.2274294804635492,0.0645593232361209,0.2880862653115872,0.1290794847036752
2021-01-15,1.0013321326291365,0.2821281912902277,0.0767699577905864,0.189504624967638,0.1427568303309461
2021-01-18,0.9871201413112644,0.232866506617194,0.1093665040577081,0.376649901463822,0.1756619774410547
2021-01-19,1.0864179101584084,0.1975585350378395,0.1528084454383315,0.4371954132834107,0.2950049401906697
2021-01-20,1.030992223472956,,,,
2021-01-21,1.092217506361997,0.094721070731144,0.0528488933712948,0.1674511792727249,0.0751668649361606
2021-01-22,0.9789021852237252,0.1171412496138827,0.0407562061888496,0.1168720501920059,0.0639352172353017
2021-01-25,0.9921452622966296,0.0847956800189937,0.0368828359768349,0.1339043838800154,0.0855721732667253
2021-01-26,0.9411946301492742,0.0892681893150216,0.036633952837658,0.0592626592422152,0.0865433583275125
2021-01-27,1.1045059477277717,0.0493139344554914,0.0452667049714282,0.047609298904471,0.0724614418901188
2021-01-28,0.9791810343754436,0.1314689813343157,0.0410134691874776,0.1857090368817561,0.094550107868682
2021-01-29,0.8782452237856664,0.1465534077273784,0.0448243970663355,0.115087800935747,0.0973222720961211
2021-02-01,1.1602425230257634,0.0639876227744738,0.0445640785758843,0.1710069128058725,0.0832346482183518
2021-02-02,1.149142885314252,0.0561328975724345,0.0526430510170911,0.1309493540785732,0.0738675799421024
2021-02-03,0.9424709129133654,0.0655340824736283,0.0498286167224704,0.0725741722423138,0.087977989231059
2021-02-04,1.047270963112749,0.1560369401598046,0.0288806176978488,0.2177201938590326,0.0774914075109158
2021-02-05,1.0254267838672837,0.1486338445242792,0.0390050755622553,0.1992507387328768,0.0938225696682885
2021-02-17,1.127860492629121,,,,
2021-02-18,1.1751032195801556,0.1087340952918747,0.0631208635613394,0.129288223694566,0.0758829023938544
2021-02-19,0.999168768631048,0.0799108396167518,0.037193351351692,0.1694144902763528,0.1224169974207976
2021-02-22,1.1220210500575667,0.0890399560645345,0.0328531438297793,0.132376754509095,0.1437172780209083
2021-02-23,1.184540596792933,0.0476880067518618,0.0427118399475175,0.0839087347113163,0.0686941402624145
2021-02-24,0.9844224404387428,0.0648935462199299,0.0422498438147091,0.0342358527247729,0.0874778018592861
2021-02-25,0.9725034663380064,0.0825816559801609,0.0339284806834977,0.1730196236673238,0.0885342445209178
2021-02-26,0.9173419349214306,0.1378811407323816,0.0425633411071186,0.1413826898421915,0.1230017366458617
2021-03-02,0.8685732476459952,0.1114437069281617,0.051271018392445,0.077912370451537,0.0961722845285657
2021-03-03,1.1075915999099462,0.0235266371415191,0.0567790421091594,0.0997939627040405,0.0765722246046694
2021-03-04,0.9581901001846416,0.1642940679005589,0.0365790377456632,0.1798358251352237,0.071875687356923
2021-03-05,1.0144232166612634,0.135563771102431,0.0398495660190328,0.2052028994019811,0.0854626428717191
2021-03-08,1.0446547450787602,0.1589864861755623,0.0495251193581367,0.1363827359279674,0.1003069773914717
2021-03-09,1.013399565352375,0.0997346965501827,0.053689073750352,0.1532002318270915,0.0841738341222378
2021-03-10,0.9291953391545712,0.078662043563045,0.0689604671036968,0.1040066754582586,0.0980609778044195
2021-03-11,1.1720289335442935,0.1622897474722695,0.0422105832653091,0.2874824539145706,0.1208994147943143
2021-03-12,1.0156850000747082,0.1939362381562851,0.1120956397958016,0.2519579658394662,0.0994776328430999
2021-03-15,1.084094572810317,0.1911219982608982,0.0834782698419558,0.3434069835689173,0.2009857634985589
2021-03-16,1.0327380052985202,0.1813261356803049,0.1580835165113612,0.3421944365179593,0.2913625367228132
2021-03-17,1.100403995848913,,,,
2021-03-18,0.9707683215850174,0.0726072969146283,0.0342153661111935,0.0946891147296986,0.081695172819486
2021-03-19,0.924274938223436,0.0743749596884947,0.0412544545179133,0.0949323612057358,0.0960768685361717
2021-03-22,1.0744029028631137,0.0421730969723498,0.0381137636665352,0.0786684359454243,0.03768090177585
2021-03-23,0.96753142161082,0.0499042952595572,0.0295496876559883,0.0471131926227235,0.0499443311426524
2021-03-24,1.0636413637275814,0.0321003707543276,0.0290501697122842,0.0449413650631218,0.0628639089805099
2021-03-25,1.0055255157768015,0.0701716340352225,0.0316231568316201,0.1095405422218405,0.0403494628196022
2021-03-26,1.112642924684275,0.0474778946629402,0.0361960806711526,0.1041671937204497,0.0468969503553768
2021-03-29,0.983115317287756,0.0457397231713924,0.0324320005499961,0.0869321722967906,0.0435588980533873
2021-03-30,1.1993964907898136,0.0251356786095425,0.0318007130095474,0.0775470206790895,0.0586831321806618
2021-03-31,0.9293957043365424,0.0423002798619242,0.0371020875759101,0.0332007418625317,0.0591816749008448
2021-04-01,1.0725851204202683,0.0721609475351191,0.0345919351716493,0.1210566398455151,0.0733533967042322
2021-04-06,1.1031057194040053,0.0624647813811872,0.0468274613904529,0.0767829278996716,0.0669209292314339
2021-04-07,0.9629172520738786,0.0203843940576267,0.0379892585464443,0.0770425055397068,0.0732483688452544
2021-04-08,1.1153602299385,0.0641650115930922,0.0400504304403294,0.1420281864364258,0.0620550105334308
2021-04-09,0.991370128257045,0.0989085111361176,0.0373194192207837,0.1166045771088388,0.0762652733606201
2021-04-12,1.0446011950211491,0.081646261945646,0.0333548821644335,0.1141963509755503,0.1014328612333248
2021-04-13,1.081795701327305,0.0965545626628146,0.0509623011931736,0.0555209923198474,0.0821575043210185
2021-04-14,0.9957467167638177,0.0375158900888245,0.055276852826185,0.1048017213224403,0.0954648836405335
2021-04-15,1.032711339205052,0.1045232121377281,0.0608200110311439,0.2478830870450476,0.1240064355659071
2021-04-16,1.012419460267065,0.1272419470439995,0.0491016769860537,0.2253903054743174,0.0979294233020005
2021-04-19,1.197749313149324,0.1600556563204367,0.1146261798098737,0.298177956600269,0.2224713995648763
2021-04-20,1.2597106728659797,0.1520688547247785,0.1298616796114488,0.401434328126315,0.3646318451301673
2021-04-21,1.0714873099544822,,,,
2021-04-22,1.1524334805125656,0.0951482180100133,0.0427313415278253,0.1247370249914251,0.1050465751333199
2021-04-23,1.2286857060246936,0.0544421899489458,0.0382182001916012,0.1194155387924335,0.0541219055233731
2021-04-26,1.2300994958804563,0.0266792503186426,0.0335469453500398,0.1259709019207846,0.0826107444430624
2021-04-27,1.162534176037305,0.0373882638321845,0.0440169308034094,0.0769458817551157,0.0811803589900454
2021-04-28,1.069777343124278,0.0269863664442587,0.0381958594649141,0.0605089081170771,0.0740379756595012
2021-04-29,1.183185085816022,0.0924276920498004,0.0372126077762878,0.1312785036610596,0.1164464123168144
2021-05-03,0.8800947798561986,0.1044336944547847,0.0426863001376583,0.0946436355735967,0.1025121853603151
2021-05-04,0.9214688808678414,0.0975870711794455,0.0389960814111842,0.0954660060312286,0.1056096411799661
2021-05-05,1.115840994058047,0.080075591163765,0.0556037000316086,0.0541167619245286,0.0964740743781759
2021-05-06,1.0968301734887238,0.1159202616795394,0.0417069452898225,0.2089138625105802,0.0664464535660247
2021-05-07,1.1143088941521309,0.0852741872323303,0.0463897222450692,0.1900552048099635,0.0591440127881182
2021-05-10,0.994866802137108,0.1140238250136978,0.0448514071186021,0.1413003682236322,0.1121318864480881
2021-05-11,1.0395348139795717,0.1748030100936353,0.0609663879737402,0.1224426989978541,0.1552858682224959
2021-05-12,1.0821629817335652,0.1951532084530937,0.1219471237477163,0.1543839006536285,0.2295346100976656
2021-05-13,0.960429116010715,0.3943902940135119,0.0890623646627641,0.6524505899361397,0.2809273994682344
2021-05-14,1.0294059134166211,0.2904024578428639,0.0886803371298561,0.5804397615763223,0.2460838377439576
2021-05-17,1.1496779293331882,0.5366919818942067,0.157020012381437,0.7652049510617421,0.4391548029830747
2021-05-18,1.1837695612643964,0.3108651879505674,0.2549697499114418,0.9309977009010716,0.5189453578077194
2021-05-19,0.9703956180101346,,,,
2021-05-20,0.8946313172457168,0.1428404944626605,0.048121884790426,0.2928805090914811,0.1607682550283038
2021-05-21,0.9487451014998644,0.1080165176798486,0.0343227362622041,0.2196942989600852,0.1127881491750182
2021-05-24,1.241378903577411,0.094478095492596,0.0285037363303221,0.1993018144103338,0.1176850542729457
2021-05-25,1.2421304578417875,0.0647378738546033,0.0520467484296383,0.1404250137520371,0.0971703973591585
2021-05-26,0.9918047627669409,0.0281060545773671,0.0407173316852489,0.0695736544748663,0.0813591975929245
2021-05-27,1.1702997788131206,0.1156230253981482,0.0519876530979061,0.2167724201316178,0.0852625041581435
2021-05-28,1.1119336956011088,0.1017311467904445,0.0843798365555999,0.2002822008658977,0.1019212428258134
2021-05-31,1.1578802198699132,0.0802801583257179,0.0700862758568014,0.1829155105569946,0.1225249030807966
2021-06-01,1.1923468111171407,0.045145361253636,0.0324304908246917,0.1217508914946662,0.106083353151018
2021-06-02,0.9910182613846876,0.0371801941546341,0.0431029422690795,0.0750752674690081,0.1025518903162008
2021-06-03,1.073401411512242,0.1207034776437856,0.0243059474933513,0.2054653761054842,0.0846242137943242
2021-06-04,1.0924208900491312,0.1274742549618441,0.0263423981969823,0.2045208223590208,0.1074741561219467
2021-06-07,1.0087929991058322,0.1217180898335825,0.066830176972134,0.2018856132348135,0.1105427086816663
2021-06-08,0.9376394378319612,0.113708445303955,0.0742383194572784,0.1699118900275559,0.1647623380155538
2021-06-09,0.9559563449604108,0.0916756083044068,0.0954284310839187,0.0807595391967441,0.1103881695104916
