,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,500,500,tfidf_chi2_k500,0.25,0.7333333333333333,0.435013876040703
1,1000,1000,tfidf_chi2_k1000,0.25,0.7083333333333334,0.3640578129260976
