,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,1.0,0.825,0.5438913789939975
1,500,500,bow_chi2_k500,0.25,0.8166666666666667,0.5369198312236287
