,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.0625,0.8762157382847038,0.3113415017279296
1,3000,3000,tf_chi2_k3000,0.0625,0.8762157382847038,0.3113415017279296
2,5000,5000,tf_chi2_k5000,0.0625,0.8762157382847038,0.3113415017279296
3,10000,10000,tf_chi2_k10000,0.0625,0.8762157382847038,0.3113415017279296
