,Model,Best C,Test Accuracy,Test Macro F1,mnir_no_chi2_lowfreq_filter_applied,mnir_no_chi2_feature_limit,mnir_no_chi2_min_train_df,mnir_no_chi2_original_features,mnir_no_chi2_selected_features,mnir_no_chi2_removed_features,mnir_no_chi2_zero_train_features,mnir_no_chi2_filter_reason
0,Majority Class,,0.8762704374723818,0.3113518605746585,,,,,,,,
1,TF + SVM,2.0,0.8775961113566063,0.3344757490667386,,,,,,,,
2,Proposed MNIR + SVM,0.0625,0.8762704374723818,0.3113518605746585,,,,,,,,
3,TF + SVM (No Chi-square),2.0,0.8780380026513478,0.33457992319378455,,,,,,,,
4,Proposed MNIR + SVM (No Chi-square),0.0625,0.8762704374723818,0.3113518605746585,True,,1.0,22144.0,21350.0,794.0,794.0,train_df_gte_1
