,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tf_chi2_k5000,2.0,0.8779840848806366,0.32612797374897456
1,10000,10000,tf_chi2_k10000,2.0,0.8770999115826702,0.3257991280413075
2,3000,3000,tf_chi2_k3000,4.0,0.8753315649867374,0.3254614076562565
3,1000,1000,tf_chi2_k1000,4.0,0.8762157382847038,0.31856713152857535
