,Model,Best C,Test Accuracy,Test Macro F1
0,Majority Class,,0.8791666666666667,0.31189948263118994
1,TF + SVM,0.25,0.8791666666666667,0.31189948263118994
2,Proposed MNIR + SVM,0.25,0.8791666666666667,0.31189948263118994
