,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,tf_chi2_k3000,4.0,0.8753315649867374,0.3319611935683364
1,5000,5000,tf_chi2_k5000,4.0,0.874447391688771,0.33158682992884797
2,10000,10000,tf_chi2_k10000,4.0,0.8735632183908046,0.3312710238337903
3,1000,1000,tf_chi2_k1000,4.0,0.8770999115826702,0.31881429901231884
