,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,5773,tfidf_chi2_k5773,0.125,0.8784530386740331,0.7516908212560387
1,3000,3000,tfidf_chi2_k3000,0.125,0.8729281767955801,0.7475476434257026
2,5000,5000,tfidf_chi2_k5000,0.125,0.8729281767955801,0.7475476434257026
3,1000,1000,tfidf_chi2_k1000,2.0,0.9060773480662984,0.740779561087455
