,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,bow_chi2_k10000,0.125,0.931113662456946,0.38378144836156
1,5000,5000,bow_chi2_k5000,0.0625,0.9292001530807501,0.37950750863652155
2,1000,1000,bow_chi2_k1000,1.0,0.9349406812093379,0.373733228270624
3,3000,3000,bow_chi2_k3000,1.0,0.9314963643321852,0.37359645409739556
