,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tf_chi2_k5000,0.5,0.9345579793340988,0.36767714832028364
1,3000,3000,tf_chi2_k3000,0.5,0.9337925755836204,0.3640357855657441
2,1000,1000,tf_chi2_k1000,1.0,0.933027171833142,0.3634600079586152
3,10000,10000,tf_chi2_k10000,0.5,0.9334098737083811,0.3510240701247913
