,Model,Best C,Test Accuracy,Test Macro F1
0,Majority Class,,0.9343791850009566,0.3220255167639205
1,TF + SVM,4.0,0.951980103309738,0.5263386753614343
2,Proposed MNIR + SVM,0.5,0.9334226133537402,0.366934525782994
3,TF + SVM (No Chi-square),4.0,0.9510235316625215,0.5798042707713537
4,Proposed MNIR + SVM (No Chi-square),0.25,0.9347618136598431,0.3585787223587446
