,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,tf_chi2_k5000,4.0,0.9479525449674704,0.5168027738656157
1,3000,3000,tf_chi2_k3000,4.0,0.9479525449674704,0.516230667484095
2,10000,10000,tf_chi2_k10000,2.0,0.9475698430922311,0.513636118406527
3,1000,1000,tf_chi2_k1000,2.0,0.9464217374665136,0.5069725754012929
