,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,bow_chi2_k3000,4.0,0.8373121131741822,0.38519483900110213
1,5000,5000,bow_chi2_k5000,4.0,0.8222811671087533,0.3728271123643791
2,10000,10000,bow_chi2_k10000,0.5,0.8275862068965517,0.37271853133922095
3,1000,1000,bow_chi2_k1000,0.5,0.8603006189213086,0.3533407868817548
