,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,bow_chi2_k3000,0.0625,0.8674033149171271,0.5778662244333886
1,5000,5000,bow_chi2_k5000,0.0625,0.861878453038674,0.5741622574955908
2,10000,5912,bow_chi2_k5912,0.0625,0.861878453038674,0.5741622574955908
3,1000,1000,bow_chi2_k1000,0.25,0.850828729281768,0.5643860240422424
