,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,tfidf_chi2_k10000,4.0,0.6890459363957597,0.5028823137477482
1,5000,5000,tfidf_chi2_k5000,4.0,0.6943462897526502,0.47080175054117995
2,3000,3000,tfidf_chi2_k3000,2.0,0.7084805653710248,0.4680060437933606
3,1000,1000,tfidf_chi2_k1000,4.0,0.6978798586572438,0.4605729927795426
