,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,tfidf_chi2_k3000,0.5,0.6925795053003534,0.3569693365516544
1,1000,1000,tfidf_chi2_k1000,0.125,0.6890459363957597,0.35262216648086214
2,5000,5000,tfidf_chi2_k5000,0.25,0.6890459363957597,0.3423751227071012
3,10000,10000,tfidf_chi2_k10000,2.0,0.6837455830388692,0.31578491606808073
