,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,500,500,bow_chi2_k500,0.25,0.8666666666666667,0.3605913605913606
1,1000,1000,bow_chi2_k1000,0.25,0.8666666666666667,0.3605913605913606
