,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.0625,0.9337925755836204,0.3609421485272761
1,3000,3000,tf_chi2_k3000,2.0,0.9322617680826636,0.3470415666223305
2,5000,5000,tf_chi2_k5000,0.0625,0.933027171833142,0.34404305059326895
3,10000,10000,tf_chi2_k10000,0.125,0.933027171833142,0.34404305059326895
