,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,1.0,0.7083333333333334,0.3957219251336898
1,500,500,bow_chi2_k500,0.25,0.7,0.38271604938271603
