Date,Total_Vol_Call,Num_Call,Mean_IV_Call,Std_IV_Call,Total_Vol_Put,Num_Put,Mean_IV_Put,Std_IV_Put,PCR_Volume
2022-01-03,12000.0,281,0.0031594304147591827,0.013370120644748266,11622.0,247,0.27629162711684496,0.02042995286758512,0.9685
2022-01-04,24343.0,532,0.003570908264527785,0.016024371178438718,15164.0,334,0.27686539006117156,0.020107760867334554,0.6229306166043627
2022-01-05,9496.0,215,0.0075709399938226766,0.02307940004309442,10460.0,224,0.26707527848332063,0.016384970879089442,1.1015164279696714
2022-01-06,15898.0,327,0.005652724375104128,0.01652938736371915,18559.0,356,0.28355473092517147,0.021648582709828015,1.1673795445968047
2022-01-07,14617.0,336,0.006411093182106887,0.02007349383929414,12149.0,262,0.2731844986539853,0.028463390693670182,0.8311555038653623
2022-01-10,9941.0,224,0.0009406438188515385,0.005317504139148979,7543.0,177,0.2826146910916549,0.03146001671382896,0.7587767830198169
2022-01-11,12939.0,297,0.0010043579241153099,0.004680681795188179,14198.0,314,0.25120428142061074,0.021139101535913158,1.097302728186104
2022-01-12,32559.0,719,0.00016249416538462744,0.0006817973322500474,35430.0,792,0.22879738977995037,0.026371710107414327,1.088178383856998
2022-01-19,5938.0,150,0.03557777732294427,0.03532526159521395,4923.0,106,0.4205780288349967,0.047211561741237806,0.8290670259346581
2022-01-20,13503.0,302,0.036534050430544404,0.049860935269670455,11095.0,233,0.39042108334942643,0.03459938115568526,0.8216692586832556
2022-01-21,10873.0,237,0.047231914635118874,0.03491125211170887,4918.0,114,0.4078096346085376,0.026842417564462696,0.4523130690701738
2022-01-24,8227.0,184,0.020563326218415657,0.029370095271710684,5110.0,94,0.4419015929243804,0.026692936379254625,0.6211255621733317
2022-01-25,8997.0,211,0.0693790836544759,0.05692836624079341,12587.0,227,0.47768123516189426,0.02790208221436928,1.3990218961876182
2022-01-26,13761.0,310,0.058599667753253815,0.02542511187991525,18223.0,358,0.44865355657972145,0.02390064220269023,1.324249691156166
2022-02-07,27926.0,548,0.002864038130019151,0.00919749706093331,21008.0,457,0.314535458894479,0.03610707752428234,0.7522738666475686
2022-02-08,18782.0,355,0.0047373258526618575,0.011577743663380059,19218.0,396,0.24714764339983145,0.027780355274450816,1.0232137152592908
2022-02-09,23305.0,449,0.00035935257061873636,0.0024107187936883044,55186.0,1129,0.2178007980193059,0.023762356984337405,2.3679897017807336
2022-02-16,5904.0,142,0.024713811856035297,0.025756559954411343,6850.0,186,0.453413260315538,0.04410516968220901,1.1602303523035231
2022-02-17,12190.0,260,0.02625430939204361,0.03222376292123511,9347.0,215,0.4126821071265782,0.03820906036928143,0.7667760459392945
2022-02-18,4259.0,96,0.03345530093042332,0.03725054263992554,8440.0,204,0.43459250430148816,0.04751276836956763,1.981685841746889
2022-02-21,9711.0,198,0.039225072491463314,0.038392907532085914,4796.0,104,0.4427315838147089,0.056463296290783435,0.4938729276078674
2022-02-22,8506.0,189,0.04200154872283179,0.05048947162314103,8536.0,196,0.46466639373496926,0.05288495860368402,1.003526922172584
2022-02-23,6815.0,146,0.019711209574051813,0.024964131022134593,7442.0,160,0.41537163265898036,0.041713223698618296,1.0920029347028612
2022-02-24,11222.0,252,0.06790469058856474,0.03922177790360479,11036.0,251,0.43983186527814366,0.11093719492849911,0.9834254143646409
2022-02-25,7546.0,173,0.053031707487039156,0.029929994570135947,5636.0,122,0.48910704166851243,0.059379886724037365,0.7468857672939305
2022-03-01,10663.0,230,0.01129747216276796,0.01835910703055704,9037.0,203,0.41486780687688934,0.05470650795606506,0.8475100815905467
2022-03-02,4412.0,99,0.012878581246231587,0.019987501964271376,16835.0,308,0.382211350930665,0.0420789739790266,3.8157298277425205
2022-03-03,10229.0,230,0.030590556835738976,0.028798280238516476,40114.0,820,0.3543307112898338,0.05157922966109383,3.9215954638772117
2022-03-04,11651.0,259,0.02567509358097294,0.027035029623338012,6876.0,151,0.4001606917460323,0.05978801818179337,0.5901639344262295
2022-03-07,24262.0,518,0.06783209831728029,0.02726803041901044,20008.0,453,0.4345456355817809,0.04581958306763311,0.82466408375237
2022-03-08,16517.0,359,0.08970844081625669,0.04672580194012325,17214.0,375,0.39729446205971697,0.05341087977426462,1.0421989465399286
2022-03-09,22831.0,530,0.033631500007278714,0.035218333040076065,25456.0,551,0.32541326690137645,0.045822480219344465,1.1149752529455565
2022-03-16,9059.0,199,0.1602931589703736,0.08491376949961228,3396.0,81,0.560329151299977,0.027340055460001574,0.3748758141075174
2022-03-17,14422.0,350,0.029400421332562633,0.04102103111274758,7525.0,174,0.5014989634125582,0.027964358682959572,0.5217722923311607
2022-03-18,5902.0,146,0.012876976175653983,0.023765329148025444,2886.0,70,0.4934568950222401,0.02650260928571699,0.4889867841409692
2022-03-21,6557.0,152,0.010977385522118716,0.022826202048719057,7030.0,161,0.48343350461994716,0.019215921808972455,1.0721366478572518
2022-03-22,5890.0,107,0.012605796905683166,0.016161194588405526,2982.0,69,0.45758489231598093,0.010415256620510053,0.5062818336162989
