dataset,leakage,feature,run,model,chi_square,best_c,test_accuracy,test_macro_f1,path
cwc_win_lose_mixed,no_leakage,bow,full_20260504_154912,Proposed MNIR + SVM,Yes,0.0625,0.8149171270718232,0.542013683957418,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,full_20260504_154912,BOW + SVM,No,0.0625,0.8756906077348067,0.6806696533980969,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,full_20260504_154912,Proposed MNIR + SVM,No,0.0625,0.8176795580110497,0.5441303677507906,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,patch_test_copy,BOW + SVM,Yes,0.25,0.8833333333333333,0.5912249354774667,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\patch_test_copy\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,patch_test_copy,Proposed MNIR + SVM,Yes,0.0625,0.8149171270718232,0.542013683957418,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\patch_test_copy\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,quick_20260504_153911,BOW + SVM,Yes,0.25,0.8791666666666667,0.5893224814088124,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,quick_20260504_153911,Proposed MNIR + SVM,Yes,0.25,0.85,0.566060606060606,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,no_leakage,bow,quick_test_direct_svm_validation,BOW + Direct SVM,Yes,0.25,0.8833333333333333,0.5912249354774667,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\bow\step4_direct_svm_runs\quick_test_direct_svm_validation\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,full_20260504_154912,TF + SVM,Yes,2.0,0.8674033149171271,0.5796932130416911,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,full_20260504_154912,Proposed MNIR + SVM,Yes,0.125,0.8232044198895028,0.5453635934281825,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,full_20260504_154912,TF + SVM,No,1.0,0.8729281767955801,0.5837650004316671,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,full_20260504_154912,Proposed MNIR + SVM,No,0.0625,0.8204419889502762,0.5431433949205331,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,quick_20260504_153911,TF + SVM,Yes,1.0,0.8916666666666667,0.5970662881231986,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tf,quick_20260504_153911,Proposed MNIR + SVM,Yes,0.25,0.8416666666666667,0.5604906618404847,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,full_20260504_154912,TFIDF + SVM,Yes,0.5,0.856353591160221,0.5715595504146304,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,full_20260504_154912,Proposed MNIR + SVM,Yes,0.125,0.8121546961325967,0.5372879451746995,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,full_20260504_154912,TFIDF + SVM,No,0.5,0.861878453038674,0.5754780050808931,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,full_20260504_154912,Proposed MNIR + SVM,No,0.125,0.8149171270718232,0.5391032296001192,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,quick_20260504_153911,TFIDF + SVM,Yes,1.0,0.9083333333333332,0.6081675028130576,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,no_leakage,tfidf,quick_20260504_153911,Proposed MNIR + SVM,Yes,0.25,0.8583333333333333,0.5724555714752533,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\no_leakage\tfidf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,full_20260504_154912,BOW + SVM,Yes,0.25,0.8535911602209945,0.6460228950989504,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,full_20260504_154912,Proposed MNIR + SVM,Yes,0.0625,0.8535911602209945,0.5705991539324873,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,full_20260504_154912,BOW + SVM,No,0.25,0.8591160220994475,0.6385228154906174,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,full_20260504_154912,Proposed MNIR + SVM,No,0.0625,0.8453038674033149,0.5646772821198492,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,quick_20260504_153911,BOW + SVM,Yes,0.25,0.8541666666666666,0.5722705314009662,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,bow,quick_20260504_153911,Proposed MNIR + SVM,Yes,1.0,0.8625,0.5756259052348437,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\bow\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,full_20260504_154912,TF + SVM,Yes,4.0,0.8701657458563536,0.5818530808770902,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,full_20260504_154912,Proposed MNIR + SVM,Yes,0.0625,0.8425414364640884,0.5608024691358025,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,full_20260504_154912,TF + SVM,No,4.0,0.8701657458563536,0.5818530808770902,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,full_20260504_154912,Proposed MNIR + SVM,No,0.0625,0.8480662983425414,0.5632627925204344,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,quick_20260504_153911,TF + SVM,Yes,1.0,0.8916666666666667,0.5968333857607214,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tf,quick_20260504_153911,Proposed MNIR + SVM,Yes,0.25,0.8541666666666666,0.5688593576965669,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,full_20260504_154912,TFIDF + SVM,Yes,2.0,0.8812154696132597,0.5898112088133397,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,full_20260504_154912,Proposed MNIR + SVM,Yes,0.0625,0.8453038674033149,0.5623458481775829,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,full_20260504_154912,TFIDF + SVM,No,1.0,0.8812154696132597,0.5898112088133397,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,full_20260504_154912,Proposed MNIR + SVM,No,0.0625,0.8425414364640884,0.5602058242952515,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\full_20260504_154912\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,quick_20260504_153911,TFIDF + SVM,Yes,1.0,0.8958333333333334,0.599414333928926,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\quick_20260504_153911\model_comparison.csv
cwc_win_lose_mixed,with_leakage,tfidf,quick_20260504_153911,Proposed MNIR + SVM,Yes,0.25,0.8541666666666666,0.5696568415376609,D:\Github\Personal-Project\textual data analysis\artifacts\reports\cwc_win_lose_mixed\with_leakage\tfidf\step3_runs\quick_20260504_153911\model_comparison.csv
