,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,tfidf_chi2_k10000,1.0,0.8762157382847038,0.3254843656868851
1,3000,3000,tfidf_chi2_k3000,0.125,0.8753315649867374,0.3183215184006793
2,5000,5000,tfidf_chi2_k5000,0.25,0.8753315649867374,0.3183215184006793
3,1000,1000,tfidf_chi2_k1000,0.0625,0.8717948717948718,0.3173535456930939
