,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,tfidf_chi2_k10000,4.0,0.861184792219275,0.35420617222911716
1,3000,3000,tfidf_chi2_k3000,4.0,0.8691423519009726,0.3475151849878731
2,5000,5000,tfidf_chi2_k5000,2.0,0.8717948717948718,0.34266596372389263
3,1000,1000,tfidf_chi2_k1000,4.0,0.8691423519009726,0.34167253086480814
