,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,bow_chi2_k10000,0.5,0.6837455830388692,0.36414180841277344
1,5000,5000,bow_chi2_k5000,0.25,0.6890459363957597,0.3625140291806958
2,3000,3000,bow_chi2_k3000,0.5,0.6802120141342756,0.3356252789539078
3,1000,1000,bow_chi2_k1000,4.0,0.6837455830388692,0.3190538662371569
