,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,bow_chi2_k10000,0.25,0.627208480565371,0.47044877288437786
1,5000,5000,bow_chi2_k5000,0.0625,0.6484098939929329,0.46233744569758434
2,3000,3000,bow_chi2_k3000,0.5,0.6378091872791519,0.4528181803035604
3,1000,1000,bow_chi2_k1000,0.25,0.6713780918727915,0.4326157341030505
