,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,4.0,0.9506314580941446,0.657992565055762
1,10000,10000,tf_chi2_k10000,0.5,0.9506314580941446,0.5481167629621239
2,3000,3000,tf_chi2_k3000,2.0,0.9506314580941446,0.5481032095035117
3,5000,5000,tf_chi2_k5000,1.0,0.9502487562189055,0.5480326510756862
