,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.0625,0.9261385380788366,0.47259367678092473
1,5000,5000,tf_chi2_k5000,0.5,0.9200153080750095,0.45958259458219763
2,10000,10000,tf_chi2_k10000,2.0,0.9257558362035974,0.45562966675662825
3,3000,3000,tf_chi2_k3000,1.0,0.9177190968235744,0.45311986863711
