,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.125,0.8839779005524862,0.8512142776459957
1,3000,3000,tf_chi2_k3000,0.125,0.8950276243093923,0.8170857424588768
2,5000,5000,tf_chi2_k5000,0.125,0.8950276243093923,0.8170857424588768
3,10000,5773,tf_chi2_k5773,0.125,0.8950276243093923,0.8170857424588768
