,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.0625,0.8232044198895028,0.5429525172014442
1,3000,3000,tf_chi2_k3000,0.25,0.8232044198895028,0.5420498741706704
2,5000,5000,tf_chi2_k5000,0.25,0.8232044198895028,0.5420498741706704
3,10000,5773,tf_chi2_k5773,0.25,0.8232044198895028,0.5420498741706704
