,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tfidf_chi2_k1000,4.0,0.9410639112131649,0.5422846525931383
1,10000,10000,tfidf_chi2_k10000,2.0,0.9429774205893608,0.49241028541287607
2,5000,5000,tfidf_chi2_k5000,1.0,0.9437428243398392,0.48773697597444365
3,3000,3000,tfidf_chi2_k3000,2.0,0.9399158055874474,0.48369031387899314
