,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,500,500,tfidf_chi2_k500,1.0,0.875,0.3664673642252118
1,1000,1000,tfidf_chi2_k1000,0.25,0.875,0.3111111111111111
