,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,5000,5000,bow_chi2_k5000,0.5,0.6325088339222615,0.4665342391760743
1,10000,10000,bow_chi2_k10000,0.125,0.6431095406360424,0.461892712714149
2,1000,1000,bow_chi2_k1000,0.25,0.6784452296819788,0.45550353520497655
3,3000,3000,bow_chi2_k3000,0.5,0.6360424028268551,0.45209594821108606
