,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,bow_chi2_k10000,0.0625,0.6872791519434629,0.36595768250803146
1,5000,5000,bow_chi2_k5000,0.125,0.6872791519434629,0.36161330999567126
2,3000,3000,bow_chi2_k3000,1.0,0.6890459363957597,0.3477995694809854
3,1000,1000,bow_chi2_k1000,0.5,0.6784452296819788,0.3103467685020415
