,Date,File,收盤價(元)
630,2023-05-10,o20230510.csv,15641.76
631,2023-05-11,o20230511.csv,15514.64
632,2023-05-12,o20230512.csv,15502.36
633,2023-05-15,o20230515.csv,15475.05
634,2023-05-16,o20230516.csv,15673.9
635,2023-05-17,o20230517.csv,15925.29
636,2023-05-18,o20230518.csv,16101.88
637,2023-05-19,o20230519.csv,16174.92
638,2023-05-22,o20230522.csv,16180.89
639,2023-05-23,o20230523.csv,16188.03
640,2023-05-24,o20230524.csv,16159.32
641,2023-05-25,o20230525.csv,16292.0
642,2023-05-26,o20230526.csv,16505.05
643,2023-05-29,o20230529.csv,16636.3
644,2023-05-30,o20230530.csv,16622.74
645,2023-05-31,o20230531.csv,16578.96
646,2023-06-01,o20230601.csv,16512.65
647,2023-06-02,o20230602.csv,16706.91
648,2023-06-05,o20230605.csv,16714.43
649,2023-06-06,o20230606.csv,16761.66
650,2023-06-07,o20230607.csv,16922.48
651,2023-06-08,o20230608.csv,16733.69
652,2023-06-09,o20230609.csv,16886.4
653,2023-06-12,o20230612.csv,16955.37
654,2023-06-13,o20230613.csv,17216.6
655,2023-06-14,o20230614.csv,17238.14
656,2023-06-15,o20230615.csv,17334.98
657,2023-06-16,o20230616.csv,17288.91
658,2023-06-19,o20230619.csv,17274.56
659,2023-06-20,o20230620.csv,17184.91
660,2023-06-21,o20230621.csv,17202.4
661,2023-06-26,o20230626.csv,17059.24
662,2023-06-27,o20230627.csv,16887.9
663,2023-06-28,o20230628.csv,16935.63
664,2023-06-29,o20230629.csv,16942.3
665,2023-06-30,o20230630.csv,16915.54
666,2023-07-03,o20230703.csv,17084.2
667,2023-07-04,o20230704.csv,17140.77
668,2023-07-05,o20230705.csv,17056.43
669,2023-07-06,o20230706.csv,16762.17
670,2023-07-07,o20230707.csv,16664.21
671,2023-07-10,o20230710.csv,16652.8
672,2023-07-11,o20230711.csv,16898.91
673,2023-07-12,o20230712.csv,16962.03
674,2023-07-13,o20230713.csv,17061.4
675,2023-07-14,o20230714.csv,17283.71
676,2023-07-17,o20230717.csv,17334.29
677,2023-07-18,o20230718.csv,17227.91
678,2023-07-19,o20230719.csv,17116.44
679,2023-07-20,o20230720.csv,17164.89
680,2023-07-21,o20230721.csv,17030.7
681,2023-07-24,o20230724.csv,17033.61
682,2023-07-25,o20230725.csv,17198.89
683,2023-07-26,o20230726.csv,17162.55
684,2023-07-27,o20230727.csv,17241.82
685,2023-07-28,o20230728.csv,17292.93
686,2023-07-31,o20230731.csv,17145.43
687,2023-08-01,o20230801.csv,17212.87
688,2023-08-02,o20230802.csv,16893.73
689,2023-08-04,o20230804.csv,16843.68
690,2023-08-07,o20230807.csv,16996.0
691,2023-08-08,o20230808.csv,16877.07
692,2023-08-09,o20230809.csv,16870.94
693,2023-08-10,o20230810.csv,16634.7
694,2023-08-11,o20230811.csv,16601.25
695,2023-08-14,o20230814.csv,16393.66
696,2023-08-15,o20230815.csv,16454.8
697,2023-08-16,o20230816.csv,16446.78
698,2023-08-17,o20230817.csv,16516.66
699,2023-08-18,o20230818.csv,16381.31
700,2023-08-21,o20230821.csv,16381.49
701,2023-08-22,o20230822.csv,16437.61
702,2023-08-23,o20230823.csv,16576.9
703,2023-08-24,o20230824.csv,16770.87
704,2023-08-25,o20230825.csv,16481.58
705,2023-08-28,o20230828.csv,16509.26
706,2023-08-29,o20230829.csv,16623.65
707,2023-08-30,o20230830.csv,16719.82
708,2023-08-31,o20230831.csv,16634.51
709,2023-09-01,o20230901.csv,16644.94
710,2023-09-04,o20230904.csv,16789.69
711,2023-09-05,o20230905.csv,16791.61
712,2023-09-06,o20230906.csv,16738.16
713,2023-09-07,o20230907.csv,16619.14
714,2023-09-08,o20230908.csv,16576.02
715,2023-09-11,o20230911.csv,16432.95
716,2023-09-12,o20230912.csv,16572.71
717,2023-09-13,o20230913.csv,16581.51
718,2023-09-14,o20230914.csv,16807.56
719,2023-09-15,o20230915.csv,16920.92
720,2023-09-18,o20230918.csv,16698.24
721,2023-09-19,o20230919.csv,16636.32
722,2023-09-20,o20230920.csv,16534.75
723,2023-09-21,o20230921.csv,16316.67
724,2023-09-22,o20230922.csv,16344.48
725,2023-09-25,o20230925.csv,16452.23
726,2023-09-26,o20230926.csv,16276.07
727,2023-09-27,o20230927.csv,16310.36
728,2023-09-28,o20230928.csv,16353.74
729,2023-10-02,o20231002.csv,16557.31
730,2023-10-03,o20231003.csv,16454.34
731,2023-10-04,o20231004.csv,16273.38
732,2023-10-05,o20231005.csv,16453.52
733,2023-10-06,o20231006.csv,16520.57
734,2023-10-11,o20231011.csv,16672.03
735,2023-10-12,o20231012.csv,16825.91
736,2023-10-13,o20231013.csv,16782.57
737,2023-10-16,o20231016.csv,16652.24
738,2023-10-17,o20231017.csv,16642.55
739,2023-10-18,o20231018.csv,16440.91
740,2023-10-19,o20231019.csv,16452.73
741,2023-10-20,o20231020.csv,16440.72
742,2023-10-23,o20231023.csv,16251.36
743,2023-10-24,o20231024.csv,16309.76
744,2023-10-25,o20231025.csv,16358.89
745,2023-10-26,o20231026.csv,16073.74
746,2023-10-27,o20231027.csv,16134.61
747,2023-10-30,o20231030.csv,16149.68
748,2023-10-31,o20231031.csv,16001.27
749,2023-11-01,o20231101.csv,16038.56
750,2023-11-02,o20231102.csv,16396.95
751,2023-11-03,o20231103.csv,16507.65
752,2023-11-06,o20231106.csv,16649.36
753,2023-11-07,o20231107.csv,16684.95
754,2023-11-08,o20231108.csv,16740.83
755,2023-11-09,o20231109.csv,16745.65
756,2023-11-10,o20231110.csv,16682.67
757,2023-11-13,o20231113.csv,16839.29
758,2023-11-14,o20231114.csv,16915.71
759,2023-11-15,o20231115.csv,17128.78
760,2023-11-16,o20231116.csv,17171.18
761,2023-11-17,o20231117.csv,17208.95
762,2023-11-20,o20231120.csv,17210.47
763,2023-11-21,o20231121.csv,17416.7
764,2023-11-22,o20231122.csv,17310.26
765,2023-11-23,o20231123.csv,17294.55
766,2023-11-24,o20231124.csv,17287.42
767,2023-11-27,o20231127.csv,17137.42
768,2023-11-28,o20231128.csv,17341.25
769,2023-11-29,o20231129.csv,17370.56
770,2023-11-30,o20231130.csv,17433.85
771,2023-12-01,o20231201.csv,17438.35
772,2023-12-04,o20231204.csv,17421.48
773,2023-12-05,o20231205.csv,17328.01
774,2023-12-06,o20231206.csv,17360.72
775,2023-12-07,o20231207.csv,17278.74
776,2023-12-08,o20231208.csv,17383.99
777,2023-12-11,o20231211.csv,17418.34
778,2023-12-12,o20231212.csv,17450.63
779,2023-12-13,o20231213.csv,17468.93
780,2023-12-14,o20231214.csv,17653.11
781,2023-12-15,o20231215.csv,17673.87
782,2023-12-18,o20231218.csv,17652.03
783,2023-12-19,o20231219.csv,17576.55
784,2023-12-20,o20231220.csv,17635.2
785,2023-12-21,o20231221.csv,17543.74
786,2023-12-22,o20231222.csv,17596.63
787,2023-12-25,o20231225.csv,17604.84
788,2023-12-26,o20231226.csv,17751.73
789,2023-12-27,o20231227.csv,17891.5
790,2023-12-28,o20231228.csv,17910.37
791,2023-12-29,o20231229.csv,17930.81
792,2024-01-02,o20240102.csv,17853.76
793,2024-01-03,o20240103.csv,17559.31
794,2024-01-04,o20240104.csv,17549.65
795,2024-01-05,o20240105.csv,17519.14
796,2024-01-08,o20240108.csv,17572.66
797,2024-01-09,o20240109.csv,17535.49
798,2024-01-10,o20240110.csv,17465.63
799,2024-01-11,o20240111.csv,17545.32
800,2024-01-12,o20240112.csv,17512.83
801,2024-01-15,o20240115.csv,17546.82
802,2024-01-16,o20240116.csv,17346.87
803,2024-01-17,o20240117.csv,17161.79
804,2024-01-18,o20240118.csv,17227.79
805,2024-01-19,o20240119.csv,17681.52
806,2024-01-22,o20240122.csv,17815.1
807,2024-01-23,o20240123.csv,17874.59
808,2024-01-24,o20240124.csv,17875.83
809,2024-01-25,o20240125.csv,18002.62
810,2024-01-26,o20240126.csv,17995.03
811,2024-01-29,o20240129.csv,18119.63
812,2024-01-30,o20240130.csv,18034.63
813,2024-01-31,o20240131.csv,17889.56
814,2024-02-01,o20240201.csv,17968.11
815,2024-02-02,o20240202.csv,18059.93
816,2024-02-05,o20240205.csv,18096.07
817,2024-02-15,o20240215.csv,18644.57
818,2024-02-16,o20240216.csv,18607.25
819,2024-02-19,o20240219.csv,18635.8
820,2024-02-20,o20240220.csv,18753.16
821,2024-02-21,o20240221.csv,18676.31
822,2024-02-22,o20240222.csv,18852.78
823,2024-02-23,o20240223.csv,18889.19
824,2024-02-26,o20240226.csv,18948.05
825,2024-02-27,o20240227.csv,18854.41
826,2024-02-29,o20240229.csv,18966.77
827,2024-03-01,o20240301.csv,18935.93
828,2024-03-04,o20240304.csv,19305.31
829,2024-03-05,o20240305.csv,19386.92
830,2024-03-06,o20240306.csv,19499.45
831,2024-03-07,o20240307.csv,19693.52
832,2024-03-08,o20240308.csv,19785.32
833,2024-03-11,o20240311.csv,19726.08
834,2024-03-12,o20240312.csv,19914.55
835,2024-03-13,o20240313.csv,19928.51
836,2024-03-14,o20240314.csv,19937.92
837,2024-03-15,o20240315.csv,19682.5
838,2024-03-18,o20240318.csv,19879.85
839,2024-03-19,o20240319.csv,19857.2
840,2024-03-20,o20240320.csv,19784.45
841,2024-03-21,o20240321.csv,20199.09
842,2024-03-22,o20240322.csv,20228.43
843,2024-03-25,o20240325.csv,20192.25
844,2024-03-26,o20240326.csv,20126.49
845,2024-03-27,o20240327.csv,20200.12
846,2024-03-28,o20240328.csv,20146.55
847,2024-03-29,o20240329.csv,20294.45
848,2024-04-01,o20240401.csv,20222.33
849,2024-04-02,o20240402.csv,20466.57
850,2024-04-03,o20240403.csv,20337.6
851,2024-04-08,o20240408.csv,20417.7
852,2024-04-09,o20240409.csv,20796.2
853,2024-04-10,o20240410.csv,20763.53
854,2024-04-11,o20240411.csv,20753.22
855,2024-04-12,o20240412.csv,20736.57
856,2024-04-15,o20240415.csv,20449.77
857,2024-04-16,o20240416.csv,19901.96
858,2024-04-17,o20240417.csv,20213.33
859,2024-04-18,o20240418.csv,20301.2
860,2024-04-19,o20240419.csv,19527.12
861,2024-04-22,o20240422.csv,19411.22
862,2024-04-23,o20240423.csv,19599.28
863,2024-04-24,o20240424.csv,20131.74
864,2024-04-25,o20240425.csv,19857.42
865,2024-04-26,o20240426.csv,20120.51
866,2024-04-29,o20240429.csv,20495.52
867,2024-04-30,o20240430.csv,20396.6
868,2024-05-02,o20240502.csv,20222.44
869,2024-05-03,o20240503.csv,20330.32
870,2024-05-06,o20240506.csv,20523.31
871,2024-05-07,o20240507.csv,20653.53
872,2024-05-08,o20240508.csv,20700.51
873,2024-05-09,o20240509.csv,20560.77
874,2024-05-10,o20240510.csv,20708.84
875,2024-05-13,o20240513.csv,20857.71
876,2024-05-14,o20240514.csv,20985.85
877,2024-05-15,o20240515.csv,21147.21
878,2024-05-16,o20240516.csv,21304.26
879,2024-05-17,o20240517.csv,21258.47
880,2024-05-20,o20240520.csv,21271.63
881,2024-05-21,o20240521.csv,21236.75
882,2024-05-22,o20240522.csv,21551.83
883,2024-05-23,o20240523.csv,21607.43
884,2024-05-24,o20240524.csv,21565.34
885,2024-05-27,o20240527.csv,21803.77
886,2024-05-28,o20240528.csv,21858.41
887,2024-05-29,o20240529.csv,21662.5
888,2024-05-30,o20240530.csv,21364.48
889,2024-05-31,o20240531.csv,21174.22
890,2024-06-03,o20240603.csv,21536.76
891,2024-06-04,o20240604.csv,21356.62
892,2024-06-05,o20240605.csv,21484.88
893,2024-06-06,o20240606.csv,21902.7
894,2024-06-07,o20240607.csv,21858.38
895,2024-06-11,o20240611.csv,21792.12
896,2024-06-12,o20240612.csv,22048.96
897,2024-06-13,o20240613.csv,22312.04
898,2024-06-14,o20240614.csv,22504.72
899,2024-06-17,o20240617.csv,22496.53
900,2024-06-18,o20240618.csv,22757.43
901,2024-06-19,o20240619.csv,23209.54
902,2024-06-20,o20240620.csv,23406.1
903,2024-06-21,o20240621.csv,23253.39
904,2024-06-24,o20240624.csv,22813.7
905,2024-06-25,o20240625.csv,22875.97
906,2024-06-26,o20240626.csv,22986.69
907,2024-06-27,o20240627.csv,22905.98
908,2024-06-28,o20240628.csv,23032.25
909,2024-07-01,o20240701.csv,23058.57
910,2024-07-02,o20240702.csv,22879.37
911,2024-07-03,o20240703.csv,23172.43
912,2024-07-04,o20240704.csv,23522.53
913,2024-07-05,o20240705.csv,23556.59
914,2024-07-08,o20240708.csv,23878.15
915,2024-07-09,o20240709.csv,23900.08
916,2024-07-10,o20240710.csv,24007.08
917,2024-07-11,o20240711.csv,24390.03
918,2024-07-12,o20240712.csv,23916.93
919,2024-07-15,o20240715.csv,23879.36
920,2024-07-16,o20240716.csv,23997.25
921,2024-07-17,o20240717.csv,23769.82
922,2024-07-18,o20240718.csv,23398.47
923,2024-07-19,o20240719.csv,22869.26
924,2024-07-22,o20240722.csv,22256.99
925,2024-07-23,o20240723.csv,22871.84
926,2024-07-26,o20240726.csv,22119.21
927,2024-07-29,o20240729.csv,22164.49
928,2024-07-30,o20240730.csv,22223.57
929,2024-07-31,o20240731.csv,22199.35
930,2024-08-01,o20240801.csv,22642.1
931,2024-08-02,o20240802.csv,21638.09
932,2024-08-05,o20240805.csv,19830.88
933,2024-08-06,o20240806.csv,20501.02
934,2024-08-07,o20240807.csv,21295.28
935,2024-08-08,o20240808.csv,20870.1
936,2024-08-09,o20240809.csv,21469.0
937,2024-08-12,o20240812.csv,21773.26
938,2024-08-13,o20240813.csv,21796.57
939,2024-08-14,o20240814.csv,22027.25
940,2024-08-15,o20240815.csv,21895.17
941,2024-08-16,o20240816.csv,22349.33
942,2024-08-19,o20240819.csv,22409.63
943,2024-08-20,o20240820.csv,22429.1
944,2024-08-21,o20240821.csv,22237.89
945,2024-08-22,o20240822.csv,22148.83
946,2024-08-23,o20240823.csv,22158.05
947,2024-08-26,o20240826.csv,22240.12
948,2024-08-27,o20240827.csv,22185.0
949,2024-08-28,o20240828.csv,22370.66
950,2024-08-29,o20240829.csv,22201.85
951,2024-08-30,o20240830.csv,22268.09
952,2024-09-02,o20240902.csv,22235.1
953,2024-09-03,o20240903.csv,22092.21
954,2024-09-04,o20240904.csv,21092.75
955,2024-09-05,o20240905.csv,21187.71
956,2024-09-06,o20240906.csv,21435.19
957,2024-09-09,o20240909.csv,21144.44
958,2024-09-10,o20240910.csv,21064.08
959,2024-09-11,o20240911.csv,21031.0
960,2024-09-12,o20240912.csv,21653.25
961,2024-09-13,o20240913.csv,21759.65
962,2024-09-16,o20240916.csv,21850.08
963,2024-09-18,o20240918.csv,21678.84
964,2024-09-19,o20240919.csv,22042.69
965,2024-09-20,o20240920.csv,22159.42
966,2024-09-23,o20240923.csv,22285.53
967,2024-09-24,o20240924.csv,22431.78
968,2024-09-25,o20240925.csv,22761.6
969,2024-09-26,o20240926.csv,22858.81
970,2024-09-27,o20240927.csv,22822.79
971,2024-09-30,o20240930.csv,22224.54
972,2024-10-01,o20241001.csv,22390.39
973,2024-10-04,o20241004.csv,22302.71
974,2024-10-07,o20241007.csv,22702.56
975,2024-10-08,o20241008.csv,22611.39
976,2024-10-09,o20241009.csv,22659.08
977,2024-10-11,o20241011.csv,22901.64
978,2024-10-14,o20241014.csv,22975.29
979,2024-10-15,o20241015.csv,23292.04
980,2024-10-16,o20241016.csv,23010.98
981,2024-10-17,o20241017.csv,23053.84
982,2024-10-18,o20241018.csv,23487.27
983,2024-10-21,o20241021.csv,23542.53
984,2024-10-22,o20241022.csv,23535.43
985,2024-10-23,o20241023.csv,23334.76
986,2024-10-24,o20241024.csv,23192.52
987,2024-10-25,o20241025.csv,23348.45
