,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,5912,tf_chi2_k5912,4.0,0.9392265193370166,0.7953000487884209
1,5000,5000,tf_chi2_k5000,4.0,0.9392265193370166,0.7953000487884209
2,3000,3000,tf_chi2_k3000,2.0,0.9337016574585635,0.7913406364110589
3,1000,1000,tf_chi2_k1000,4.0,0.9337016574585635,0.7913406364110589
