,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.0625,0.8729281767955801,0.5810678094727914
1,3000,3000,tf_chi2_k3000,0.0625,0.8729281767955801,0.5805190428041793
2,5000,5000,tf_chi2_k5000,0.0625,0.8674033149171271,0.5761859668109669
3,10000,5912,tf_chi2_k5912,0.0625,0.8674033149171271,0.5761859668109669
