,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,tfidf_chi2_k3000,4.0,0.870026525198939,0.37063979586699275
1,10000,10000,tfidf_chi2_k10000,2.0,0.870026525198939,0.3596377320263561
2,5000,5000,tfidf_chi2_k5000,4.0,0.865605658709107,0.3570467167310783
3,1000,1000,tfidf_chi2_k1000,4.0,0.8664898320070734,0.33442977024575155
