,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tfidf_chi2_k1000,4.0,0.939150401836969,0.5342386959097628
1,5000,5000,tfidf_chi2_k5000,1.0,0.9425947187141217,0.483285454177625
2,10000,10000,tfidf_chi2_k10000,2.0,0.9402985074626866,0.4830481096874801
3,3000,3000,tfidf_chi2_k3000,0.5,0.9425947187141217,0.4726100225192784
