Date,holdings_0050,position_0050,holdings_00631L,position_00631L,profitfee,cumReturn
2014-10-31,0.7,45.709999999999994,0.30000000000000004,6.0600000000000005,,
2014-11-03,0.7,45.919999999999995,0.30000000000000004,6.1080000000000005,0.2580000000000009,0.2580000000000009
2014-11-04,0.7,45.955,0.30000000000000004,6.141000000000001,0.06800000000000406,0.32600000000000495
2014-11-05,0.7,45.849999999999994,0.30000000000000004,6.090000000000001,-0.15600000000000414,0.17000000000000082
2014-11-06,0.7,45.56999999999999,0.30000000000000004,6.003000000000001,-0.3670000000000009,-0.19700000000000006
2014-11-07,0.7,45.64,0.30000000000000004,6.039000000000001,0.10600000000000698,-0.09099999999999309
2014-11-10,0.7,46.305,0.30000000000000004,6.222,0.847999999999999,0.7570000000000059
2014-11-11,0.7,46.165,0.30000000000000004,6.207000000000002,-0.15499999999999936,0.6020000000000065
2014-11-12,0.7,45.5,0.30000000000000004,6.030000000000001,-0.8419999999999996,-0.2399999999999931
2014-11-13,0.7,45.955,0.30000000000000004,6.090000000000001,0.5149999999999979,0.2750000000000048
2014-11-14,0.7,45.99,0.30000000000000004,6.096000000000001,0.04100000000000392,0.3160000000000087
2014-11-17,0.7,45.56999999999999,0.30000000000000004,6.018000000000001,-0.4980000000000091,-0.18200000000000038
2014-11-18,0.7,45.43,0.30000000000000004,5.970000000000001,-0.1879999999999935,-0.3699999999999939
2014-11-19,0.7,46.09499999999999,0.30000000000000004,6.114000000000001,0.8089999999999922,0.4389999999999983
2014-11-20,0.7,46.61999999999999,0.30000000000000004,6.273000000000001,0.6839999999999984,1.1229999999999967
2014-11-21,0.7,46.655,0.30000000000000004,6.282000000000001,0.04400000000001114,1.1670000000000078
2014-11-24,0.7,46.76,0.30000000000000004,6.306000000000001,0.1289999999999969,1.2960000000000047
2014-11-25,0.7,46.794999999999995,0.30000000000000004,6.330000000000001,0.05899999999999661,1.3550000000000013
2014-11-26,0.7,46.794999999999995,0.30000000000000004,6.3180000000000005,-0.012000000000000455,1.3430000000000009
2014-11-27,0.7,47.25,0.30000000000000004,6.405000000000001,0.542000000000006,1.885000000000007
2014-11-28,0.7,47.25,0.30000000000000004,6.420000000000001,0.01499999999999968,1.9000000000000066
2014-12-01,0.7,46.76,0.30000000000000004,6.309000000000001,-0.6010000000000018,1.2990000000000048
2014-12-02,0.7,46.059999999999995,0.30000000000000004,6.165000000000001,-0.844000000000003,0.45500000000000185
2014-12-03,0.7,46.794999999999995,0.30000000000000004,6.363000000000001,0.9329999999999998,1.3880000000000017
2014-12-04,0.7,46.96999999999999,0.30000000000000004,6.426000000000001,0.23799999999999688,1.6259999999999986
2014-12-05,0.7,46.794999999999995,0.30000000000000004,6.396000000000001,-0.2049999999999974,1.4210000000000012
2014-12-08,0.7,46.44499999999999,0.30000000000000004,6.351000000000002,-0.39500000000000046,1.0260000000000007
2014-12-09,0.7,46.339999999999996,0.30000000000000004,6.276000000000002,-0.17999999999999705,0.8460000000000036
2014-12-10,0.7,45.709999999999994,0.30000000000000004,6.114000000000001,-0.7920000000000034,0.05400000000000027
2014-12-11,0.7,45.675,0.30000000000000004,6.105000000000001,-0.04399999999999604,0.010000000000004228
2014-12-12,0.7,45.709999999999994,0.30000000000000004,6.105000000000001,0.03499999999999659,0.04500000000000082
2014-12-15,0.7,45.56999999999999,0.30000000000000004,6.087000000000001,-0.15800000000000125,-0.11300000000000043
2014-12-16,0.7,45.184999999999995,0.30000000000000004,6.036000000000001,-0.4359999999999973,-0.5489999999999977
2014-12-17,0.7,44.48499999999999,0.30000000000000004,5.871000000000001,-0.8650000000000029,-1.4140000000000006
2014-12-18,0.7,44.589999999999996,0.30000000000000004,5.883000000000001,0.11700000000000355,-1.296999999999997
2014-12-19,0.7,45.64,0.30000000000000004,6.066000000000001,1.233000000000004,-0.06399999999999295
2014-12-22,0.7,46.199999999999996,0.30000000000000004,6.204000000000001,0.6979999999999951,0.6340000000000021
2014-12-23,0.7,46.059999999999995,0.30000000000000004,6.216,-0.128000000000001,0.5060000000000011
2014-12-24,0.7,46.41,0.30000000000000004,6.300000000000001,0.43400000000000194,0.940000000000003
2014-12-25,0.7,46.41,0.30000000000000004,6.300000000000001,0.0,0.940000000000003
2014-12-26,0.7,46.515,0.30000000000000004,6.348000000000001,0.15300000000000402,1.093000000000007
2014-12-27,0.7,46.61999999999999,0.30000000000000004,6.3870000000000005,0.14399999999998947,1.2369999999999965
2014-12-29,0.7,47.04,0.30000000000000004,6.480000000000001,0.5130000000000097,1.7500000000000062
2014-12-30,0.7,46.794999999999995,0.30000000000000004,6.432000000000001,-0.2930000000000046,1.4570000000000016
2014-12-31,0.7,46.794999999999995,0.30000000000000004,6.459000000000001,0.027000000000000135,1.4840000000000018
2015-01-05,0.7,46.584999999999994,0.30000000000000004,6.411000000000001,-0.2580000000000009,1.2260000000000009
2015-01-06,0.7,45.43,0.30000000000000004,6.105000000000001,-1.460999999999994,-0.23499999999999321
2015-01-07,0.7,45.5,0.30000000000000004,6.138000000000001,0.10299999999999976,-0.13199999999999346
2015-01-08,0.7,46.55,0.30000000000000004,6.369000000000001,1.280999999999997,1.1490000000000036
2015-01-09,0.7,46.305,0.30000000000000004,6.342000000000001,-0.2719999999999967,0.8770000000000069
2015-01-12,0.7,46.025,0.30000000000000004,6.273000000000001,-0.349000000000002,0.5280000000000049
2015-01-13,0.7,46.165,0.30000000000000004,6.336000000000001,0.20300000000000118,0.7310000000000061
2015-01-14,0.7,45.919999999999995,0.30000000000000004,6.255000000000002,-0.32600000000000406,0.405000000000002
2015-01-15,0.7,46.059999999999995,0.30000000000000004,6.2700000000000005,0.15499999999999936,0.5600000000000014
2015-01-16,0.7,45.849999999999994,0.30000000000000004,6.198000000000001,-0.28200000000000003,0.27800000000000136
2015-01-19,0.7,46.375,0.30000000000000004,6.285000000000001,0.6120000000000054,0.8900000000000068
2015-01-20,0.7,46.724999999999994,0.30000000000000004,6.393000000000001,0.45799999999999397,1.3480000000000008
2015-01-21,0.7,47.074999999999996,0.30000000000000004,6.477000000000001,0.43400000000000194,1.7820000000000027
2015-01-22,0.7,47.31999999999999,0.30000000000000004,6.543,0.3109999999999964,2.092999999999999
2015-01-23,0.7,48.089999999999996,0.30000000000000004,6.714,0.9410000000000034,3.0340000000000025
2015-01-26,0.7,48.089999999999996,0.30000000000000004,6.711000000000001,-0.0029999999999992255,3.0310000000000032
2015-01-27,0.7,48.405,0.30000000000000004,6.774000000000001,0.37800000000000455,3.409000000000008
2015-01-28,0.7,48.405,0.30000000000000004,6.783000000000001,0.009000000000000341,3.418000000000008
2015-01-29,0.7,47.809999999999995,0.30000000000000004,6.654000000000001,-0.7240000000000064,2.6940000000000017
2015-01-30,0.7,47.599999999999994,0.30000000000000004,6.600000000000001,-0.26400000000000023,2.4300000000000015
2015-02-02,0.7,47.705,0.30000000000000004,6.597,0.10200000000000298,2.5320000000000045
2015-02-03,0.7,48.055,0.30000000000000004,6.690000000000001,0.4430000000000023,2.9750000000000068
2015-02-04,0.7,48.58,0.30000000000000004,6.801000000000002,0.6359999999999992,3.611000000000006
2015-02-05,0.7,48.36999999999999,0.30000000000000004,6.768000000000001,-0.2430000000000092,3.3679999999999968
2015-02-06,0.7,48.125,0.30000000000000004,6.699000000000001,-0.3139999999999903,3.0540000000000065
2015-02-09,0.7,47.949999999999996,0.30000000000000004,6.675000000000001,-0.19900000000000428,2.855000000000002
2015-02-10,0.7,47.775,0.30000000000000004,6.639000000000001,-0.21099999999999675,2.6440000000000055
2015-02-11,0.7,48.3,0.30000000000000004,6.738000000000001,0.6239999999999988,3.2680000000000042
2015-02-12,0.7,48.3,0.30000000000000004,6.7440000000000015,0.006000000000000227,3.2740000000000045
2015-02-13,0.7,48.615,0.30000000000000004,6.819000000000001,0.3900000000000041,3.6640000000000086
2015-02-24,0.7,49.175,0.30000000000000004,6.948000000000001,0.6889999999999956,4.353000000000004
2015-02-25,0.7,49.559999999999995,0.30000000000000004,7.029000000000001,0.4659999999999975,4.819000000000002
2015-02-26,0.7,49.209999999999994,0.30000000000000004,6.960000000000001,-0.41900000000000137,4.4
2015-03-02,0.7,49.0,0.30000000000000004,6.903000000000001,-0.26699999999999324,4.133000000000007
2015-03-03,0.7,48.93,0.30000000000000004,6.909000000000002,-0.06400000000000006,4.069000000000007
2015-03-04,0.7,48.964999999999996,0.30000000000000004,6.924,0.04999999999999538,4.119000000000002
2015-03-05,0.7,48.79,0.30000000000000004,6.885000000000001,-0.21399999999999686,3.9050000000000056
2015-03-06,0.7,48.85999999999999,0.30000000000000004,6.915000000000001,0.09999999999999343,4.004999999999999
2015-03-09,0.7,48.36999999999999,0.30000000000000004,6.825000000000001,-0.5800000000000018,3.424999999999997
2015-03-10,0.7,48.265,0.30000000000000004,6.774000000000001,-0.15599999999998992,3.2690000000000072
2015-03-11,0.7,48.334999999999994,0.30000000000000004,6.780000000000001,0.0759999999999934,3.3450000000000006
2015-03-12,0.7,48.755,0.30000000000000004,6.870000000000001,0.5100000000000087,3.8550000000000093
2015-03-13,0.7,48.615,0.30000000000000004,6.849,-0.16100000000000136,3.694000000000008
2015-03-16,0.7,48.230000000000004,0.30000000000000004,6.774000000000001,-0.4599999999999973,3.2340000000000106
2015-03-17,0.7,48.405,0.30000000000000004,6.798000000000001,0.19899999999999718,3.433000000000008
2015-03-18,0.7,48.93,0.30000000000000004,6.900000000000001,0.6269999999999989,4.060000000000007
2015-03-19,0.7,49.455,0.30000000000000004,7.0710000000000015,0.6959999999999988,4.756000000000006
2015-03-20,0.7,49.385,0.30000000000000004,7.056000000000001,-0.08500000000000085,4.671000000000005
2015-03-23,0.7,49.525,0.30000000000000004,7.059000000000001,0.14300000000000068,4.814000000000005
2015-03-24,0.7,49.349999999999994,0.30000000000000004,7.014000000000001,-0.2200000000000042,4.594000000000001
2015-03-25,0.7,49.175,0.30000000000000004,6.972,-0.21699999999999786,4.377000000000003
2015-03-26,0.7,48.58,0.30000000000000004,6.852000000000001,-0.7149999999999981,3.6620000000000053
2015-03-27,0.7,48.125,0.30000000000000004,6.738000000000001,-0.5689999999999982,3.093000000000007
2015-03-30,0.7,48.16,0.30000000000000004,6.738000000000001,0.03499999999999659,3.1280000000000037
2015-03-31,0.7,48.334999999999994,0.30000000000000004,6.804000000000001,0.240999999999997,3.3690000000000007
