,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,bow_chi2_k3000,0.0625,0.8779840848806366,0.3328913266228678
1,5000,5000,bow_chi2_k5000,0.25,0.8770999115826702,0.3324996477968658
2,10000,10000,bow_chi2_k10000,0.25,0.8753315649867374,0.3316664414110015
3,1000,1000,bow_chi2_k1000,0.0625,0.8779840848806366,0.32627504086559833
