,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,500,500,tf_chi2_k500,1.0,0.6833333333333333,0.3509700176366843
1,1000,1000,tf_chi2_k1000,1.0,0.675,0.3357371794871795
