,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,0.25,0.7083333333333334,0.37686965811965817
1,500,500,bow_chi2_k500,0.25,0.6833333333333333,0.34011330918547417
