,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,bow_chi2_k3000,0.0625,0.8287292817679558,0.5474477328265
1,5000,5000,bow_chi2_k5000,0.0625,0.8232044198895028,0.544619863397156
2,10000,5773,bow_chi2_k5773,0.0625,0.8232044198895028,0.544619863397156
3,1000,1000,bow_chi2_k1000,0.0625,0.8121546961325967,0.532821470567891
