Date,Total_Vol_Call,Num_Call,Mean_IV_Call,Std_IV_Call,Total_Vol_Put,Num_Put,Mean_IV_Put,Std_IV_Put,PCR_Volume
2024-01-02,176231,2945,0.04239454514899222,0.028829029319135297,88928,1639,0.066407701406892,0.06427384361697729,0.5046104260884862
2024-01-03,383373,6435,0.05767133133780096,0.03891768456204236,235158,4302,0.04560993559698569,0.04810288505166336,0.6133921794179559
2024-01-04,102141,1840,0.09379297884899637,0.03921069662018275,71861,1305,0.11917679902058452,0.09350075329072242,0.7035470574989475
2024-01-05,133205,2340,0.09602558889927008,0.028057066292139464,77181,1477,0.08314349792211864,0.038968722928738375,0.5794151871176006
2024-01-08,161876,3064,0.08668127148351704,0.0376102890856881,151094,2805,0.08865042173933005,0.052629369995777296,0.9333934616620129
2024-01-09,255332,4632,0.08730315777345436,0.041917962517105264,143732,2654,0.058785255879428754,0.05165101060272045,0.5629219995926872
2024-01-10,263136,4777,0.06415741458004469,0.05273196236917363,175804,3414,0.06216086637366215,0.07013544897834986,0.6681107868174632
2024-01-11,91995,1694,0.19558351686515943,0.09351373710865514,53543,1138,0.22129894249887583,0.052024202020442216,0.5820207619979346
2024-01-12,67322,1307,0.21688333256533096,0.06709367463327648,44776,933,0.26383733354836286,0.09391065789073817,0.6651020468791777
2024-01-15,193573,3541,0.20689940584622893,0.08273666800370362,105691,2116,0.23261773353244947,0.15271291780737292,0.5460007335733806
2024-01-16,215685,3819,0.24406771507572833,0.13330714937860097,134202,2608,0.18405559136209312,0.16433948367757836,0.6222129494401558
2024-01-17,289863,5201,0.038297929004127935,0.029482561205281723,240482,4552,0.03772238650129214,0.03355685891726624,0.8296402093402745
2024-01-18,75359,1399,0.06461267313041798,0.028030562765674207,66322,1280,0.08015041712522507,0.03286632236923741,0.880080680476121
2024-01-19,189359,3470,0.03807792571580798,0.026810710943168708,193695,3490,0.0880834348111303,0.03326257044002598,1.0228983042791735
2024-01-22,159761,3109,0.046743590661401144,0.03503388584670962,157402,3009,0.0663485186119498,0.03242505813765291,0.9852341935766551
2024-01-23,108559,2042,0.02732541419659674,0.028912521224895613,122810,2301,0.05054089391609732,0.026293531112882077,1.1312742379719785
2024-01-24,152803,2743,0.028428810124421614,0.02591692653922984,227321,4023,0.0361925346042634,0.034213500974969585,1.4876736713284424
2024-01-25,97929,1841,0.0559133542742048,0.02637618952634837,113709,2310,0.08530112818598232,0.02719635808942807,1.1611371503844623
2024-01-26,86618,1608,0.060269288126627615,0.03157077973838136,69828,1398,0.07233342260052376,0.025777177322674344,0.8061603823685608
2024-01-29,96644,1876,0.03834532217550338,0.0337579486266545,198711,3358,0.06739304924533793,0.04375150671229246,2.0561131575679816
2024-01-30,92101,1808,0.04589342763951395,0.026611443574736913,96135,1772,0.04610519000671248,0.09751553932212868,1.0437997415880391
2024-01-31,247974,4242,0.038016330563882914,0.03369665367085953,189286,3394,0.041018362437547765,0.07986523244401947,0.76333002653504
2024-02-01,51673,986,0.09040654765161976,0.017663367359394066,48608,979,0.1263407313423819,0.03691002670624948,0.9406846902637741
2024-02-02,37417,786,0.08939255051728266,0.025183565822771925,54400,1045,0.12035181948283073,0.04049009368715185,1.453884597910041
2024-02-05,55349,1073,0.08229410641356506,0.02396306673993611,69782,1450,0.128136884759311,0.06470267150180785,1.26076351876276
2024-02-15,163945,3010,0.074092747933524,0.07758095944526124,175989,3306,0.11600282033715414,0.09630757503174209,1.0734636615938271
2024-02-16,53722,1020,0.16895262658511892,0.059043115783769085,69600,1411,0.15340250667947813,0.10841288920975965,1.295558616581661
2024-02-19,73997,1476,0.17073995233791978,0.08291766628797242,156631,2804,0.16889093772681396,0.1288930220753021,2.1167209481465465
2024-02-20,86616,1779,0.16644907021570687,0.1852333726084276,164314,3105,0.23539282421904487,0.23222855028341366,1.8970398078876882
2024-02-21,183892,3530,0.03226584545109047,0.03141160832014914,203536,3763,0.03112482023540723,0.033302944719969155,1.1068235703565137
2024-02-22,68030,1264,0.055443183935753114,0.023948674354062515,100721,1865,0.08679498286515715,0.1582993251685376,1.4805379979420843
2024-02-23,85159,1652,0.07030496826818826,0.034895593873687854,119273,2270,0.0672890869543941,0.041817563307328526,1.4005918340985686
2024-02-26,77587,1506,0.03688204717135544,0.02324074786499819,87245,1684,0.06331624305525756,0.0435570303061558,1.1244796164305877
2024-02-27,138366,2570,0.04304933670653302,0.029543589901763954,146349,2806,0.054209542028817295,0.04524132691234485,1.0576948094184988
2024-02-29,182932,3347,0.0307499220699977,0.028017451455684406,179869,3472,0.050810156096181565,0.03676709647316541,0.9832560732949949
2024-03-01,76567,1470,0.06754400489241026,0.029294444899310924,97814,1867,0.08623822790471769,0.06384920609969189,1.2774955267935273
2024-03-04,173938,3190,0.05964505208939129,0.04160339509430826,207325,3856,0.1023427635699387,0.06691143702944839,1.1919477055042602
2024-03-05,164727,3250,0.05442489264383552,0.039338573559528064,185672,3526,0.07723669912908405,0.09580686655859785,1.127149769011759
2024-03-06,295729,5300,0.05170133153915406,0.04685553615808791,337408,6242,0.06993797319211169,0.05545463714054065,1.14093646548022
2024-03-07,139410,2687,0.10817088592743206,0.042707955135009246,161164,3423,0.14970323839691904,0.0686682988028486,1.156043325442938
2024-03-08,205703,3924,0.12911489778034022,0.04735811978294116,198435,4078,0.13004338900803233,0.05805956871076744,0.9646675060645689
2024-03-11,172798,3329,0.13676672004248222,0.05096003117065973,150958,2993,0.11736629182335688,0.058297224525449394,0.8736096482598178
2024-03-12,182948,3249,0.07710876566894359,0.053123972678420804,211115,4024,0.13179501129135224,0.08914418237285095,1.1539617814898222
2024-03-13,324445,5735,0.06936113293822894,0.09082529005832717,298446,5648,0.07043604547754563,0.07157050991855117,0.9198662331057652
2024-03-14,90208,1681,0.14013716081278832,0.07664493767751565,96494,1914,0.18129042616169821,0.07726707338559763,1.0696833983682157
2024-03-15,116591,2156,0.1913099639850114,0.058450708500263064,106236,2155,0.1146048672556158,0.07818406537482964,0.9111852544364488
2024-03-18,119952,2224,0.14782803738791306,0.06061193780854114,146043,2957,0.24153108948651786,0.18146386252958022,1.2175120048019208
2024-03-19,158519,3010,0.20702241658907747,0.1056173759671229,166724,3364,0.22088345811732746,0.16488695343253784,1.0517603568026546
2024-03-20,292614,5452,0.03339006603109776,0.031161827714585373,278108,5369,0.03067879461585798,0.03368539365578199,0.9504261586937057
2024-03-21,118461,2162,0.06685374890198634,0.046353931458694576,139840,2681,0.09247930638712763,0.036841801503981496,1.1804728982534336
2024-03-22,120437,2325,0.06571731839142247,0.032738125541045285,115987,2045,0.07676351023853555,0.04434288703475608,0.9630512218006094
2024-03-25,84209,1627,0.05485596505454075,0.02382036812933896,99210,1998,0.0647935278784644,0.10412727891049238,1.1781401037893813
2024-03-26,274840,5373,0.057634838940230325,0.04570326891363444,267361,5257,0.04113456786360513,0.03342307045995239,0.9727878038131277
2024-03-27,249732,4536,0.028099905248675745,0.0333039131234915,219378,4154,0.03711644277191529,0.032106750067120035,0.8784537023689395
2024-03-28,75202,1488,0.08145099650762415,0.01870321706317104,67485,1283,0.07472510598971337,0.02512943536187396,0.8973830483231829
2024-03-29,59954,1270,0.052023979553735555,0.025354065741649334,78874,1553,0.08536500729415314,0.02874153494925448,1.3155752743770224
2024-04-01,98206,1817,0.07294809171837244,0.027475845352993952,94522,1863,0.06318039881920724,0.0439236292142266,0.9624870170865324
