term,mean_abs_shap,svm_coef,mean_test_value
上訴人,0.06072282077540657,-0.4719142535310447,0.0940960243895311
商標,0.03299341660836483,0.48416345860259924,0.04446009838178612
管轄,0.03269581940472759,-0.6538862909844916,0.028307035333322784
