Date,count,IV,mean,std,min,25%,50%,75%,max
2024/01/02,86651.0,0.15708797117524637,0.15708797117524637,0.04567884979900091,0.02623271300017834,0.1341284153988212,0.15374124728351835,0.17055486438348894,0.46408427955985065
2024/01/03,122987.0,0.08921812339607582,0.08921812339607582,0.0631592744669138,0.007203223156630993,0.04248012436009943,0.07396938148081303,0.13237637762263416,0.4589612705874443
2024/01/04,71831.0,0.14824298459910776,0.14824298459910776,0.04063082191117786,0.07946599907003343,0.12386673263963313,0.14078452727444463,0.1576505218512565,0.480072001452446
2024/01/05,74494.0,0.11497311825386154,0.11497311825386154,0.02737617103034587,0.02632275308661163,0.09864163175970316,0.11202300607381388,0.1284171470119059,0.2410611321812868
2024/01/08,145004.0,0.15726241987256714,0.15726241987256714,0.056898494404817215,0.04034013562813401,0.11223391296224668,0.14787308860946444,0.19978231602311136,0.34535098430015143
2024/01/09,95301.0,0.13088460302395294,0.13088460302395294,0.053263919808820774,0.006483647521734238,0.0957473850095272,0.12858754144936801,0.16035215285178273,0.3102050640416145
2024/01/10,138852.0,0.11613180482805718,0.11613180482805718,0.06244743865695414,0.010693217139840127,0.06373677455425264,0.11267123322896658,0.1641627260504663,0.41439258264064793
2024/01/11,53543.0,0.20765951380374537,0.20765951380374537,0.034850435832328955,0.12077763497009872,0.18634685991525649,0.20012366369046275,0.2168010565098934,0.3949013067352771
2024/01/12,44776.0,0.24288832280746128,0.24288832280746128,0.06166344110051237,0.1476949083308503,0.21039547921899704,0.2277928295148164,0.24879131760761142,0.7875729409384729
2024/01/15,102823.0,0.20399104763766687,0.20399104763766687,0.11169205609295721,0.035086816261708745,0.13273840060979125,0.1637431846961379,0.2344411555492878,1.0366185301113129
2024/01/16,110477.0,0.1590615881962925,0.1590615881962925,0.07415023340987471,0.02522323585405946,0.11638588970752431,0.1505126936505735,0.18342042672127484,0.7446040384578705
2024/01/17,102014.0,0.10327266981951314,0.10327266981951314,0.07995815462294806,0.00877246130347252,0.04337795477926731,0.11050406855862585,0.1392507165674865,0.9499154030418395
2024/01/18,66285.0,0.15791119655249639,0.15791119655249639,0.028522909498393215,0.06116558433264495,0.13630763135917479,0.15099750196039674,0.1809568785475567,0.3235795000164211
2024/01/19,193695.0,0.18602561937401474,0.18602561937401474,0.03885229295046224,0.12407454754330217,0.15714600679516788,0.178332547166124,0.20796864370774482,0.32519711096104226
2024/01/22,157402.0,0.20036413453314342,0.20036413453314342,0.05423910254861022,0.12471533344596622,0.15832848607674235,0.17859052300333983,0.2429376316574216,0.4731388030385971
2024/01/23,122810.0,0.18864063742592163,0.18864063742592163,0.059479263294058886,0.1278737120632641,0.15055657748252155,0.17084245621934538,0.20471041819691654,0.6231920040607453
2024/01/24,180709.0,0.11202031196750217,0.11202031196750217,0.06537063859009201,0.01385583326637745,0.06181005826532841,0.1185823351010494,0.1386759985561296,0.5877106220817566
2024/01/25,113709.0,0.15730583092397527,0.15730583092397527,0.019750579329344445,0.10789679897263646,0.14511542935490607,0.15636231904245906,0.16818990116373636,0.29653238192200665
2024/01/26,69756.0,0.14244325654219353,0.14244325654219353,0.025566888625560624,0.07493802952691911,0.1265191526537388,0.1358322480149567,0.15055180912047628,0.23661359149485822
2024/01/29,198711.0,0.18340907906929813,0.18340907906929813,0.046308301110710985,0.1058748644541204,0.14426233958274126,0.1778100017410517,0.21584484159529208,0.39581742829322814
2024/01/30,81518.0,0.1187420723885224,0.1187420723885224,0.05045243092062352,0.021216619645506148,0.08081525926470758,0.11370614474372939,0.15398011241972448,0.30449018213033674
2024/01/31,82348.0,0.09715439727838249,0.09715439727838249,0.07018673348321308,0.006136153137683869,0.03263271168000996,0.08321145432453605,0.1615993589228392,0.3215358843517303
2024/02/01,48608.0,0.18710998154765346,0.18710998154765346,0.026891139254189317,0.10320731047844514,0.17546009332060813,0.1938331138207018,0.20558679098688068,0.29168057354092597
2024/02/02,54400.0,0.17478063908001684,0.17478063908001684,0.031107516336486524,0.10378093884456902,0.15327893968209624,0.17581984388522803,0.19222595229446887,0.3342578742885589
2024/02/05,69752.0,0.2737605211505518,0.2737605211505518,0.07374471932181115,0.12281178841635584,0.26571885385707017,0.2821077887123823,0.3053699821805208,0.5082506369590759
2024/02/15,172707.0,0.17640725877421576,0.17640725877421576,0.14070278942340325,0.021038476619720463,0.09568956861972809,0.15292183406829835,0.1893012327305973,1.0758736236152053
2024/02/16,68245.0,0.1410475087486707,0.1410475087486707,0.049813542618255977,0.050786573790162805,0.1153141537718102,0.13364651280961926,0.15798732467353344,0.47569881741166115
2024/02/19,155336.0,0.15209349552192603,0.15209349552192603,0.06924195768171033,0.037956476145088666,0.12100763393312693,0.13621714423879974,0.16016773272439838,0.6326583948111532
2024/02/20,164314.0,0.1847188250773331,0.1847188250773331,0.060072111485119394,0.11893846282809972,0.150170638179481,0.1721944358704984,0.19869930179357528,1.215427338447571
2024/02/21,150403.0,0.09212892901566284,0.09212892901566284,0.07780057163268245,0.013476152438521388,0.043569601955376555,0.07508674281820654,0.12956139557825402,1.489827500705719
2024/02/22,100475.0,0.14416056447960257,0.14416056447960257,0.03246163025522203,0.08710392786663024,0.12365962553970515,0.13414607323952016,0.15452892108887434,0.37787646609783165
2024/02/23,117693.0,0.11187484998804313,0.11187484998804313,0.026888151044659955,0.03226141273856163,0.09518108613740654,0.10851003640864046,0.12653041697775008,0.31363619855582714
2024/02/26,87209.0,0.15612634019807445,0.15612634019807445,0.037405249963186,0.04299976406455039,0.1359549960847944,0.1545796594412625,0.17485432507671417,0.5423032984602452
2024/02/27,131236.0,0.17368778395586926,0.17368778395586926,0.06685648862184096,0.040301206422373656,0.12518352699428795,0.15404273442439737,0.23252472104102367,0.5392294930768013
2024/02/29,177575.0,0.15504336418680836,0.15504336418680836,0.06047480838866655,0.011338883163034916,0.11634624338481572,0.15019030767291783,0.20219210836533452,0.46549750286102287
2024/03/01,97344.0,0.1283844711142766,0.1283844711142766,0.033763038462489355,0.05842278895664961,0.10861358064539732,0.12319057517632839,0.1386493814101815,0.25326258834578097
2024/03/04,207325.0,0.21859277039366198,0.21859277039366198,0.06851722908064327,0.08820577340096236,0.16392997969133782,0.2018091679149866,0.26277494908653204,0.5549409107405691
2024/03/05,185481.0,0.19139091955371465,0.19139091955371465,0.05379304929525585,0.034289158698320395,0.1531768669320643,0.1810443668152392,0.22458122591882942,0.510768332118988
2024/03/06,329079.0,0.17317453444891262,0.17317453444891262,0.08602723410953894,0.0005361589494347572,0.11546813833832739,0.16796080092519522,0.2311752745822072,0.6403128079843521
2024/03/07,161164.0,0.18028374593121296,0.18028374593121296,0.032390886450196686,0.12049451347365975,0.16075502356536686,0.175194853181839,0.18902280509054661,0.37393586190134287
2024/03/08,195113.0,0.17261042619389702,0.17261042619389702,0.03829514225305242,0.031190319414138797,0.1541812404406816,0.17333048881458119,0.19145528440531343,0.794644421851635
2024/03/11,148962.0,0.21596042058494627,0.21596042058494627,0.04049955936329744,0.062955433729738,0.19209367681374775,0.22055993209585548,0.2423463547638059,0.38846960589841006
2024/03/12,211115.0,0.29158029942484875,0.29158029942484875,0.09910542917215968,0.12159682466834783,0.20824724364212713,0.2695371942704916,0.361869968779683,0.5891029092933235
2024/03/13,269624.0,0.13180886856349622,0.13180886856349622,0.06327043670677333,0.010379697335362434,0.08027643435359001,0.1387418429304659,0.1753393196506798,0.7657469557666777
2024/03/14,96414.0,0.1633926062377047,0.1633926062377047,0.02555217450867627,0.11600932880405335,0.14461484912882555,0.16425432144248858,0.17589637982133777,0.4136333699962498
2024/03/15,94105.0,0.1135293334569443,0.1135293334569443,0.05752625363635204,0.015333876489102841,0.083233545251824,0.10176030817504972,0.13008167789399622,0.6132976528167724
2024/03/18,146043.0,0.2090850850123987,0.2090850850123987,0.04793135568436351,0.12280381631106138,0.17214846588015553,0.19815120092816652,0.24208852793790403,0.508994501438141
2024/03/19,163475.0,0.17618372935629184,0.17618372935629184,0.05160230623855116,0.04999554723024368,0.14236438247740268,0.1633888730444759,0.1956435267791152,0.6696072402095796
2024/03/20,161862.0,0.0997034311445471,0.0997034311445471,0.05531114325791912,0.0068877662050724035,0.04602730143502354,0.10853028332091869,0.13933155520528553,0.37113638634681695
2024/03/21,139840.0,0.16760380861050467,0.16760380861050467,0.03428260884800586,0.10280443045165391,0.14115739083468912,0.16020185631528497,0.17967556751202796,0.3747585533654689
