code,name_raw,name,market,industry,isin,listed_date,cfi,yfinance_symbol,security_type_guess,parse_quality,source_section,source_line,source_col_pair
2837,凱基銀,凱基銀,上市,金融保險,,,,2837.TW,股票,wide_explicit_header,wide_table,45,10
2838,聯邦銀,聯邦銀,上市,金融保險,,,,2838.TW,股票,wide_explicit_header,wide_table,46,10
2841,台開,台開,上市,建材營造,,,,2841.TW,股票,wide_explicit_header,wide_table,63,9
2845,遠東銀#,遠東銀,上市,金融保險,,,,2845.TW,股票,wide_explicit_header,wide_table,47,10
2847,大眾銀,大眾銀,上市,金融保險,,,,2847.TW,股票,wide_explicit_header,wide_table,48,10
2849,安泰銀#,安泰銀,上市,金融保險,,,,2849.TW,股票,wide_explicit_header,wide_table,49,10
2850,新產,新產,上市,金融保險,,,,2850.TW,股票,wide_explicit_header,wide_table,50,10
2851,中再保,中再保,上市,金融保險,,,,2851.TW,股票,wide_explicit_header,wide_table,51,10
2852,第一保,第一保,上市,金融保險,,,,2852.TW,股票,wide_explicit_header,wide_table,52,10
2855,統一證,統一證,上市,金融保險,,,,2855.TW,股票,wide_explicit_header,wide_table,53,10
2856,元富證,元富證,上市,金融保險,,,,2856.TW,股票,wide_explicit_header,wide_table,54,10
2867,三商壽#,三商壽,上市,金融保險,,,,2867.TW,股票,wide_explicit_header,wide_table,55,10
2880,華南金*,華南金,上市,金融保險,,,,2880.TW,股票,wide_explicit_header,wide_table,56,10
2881,富邦金*,富邦金,上市,金融保險,,,,2881.TW,股票,wide_explicit_header,wide_table,57,10
2882,國泰金*,國泰金,上市,金融保險,,,,2882.TW,股票,wide_explicit_header,wide_table,58,10
2883,開發金*,開發金,上市,金融保險,,,,2883.TW,股票,wide_explicit_header,wide_table,59,10
2884,玉山金*,玉山金,上市,金融保險,,,,2884.TW,股票,wide_explicit_header,wide_table,60,10
2885,元大金*,元大金,上市,金融保險,,,,2885.TW,股票,wide_explicit_header,wide_table,61,10
2886,兆豐金*,兆豐金,上市,金融保險,,,,2886.TW,股票,wide_explicit_header,wide_table,62,10
2887,台新金*,台新金,上市,金融保險,,,,2887.TW,股票,wide_explicit_header,wide_table,63,10
2888,新光金#,新光金,上市,金融保險,,,,2888.TW,股票,wide_explicit_header,wide_table,64,10
2889,國票金,國票金,上市,金融保險,,,,2889.TW,股票,wide_explicit_header,wide_table,65,10
2890,永豐金*,永豐金,上市,金融保險,,,,2890.TW,股票,wide_explicit_header,wide_table,66,10
2891,中信金*,中信金,上市,金融保險,,,,2891.TW,股票,wide_explicit_header,wide_table,67,10
2892,第一金*,第一金,上市,金融保險,,,,2892.TW,股票,wide_explicit_header,wide_table,68,10
2901,欣欣,欣欣,上市,貿易百貨,,,,2901.TW,股票,wide_explicit_header,wide_table,74,10
2903,遠百#,遠百,上市,貿易百貨,,,,2903.TW,股票,wide_explicit_header,wide_table,75,10
2904,匯僑,匯僑,上市,其他,,,,2904.TW,股票,wide_explicit_header,wide_table,45,11
2905,三商,三商,上市,貿易百貨,,,,2905.TW,股票,wide_explicit_header,wide_table,76,10
2906,高林,高林,上市,貿易百貨,,,,2906.TW,股票,wide_explicit_header,wide_table,77,10
2908,特力,特力,上市,貿易百貨,,,,2908.TW,股票,wide_explicit_header,wide_table,78,10
2910,統領,統領,上市,貿易百貨,,,,2910.TW,股票,wide_explicit_header,wide_table,79,10
2911,麗嬰房,麗嬰房,上市,貿易百貨,,,,2911.TW,股票,wide_explicit_header,wide_table,80,10
2912,統一超*,統一超,上市,貿易百貨,,,,2912.TW,股票,wide_explicit_header,wide_table,81,10
2913,農林,農林,上市,貿易百貨,,,,2913.TW,股票,wide_inherited_header,wide_table,1,11
2915,潤泰全#,潤泰全,上市,貿易百貨,,,,2915.TW,股票,wide_inherited_header,wide_table,2,11
2916,滿心,滿心,上櫃,居家生活,TW0002916004,2005/03/10,ESVUFR,2916.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"47,141",19
2923,鼎固-KY,鼎固-KY,上市,建材營造,,,,2923.TW,股票,wide_explicit_header,wide_table,64,9
2924,宏太-KY,宏太-KY,上櫃,居家生活,KYG198691092,2011/12/02,ESVUFR,2924.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"48,142",19
2926,誠品生活,誠品生活,上櫃,文化創意業,TW0002926003,2013/01/30,ESVUFR,2926.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"65,143",19
2929,淘帝-KY,淘帝-KY,上市,貿易百貨,,,,2929.TW,股票,wide_inherited_header,wide_table,3,11
2937,集雅社,集雅社,上櫃,居家生活,TW0002937000,2017/06/08,ESVUFR,2937.TWO,股票,structured_isin,structured_isin,144,
2941,米斯特,米斯特,上櫃,居家生活,TW0002941002,2024/03/20,ESVUFR,2941.TWO,股票,structured_isin,structured_isin,145,
2947,振宇五金,振宇五金,上櫃,居家生活,TW0002947009,2021/10/06,ESVUFR,2947.TWO,股票,structured_isin,structured_isin,146,
2948,寶陞,寶陞,上櫃,居家生活,TW0002948007,2023/12/12,ESVUFR,2948.TWO,股票,structured_isin,structured_isin,147,
2949,欣新網,欣新網,上櫃,數位雲端,TW0002949005,2023/12/15,ESVUFR,2949.TWO,股票,structured_isin,structured_isin,148,
3002,歐格,歐格,上市,電腦及週邊設備,,,,3002.TW,股票,wide_explicit_header,wide_table,52,5
3003,健和興,健和興,上市,電子零組件,,,,3003.TW,股票,wide_explicit_header,wide_table,68,7
3004,豐達科,豐達科,上市,鋼鐵,,,,3004.TW,股票,wide_inherited_header,wide_table,16,4
3005,神基,神基,上市,電腦及週邊設備,,,,3005.TW,股票,wide_explicit_header,wide_table,53,5
3006,晶豪科,晶豪科,上市,半導體,,,,3006.TW,股票,wide_explicit_header,wide_table,66,4
3008,大立光*,大立光,上市,光電,,,,3008.TW,股票,wide_explicit_header,wide_table,20,6
3010,華立,華立,上市,電子通路,,,,3010.TW,股票,wide_explicit_header,wide_table,45,8
3011,今皓,今皓,上市,電子零組件,,,,3011.TW,股票,wide_explicit_header,wide_table,69,7
3013,晟銘電,晟銘電,上市,電腦及週邊設備,,,,3013.TW,股票,wide_explicit_header,wide_table,54,5
3014,聯陽,聯陽,上市,半導體,,,,3014.TW,股票,wide_explicit_header,wide_table,67,4
3015,全漢,全漢,上市,電子零組件,,,,3015.TW,股票,wide_explicit_header,wide_table,70,7
3016,嘉晶,嘉晶,上市,半導體,,,,3016.TW,股票,wide_explicit_header,wide_table,68,4
3017,奇鋐,奇鋐,上市,電腦及週邊設備,,,,3017.TW,股票,wide_explicit_header,wide_table,55,5
3018,同開,同開,上市,其他電子,,,,3018.TW,股票,wide_inherited_header,wide_table,13,9
3019,亞光,亞光,上市,光電,,,,3019.TW,股票,wide_explicit_header,wide_table,21,6
3021,鴻名,鴻名,上市,電子零組件,,,,3021.TW,股票,wide_explicit_header,wide_table,71,7
3022,威強電,威強電,上市,電腦及週邊設備,,,,3022.TW,股票,wide_explicit_header,wide_table,56,5
3023,信邦,信邦,上市,電子零組件,,,,3023.TW,股票,wide_explicit_header,wide_table,72,7
3024,憶聲,憶聲,上市,光電,,,,3024.TW,股票,wide_explicit_header,wide_table,22,6
3025,星通,星通,上市,通信網路,,,,3025.TW,股票,wide_inherited_header,wide_table,4,7
3026,禾伸堂,禾伸堂,上市,電子零組件,,,,3026.TW,股票,wide_explicit_header,wide_table,73,7
3027,盛達,盛達,上市,通信網路,,,,3027.TW,股票,wide_inherited_header,wide_table,5,7
3028,增你強,增你強,上市,電子通路,,,,3028.TW,股票,wide_explicit_header,wide_table,46,8
3029,零壹,零壹,上市,資訊服務,,,,3029.TW,股票,wide_explicit_header,wide_table,68,8
3030,德律,德律,上市,其他電子,,,,3030.TW,股票,wide_inherited_header,wide_table,14,9
3031,佰鴻,佰鴻,上市,光電,,,,3031.TW,股票,wide_explicit_header,wide_table,23,6
3032,偉訓,偉訓,上市,電子零組件,,,,3032.TW,股票,wide_explicit_header,wide_table,74,7
3033,威健,威健,上市,電子通路,,,,3033.TW,股票,wide_explicit_header,wide_table,47,8
3034,聯詠#,聯詠,上市,半導體,,,,3034.TW,股票,wide_explicit_header,wide_table,69,4
3035,智原,智原,上市,半導體,,,,3035.TW,股票,wide_explicit_header,wide_table,70,4
3036,文曄,文曄,上市,電子通路,,,,3036.TW,股票,wide_explicit_header,wide_table,48,8
3037,欣興#,欣興,上市,電子零組件,,,,3037.TW,股票,wide_explicit_header,wide_table,75,7
3038,全台,全台,上市,光電,,,,3038.TW,股票,wide_explicit_header,wide_table,24,6
3040,遠見,遠見,上市,其他,,,,3040.TW,股票,wide_explicit_header,wide_table,46,11
3041,揚智,揚智,上市,半導體,,,,3041.TW,股票,wide_explicit_header,wide_table,71,4
3042,晶技,晶技,上市,電子零組件,,,,3042.TW,股票,wide_explicit_header,wide_table,76,7
3043,科風,科風,上市,其他電子,,,,3043.TW,股票,wide_inherited_header,wide_table,15,9
3044,健鼎#,健鼎,上市,電子零組件,,,,3044.TW,股票,wide_explicit_header,wide_table,77,7
3045,台灣大*,台灣大,上市,通信網路,,,,3045.TW,股票,wide_inherited_header,wide_table,6,7
3046,建碁,建碁,上市,電腦及週邊設備,,,,3046.TW,股票,wide_explicit_header,wide_table,57,5
3047,訊舟,訊舟,上市,通信網路,,,,3047.TW,股票,wide_inherited_header,wide_table,7,7
3048,益登,益登,上市,電子通路,,,,3048.TW,股票,wide_explicit_header,wide_table,49,8
3049,和鑫,和鑫,上市,光電,,,,3049.TW,股票,wide_explicit_header,wide_table,25,6
3050,鈺德,鈺德,上市,光電,,,,3050.TW,股票,wide_explicit_header,wide_table,26,6
3051,力特,力特,上市,光電,,,,3051.TW,股票,wide_explicit_header,wide_table,27,6
3052,夆典,夆典,上市,建材營造,,,,3052.TW,股票,wide_explicit_header,wide_table,65,9
3054,立萬利,立萬利,上市,半導體,,,,3054.TW,股票,wide_explicit_header,wide_table,72,4
3055,蔚華科,蔚華科,上市,電子通路,,,,3055.TW,股票,wide_explicit_header,wide_table,50,8
3056,總太,總太,上市,建材營造,,,,3056.TW,股票,wide_explicit_header,wide_table,66,9
3057,喬鼎,喬鼎,上市,電腦及週邊設備,,,,3057.TW,股票,wide_explicit_header,wide_table,58,5
3058,立德,立德,上市,電子零組件,,,,3058.TW,股票,wide_explicit_header,wide_table,78,7
3059,華晶科,華晶科,上市,光電,,,,3059.TW,股票,wide_explicit_header,wide_table,28,6
3060,銘異,銘異,上市,電腦及週邊設備,,,,3060.TW,股票,wide_explicit_header,wide_table,59,5
3062,建漢,建漢,上市,通信網路,,,,3062.TW,股票,wide_inherited_header,wide_table,8,7
3064,泰偉,泰偉,上櫃,文化創意業,TW0003064002,2004/06/09,ESVUFR,3064.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"66,149",19
3066,李洲,李洲,上櫃,光電業,TW0003066007,2004/12/02,ESVUFR,3066.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"45,150",15
3067,全域,全域,上櫃,其他電子業,TW0003067005,2003/10/21,ESVUFR,3067.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"40,151",18
3068,美磊,美磊,上櫃,通信網路,,,,3068.TWO,股票,wide_explicit_header,wide_table,11,16
3071,協禧,協禧,上櫃,電腦及週邊設備業,TW0003071007,2004/12/30,ESVUFR,3071.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"79,152",14
3073,天方能源,天方能源,上櫃,綠能環保,TW0003073003,2007/10/08,ESVUFR,3073.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"13,153",14
3078,僑威,僑威,上櫃,電子零組件業,TW0003078002,2005/01/31,ESVUFR,3078.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"58,154",16
3081,聯亞,聯亞,上櫃,通信網路業,TW0003081006,2015/07/22,ESVUFR,3081.TWO,股票,structured_isin,structured_isin,155,
3083,網龍,網龍,上櫃,文化創意業,TW0003083002,2003/12/02,ESVUFR,3083.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"67,156",19
3085,新零售,新零售,上櫃,數位雲端,TW0003085007,2004/03/01,ESVUFR,3085.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"16,157",18
3086,華義*,華義,上櫃,文化創意業,TW0003086005,2004/03/29,ESVUFR,3086.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"68,158",19
3088,艾訊,艾訊,上櫃,電腦及週邊設備業,TW0003088001,2005/04/28,ESVUFR,3088.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"80,159",14
3089,遠昇,遠昇,上櫃,電子零組件,,,,3089.TWO,股票,wide_explicit_header,wide_table,59,16
3090,日電貿,日電貿,上市,電子零組件,,,,3090.TW,股票,wide_explicit_header,wide_table,79,7
3092,鴻碩,鴻碩,上櫃,電子零組件,,,,3092.TWO,股票,wide_explicit_header,wide_table,60,16
3093,港建*,港建,上櫃,其他電子業,TW0003093001,2005/06/17,ESVUFR,3093.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"41,160",18
3094,聯傑,聯傑,上市,半導體,,,,3094.TW,股票,wide_explicit_header,wide_table,73,4
3095,及成,及成,上櫃,通信網路業,TW0003095006,2005/05/26,ESVUFR,3095.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"12,161",16
3105,穩懋,穩懋,上櫃,半導體業,TW0003105003,2011/12/13,ESVUFR,3105.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"14,162",14
3114,好德,好德,上櫃,電子零組件業,TW0003114005,2004/03/25,ESVUFR,3114.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"61,163",16
3115,富榮綱,富榮綱,上櫃,電子零組件業,TW0003115002,2005/04/08,ESVUFR,3115.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"62,164",16
3118,進階,進階,上櫃,生技醫療業,TW0003118006,2008/05/21,ESVUFR,3118.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"29,165",13
3122,笙泉,笙泉,上櫃,半導體業,TW0003122008,2015/01/26,ESVUFR,3122.TWO,股票,structured_isin,structured_isin,166,
3128,昇銳,昇銳,上櫃,光電業,TW0003128005,2006/09/04,ESVUFR,3128.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"46,167",15
3130,一零四,一零四,上市,資訊服務,,,,3130.TW,股票,wide_explicit_header,wide_table,69,8
3131,弘塑,弘塑,上櫃,其他電子業,TW0003131009,2011/01/17,ESVUFR,3131.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"42,168",18
3141,晶宏,晶宏,上櫃,半導體業,TW0003141008,2014/03/14,ESVUFR,3141.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"15,169",14
3144,新揚科,新揚科,上櫃,電子零組件,,,,3144.TWO,股票,wide_explicit_header,wide_table,63,16
3147,大綜,大綜,上櫃,資訊服務業,TW0003147005,2018/05/29,ESVUFR,3147.TWO,股票,structured_isin,structured_isin,170,
3149,正達,正達,上市,光電,,,,3149.TW,股票,wide_explicit_header,wide_table,29,6
3152,璟德,璟德,上櫃,通信網路業,TW0003152005,2008/03/24,ESVUFR,3152.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"13,171",16
3158,嘉實,嘉實,上櫃,資訊服務業,TW0003158002,2025/11/17,ESVUFR,3158.TWO,股票,structured_isin,structured_isin,172,
3162,精確,精確,上櫃,電機機械,TW0003162004,2005/10/03,ESVUFR,3162.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"61,173",12
3163,波若威,波若威,上櫃,通信網路業,TW0003163002,2012/12/03,ESVUFR,3163.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"14,174",16
3164,景岳,景岳,上市,生技醫療,,,,3164.TW,股票,wide_explicit_header,wide_table,43,3
3167,大量,大量,上市,電機機械,,,,3167.TW,股票,wide_explicit_header,wide_table,61,2
3169,亞信,亞信,上櫃,半導體業,TW0003169009,2009/11/24,ESVUFR,3169.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"16,175",14
3171,炎洲流通,炎洲流通,上櫃,居家生活,TW0003171005,2004/09/17,ESVUFR,3171.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"49,176",19
3176,基亞,基亞,上櫃,生技醫療業,TW0003176004,2011/11/23,ESVUFR,3176.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"30,177",13
3178,公準,公準,上櫃,半導體業,TW0003178000,2018/11/19,ESVUFR,3178.TWO,股票,structured_isin,structured_isin,178,
3188,鑫龍騰,鑫龍騰,上櫃,建材營造業,TW0003188009,2004/03/17,ESVUFR,3188.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"17,179",14
3189,景碩#,景碩,上市,半導體,,,,3189.TW,股票,wide_explicit_header,wide_table,74,4
3191,雲嘉南,雲嘉南,上櫃,電子零組件業,TW0003191003,2005/04/12,ESVUFR,3191.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"64,180",16
3202,樺晟,樺晟,上櫃,電子零組件,,,,3202.TWO,股票,wide_explicit_header,wide_table,65,16
3205,佰研,佰研,上櫃,生技醫療業,TW0003205001,2005/09/12,ESVUFR,3205.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"31,181",13
3206,志豐,志豐,上櫃,電子零組件業,TW0003206009,2007/02/08,ESVUFR,3206.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"66,182",16
3207,耀勝,耀勝,上櫃,電子零組件業,TW0003207007,2004/11/04,ESVUFR,3207.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"67,183",16
3209,全科,全科,上市,電子通路,,,,3209.TW,股票,wide_explicit_header,wide_table,51,8
3211,順達,順達,上櫃,電腦及週邊設備業,TW0003211009,2004/11/08,ESVUFR,3211.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"81,184",14
3213,茂訊,茂訊,上櫃,電腦及週邊設備業,TW0003213005,2004/10/01,ESVUFR,3213.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"1,185",15
3217,優群,優群,上櫃,電子零組件業,TW0003217006,2004/04/30,ESVUFR,3217.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"68,186",16
3218,大學光,大學光,上櫃,生技醫療業,TW0003218004,2004/11/29,ESVUFR,3218.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"32,187",13
3219,倚強科,倚強科,上櫃,其他電子業,TW0003219002,2004/03/19,ESVUFR,3219.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"18,188",14
3221,台嘉碩,台嘉碩,上櫃,通信網路業,TW0003221008,2006/02/22,ESVUFR,3221.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"15,189",16
3224,三顧,三顧,上櫃,電子通路業,TW0003224002,2004/06/03,ESVUFR,3224.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"81,190",17
3226,龍鋒,龍鋒,上櫃,電機機械,TW0003226007,2004/06/16,ESVUFR,3226.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"62,191",12
3227,原相,原相,上櫃,半導體業,TW0003227005,2006/05/04,ESVUFR,3227.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"19,192",14
3228,金麗科,金麗科,上櫃,半導體業,TW0003228003,2005/03/02,ESVUFR,3228.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"20,193",14
3229,晟鈦,晟鈦,上市,電子零組件,,,,3229.TW,股票,wide_explicit_header,wide_table,80,7
3230,錦明,錦明,上櫃,光電業,TW0003230009,2006/09/25,ESVUFR,3230.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"47,194",15
3231,緯創#,緯創,上市,電腦及週邊設備,,,,3231.TW,股票,wide_explicit_header,wide_table,60,5
3232,昱捷,昱捷,上櫃,電子通路業,TW0003232005,2004/11/01,ESVUFR,3232.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"1,195",18
3234,光環,光環,上櫃,通信網路業,TW0003234001,2011/03/24,ESVUFR,3234.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"16,196",16
3236,千如,千如,上櫃,電子零組件業,TW0003236006,2004/12/02,ESVUFR,3236.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"69,197",16
3252,海灣,海灣,上櫃,觀光餐旅,TW0003252003,2004/09/23,ESVUFR,3252.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"16,198",20
3257,虹冠電,虹冠電,上市,半導體,,,,3257.TW,股票,wide_explicit_header,wide_table,75,4
3259,鑫創,鑫創,上櫃,半導體業,TW0003259008,2007/12/24,ESVUFR,3259.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"21,199",14
3260,威剛,威剛,上櫃,半導體業,TW0003260006,2004/10/08,ESVUFR,3260.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"22,200",14
3264,欣銓,欣銓,上櫃,半導體業,TW0003264008,2005/01/05,ESVUFR,3264.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"23,201",14
3265,台星科,台星科,上櫃,半導體業,TW0003265005,2005/08/02,ESVUFR,3265.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"24,202",14
3266,昇陽,昇陽,上市,建材營造,,,,3266.TW,股票,wide_explicit_header,wide_table,67,9
3268,海德威,海德威,上櫃,半導體業,TW0003268009,2005/01/27,ESVUFR,3268.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"25,203",14
3272,東碩,東碩,上櫃,電腦及週邊設備業,TW0003272001,2014/08/26,ESVUFR,3272.TWO,股票,structured_isin,structured_isin,204,
3276,宇環,宇環,上櫃,電子零組件業,TW0003276002,2005/01/12,ESVUFR,3276.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"70,205",16
3284,太普高,太普高,上櫃,其他業,TW0003284006,2005/03/22,ESVUFR,3284.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"17,206",20
3285,微端,微端,上櫃,其他電子業,TW0003285003,2012/07/23,ESVUFR,3285.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"43,207",18
3287,廣寰科,廣寰科,上櫃,電腦及週邊設備業,TW0003287009,2008/01/28,ESVUFR,3287.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"2,208",15
3288,點晶,點晶,上櫃,電子零組件業,TW0003288007,2005/04/15,ESVUFR,3288.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"71,209",16
3289,宜特,宜特,上櫃,其他電子業,TW0003289005,2004/12/28,ESVUFR,3289.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"44,210",18
3290,東浦,東浦,上櫃,電子零組件業,TW0003290003,2005/05/19,ESVUFR,3290.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"17,211",16
3291,遠翔科,遠翔科,上櫃,半導體,,,,3291.TWO,股票,wide_explicit_header,wide_table,26,14
3293,鈊象,鈊象,上櫃,文化創意業,TW0003293007,2006/07/12,ESVUFR,3293.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"69,212",19
3294,英濟,英濟,上櫃,電子零組件業,TW0003294005,2007/04/27,ESVUFR,3294.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"72,213",16
3296,勝德,勝德,上市,電子零組件,,,,3296.TW,股票,wide_explicit_header,wide_table,81,7
3297,杭特,杭特,上櫃,光電業,TW0003297008,2005/06/07,ESVUFR,3297.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"48,214",15
3299,帛漢,帛漢,上櫃,通信網路,,,,3299.TWO,股票,wide_explicit_header,wide_table,18,16
3303,岱稜,岱稜,上櫃,其他電子業,TW0003303004,2007/05/28,ESVUFR,3303.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"45,215",18
3305,昇貿,昇貿,上市,其他電子,,,,3305.TW,股票,wide_inherited_header,wide_table,16,9
3306,鼎天,鼎天,上櫃,通信網路業,TW0003306007,2005/07/05,ESVUFR,3306.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"19,216",16
3308,聯德,聯德,上市,電子零組件,,,,3308.TW,股票,wide_inherited_header,wide_table,1,8
3310,佳穎,佳穎,上櫃,電子零組件業,TW0003310009,2008/06/27,ESVUFR,3310.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"73,217",16
3311,閎暉,閎暉,上市,通信網路,,,,3311.TW,股票,wide_inherited_header,wide_table,9,7
3312,弘憶股,弘憶股,上市,電子通路,,,,3312.TW,股票,wide_explicit_header,wide_table,52,8
3313,斐成,斐成,上櫃,其他業,TW0003313003,2006/05/29,ESVUFR,3313.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"74,218",16
3315,宣昶,宣昶,上市,電子通路,,,,3315.TW,股票,wide_explicit_header,wide_table,53,8
3317,尼克森,尼克森,上櫃,半導體業,TW0003317004,2007/08/09,ESVUFR,3317.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"27,219",14
3322,建舜電,建舜電,上櫃,電子零組件業,TW0003322004,2009/05/20,ESVUFR,3322.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"75,220",16
3323,加百裕,加百裕,上櫃,電腦及週邊設備業,TW0003323002,2007/06/25,ESVUFR,3323.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"3,221",15
3324,雙鴻,雙鴻,上櫃,其他電子業,TW0003324000,2005/05/13,ESVUFR,3324.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"46,222",18
3325,旭品,旭品,上櫃,電腦及週邊設備業,TW0003325007,2005/08/15,ESVUFR,3325.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"4,223",15
3332,幸康,幸康,上櫃,電子零組件業,TW0003332003,2008/01/24,ESVUFR,3332.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"76,224",16
3338,泰碩,泰碩,上市,電子零組件,,,,3338.TW,股票,wide_inherited_header,wide_table,2,8
3339,泰谷,泰谷,上櫃,光電業,TW0003339008,2006/06/27,ESVUFR,3339.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"49,225",15
3349,寶德,寶德,上櫃,電腦及週邊設備業,TW0003349007,2022/03/23,ESVUFR,3349.TWO,股票,structured_isin,structured_isin,226,
3354,律勝,律勝,上櫃,電子零組件業,TW0003354007,2005/12/08,ESVUFR,3354.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"77,227",16
3356,奇偶,奇偶,上市,光電,,,,3356.TW,股票,wide_explicit_header,wide_table,30,6
3357,臺慶科,臺慶科,上櫃,電子零組件業,TW0003357000,2021/04/27,ESVUFR,3357.TWO,股票,structured_isin,structured_isin,228,
3360,尚立,尚立,上櫃,電子通路業,TW0003360004,2006/06/06,ESVUFR,3360.TWO,股票,structured_isin+wide_inherited_header,structured_isin+wide_table,"2,229",18
3362,先進光,先進光,上櫃,光電業,TW0003362000,2005/09/06,ESVUFR,3362.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"50,230",15
3363,上詮,上詮,上櫃,通信網路業,TW0003363008,2011/02/25,ESVUFR,3363.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"20,231",16
3372,典範,典範,上櫃,半導體業,TW0003372009,2005/12/16,ESVUFR,3372.TWO,股票,structured_isin+wide_explicit_header,structured_isin+wide_table,"28,232",14
