Date,S0,Call_Vol,Put_Vol,PCR,Call_IV_Mean,Call_IV_Std,Call_IV_Weighted,Put_IV_Mean,Put_IV_Std,Put_IV_Weighted
2021/12/14,17599.37,140152,63201,0.4509461156,0.2154491698,0.05796323882,0.2166553548,0.1479047164,0.1033058116,0.152115419
2021/12/15,17660.1,2503,8366,3.342389133,0.1163185754,0.00619761873,0.1161418678,0.2684468897,0.04195751108,0.2747796545
2021/12/16,17785.74,9595,12599,1.313079729,0.1105769571,0.009192935503,0.1102827081,0.2169961948,0.05156172008,0.2233868505
2021/12/17,17812.59,3565,3145,0.8821879383,0.1143876845,0.008267787804,0.1144456533,0.2085793535,0.05514804814,0.2229094686
2021/12/20,17669.11,6804,4505,0.6621105232,0.1334854525,0.01292421846,0.1318221253,0.2152149468,0.05170069842,0.2271080153
2021/12/21,17789.27,4605,5312,1.153528773,0.1144689786,0.007700129538,0.1149212757,0.2275970413,0.04251046948,0.2354361224
2021/12/22,17826.83,2732,2768,1.01317716,0.124083992,0.01623675425,0.1231708948,0.1895750555,0.0397468833,0.1940563111
2021/12/23,17946.66,3849,8364,2.173031956,0.1192081429,0.007893572131,0.1192575491,0.2236860049,0.052164393,0.2321756562
2021/12/24,17961.64,4816,4014,0.8334717608,0.1239511895,0.002993629679,0.124015035,0.1923046723,0.05082791139,0.1998528984
2021/12/27,18048.94,5077,5176,1.019499705,0.1305803178,0.01697119679,0.1307727814,0.2172579092,0.0446933226,0.2199502839
2021/12/28,18196.81,2579,7178,2.783249321,0.112021267,0.01601937394,0.1126423907,0.2206903236,0.05712462845,0.2341110571
2021/12/29,18248.28,11246,7344,0.6530321892,0.1189729083,0.005697318023,0.118893804,0.1786608636,0.0323789315,0.1793529775
2021/12/30,18218.84,5327,7013,1.316500845,0.1238322946,0.006634595419,0.1238463952,0.2094478146,0.05500968579,0.2182643188
